step,loss,real_crps,synth_ed,steps/s
27150,-0.211719,0.045444,0.004083,4.159728
27200,-0.209189,0.046678,0.004055,4.159778
27250,-0.211808,0.045775,0.004100,4.159862
27300,-0.208565,0.045507,0.003971,4.159926
27350,-0.205908,0.046841,0.004078,4.159962
27400,-0.204649,0.047242,0.004035,4.160037
27450,-0.215511,0.044036,0.004096,4.160102
27500,-0.207263,0.046168,0.004156,4.160194
27500,0.037990,-1.246055
27550,-0.208077,0.046191,0.004144,4.160106
27600,-0.207603,0.046200,0.004012,4.160140
27650,-0.208365,0.046112,0.004118,4.160214
27700,-0.209408,0.045461,0.004084,4.160244
27750,-0.208301,0.046035,0.004032,4.160313
27800,-0.209728,0.045714,0.004046,4.160410
27850,-0.209100,0.046262,0.004136,4.160473
27900,-0.206236,0.046393,0.004032,4.160581
27950,-0.212230,0.045227,0.004117,4.160734
28000,-0.206736,0.046428,0.004032,4.160875
28000,0.037992,-1.246055
28050,-0.207859,0.046070,0.004071,4.160698
28100,-0.205191,0.046455,0.004061,4.160840
28150,-0.206946,0.046562,0.004123,4.160948
28200,-0.207760,0.046149,0.004102,4.161087
28250,-0.212938,0.045089,0.004022,4.161244
28300,-0.210818,0.045644,0.004042,4.161426
28350,-0.208701,0.045421,0.004065,4.161581
28400,-0.210117,0.045219,0.003995,4.161721
28450,-0.206140,0.046358,0.003994,4.161731
28500,-0.209659,0.045469,0.003998,4.161882
28500,0.037986,-1.246055
28550,-0.208623,0.045899,0.004017,4.161897
28600,-0.204080,0.046872,0.004049,4.162003
28650,-0.211192,0.045669,0.004088,4.162113
28700,-0.210736,0.045331,0.004040,4.162201
28750,-0.205794,0.046153,0.004056,4.162325
28800,-0.210123,0.045391,0.004092,4.162381
28850,-0.208172,0.046297,0.003997,4.162427
28900,-0.207919,0.046418,0.004075,4.162444
28950,-0.208137,0.046616,0.004053,4.162560
29000,-0.213703,0.044466,0.004045,4.162686
29000,0.037979,-1.246055
29050,-0.208461,0.046528,0.004019,4.162700
29100,-0.206188,0.046826,0.003952,4.162801
29150,-0.206419,0.046786,0.004020,4.162906
29200,-0.210268,0.045576,0.004171,4.163007
29250,-0.209057,0.045764,0.004072,4.163122
29300,-0.206488,0.046948,0.004171,4.163213
29350,-0.205359,0.046318,0.004045,4.163302
29400,-0.203719,0.047649,0.004046,4.163433
29450,-0.208821,0.045974,0.004023,4.163557
29500,-0.210396,0.045220,0.004080,4.163666
29500,0.037996,-1.246055
29550,-0.211445,0.045187,0.004148,4.163673
29600,-0.206164,0.046959,0.004122,4.163753
29650,-0.211299,0.045515,0.004040,4.163864
29700,-0.209525,0.045650,0.004114,4.163971
29750,-0.211251,0.044925,0.004058,4.164085
29800,-0.209790,0.045414,0.004188,4.164203
29850,-0.208870,0.045813,0.004003,4.164302
29900,-0.211788,0.045028,0.004108,4.164397
29950,-0.209087,0.046409,0.004110,4.164522
30000,-0.211066,0.045234,0.004020,4.164632
30000,0.037974,-1.246055
30050,-0.213328,0.044831,0.004105,4.164445
30100,-0.204815,0.046744,0.004102,4.164519
30150,-0.209730,0.045953,0.004081,4.164561
30200,-0.211249,0.044926,0.004034,4.164646
30250,-0.212164,0.045009,0.004154,4.164649
30300,-0.206661,0.046673,0.004123,4.164765
30350,-0.208552,0.045717,0.004120,4.164872
30400,-0.210082,0.045347,0.004100,4.164975
30450,-0.209483,0.045971,0.004007,4.165098
30500,-0.211776,0.044920,0.004035,4.165221
30500,0.038003,-1.246055
30550,-0.205445,0.046860,0.004027,4.165242
30600,-0.210143,0.045427,0.004065,4.165357
30650,-0.210857,0.045073,0.004099,4.165482
30700,-0.206581,0.046477,0.004025,4.165614
30750,-0.210147,0.046131,0.004045,4.165728
30800,-0.207843,0.046075,0.004044,4.165816
30850,-0.209965,0.045867,0.004025,4.165891
30900,-0.202076,0.047643,0.004080,4.165978
30950,-0.208469,0.046514,0.004069,4.166029
31000,-0.209638,0.045985,0.003951,4.166129
31000,0.037990,-1.246055
31050,-0.210134,0.045086,0.004052,4.166169
31100,-0.208611,0.046007,0.004127,4.166240
31150,-0.203355,0.047706,0.004073,4.166324
31200,-0.210506,0.044971,0.004120,4.166407
31250,-0.206593,0.046368,0.004087,4.166490
31300,-0.202262,0.048045,0.004065,4.166559
31350,-0.207379,0.046277,0.003997,4.166698
31400,-0.208710,0.046058,0.004118,4.166845
31450,-0.208774,0.045917,0.003992,4.166997
31500,-0.208760,0.046278,0.004027,4.167098
31500,0.037987,-1.246055
31550,-0.209706,0.045097,0.004051,4.167142
31600,-0.210449,0.046037,0.004139,4.167155
31650,-0.208253,0.045971,0.003973,4.167236
31700,-0.215486,0.043972,0.004069,4.167334
31750,-0.206681,0.046789,0.004050,4.167433
31800,-0.204906,0.047013,0.004072,4.167524
31850,-0.205985,0.046652,0.004047,4.167657
31900,-0.208142,0.046134,0.004040,4.167764
31950,-0.206614,0.047149,0.004071,4.167834
32000,-0.209792,0.045439,0.004065,4.167906
32000,0.037981,-1.246055
32050,-0.204930,0.047017,0.003988,4.167788
32100,-0.205685,0.046780,0.004154,4.167859
32150,-0.207988,0.046251,0.004093,4.167976
32200,-0.208137,0.046244,0.004086,4.168042
32250,-0.208409,0.046252,0.004116,4.168114
32300,-0.206896,0.046198,0.004104,4.168213
32350,-0.211489,0.045187,0.004132,4.168320
32400,-0.205523,0.046621,0.004106,4.168426
32450,-0.211045,0.045327,0.004089,4.168533
32500,-0.200903,0.047876,0.004070,4.168645
32500,0.038007,-1.246055
32550,-0.212025,0.045146,0.004090,4.168686
32600,-0.213016,0.044731,0.004070,4.168778
32650,-0.214083,0.044240,0.004041,4.168835
32700,-0.208101,0.046349,0.003989,4.168901
32750,-0.211069,0.045153,0.004055,4.168995
32800,-0.210552,0.045463,0.004019,4.169092
32850,-0.210827,0.045587,0.004093,4.169171
32900,-0.205843,0.046837,0.004071,4.169318
32950,-0.208857,0.045907,0.004048,4.169341
33000,-0.208202,0.046439,0.004061,4.169450
33000,0.038000,-1.246055
33050,-0.210510,0.045607,0.003994,4.169524
33100,-0.211384,0.045418,0.004060,4.169641
33150,-0.207568,0.046422,0.004009,4.169765
33200,-0.208050,0.046258,0.004031,4.169874
33250,-0.207917,0.045722,0.004048,4.170008
33300,-0.208542,0.046375,0.004049,4.170138
33350,-0.209818,0.045460,0.004061,4.170248
33400,-0.210064,0.045834,0.004101,4.170323
33450,-0.208341,0.045735,0.004103,4.170433
33500,-0.205043,0.047070,0.004010,4.170548
33500,0.037984,-1.246055
33550,-0.211568,0.045296,0.003956,4.170606
33600,-0.208640,0.045783,0.004087,4.170712
33650,-0.208041,0.045745,0.004117,4.170843
33700,-0.213274,0.044862,0.004059,4.170937
33750,-0.201550,0.047482,0.004063,4.171038
33800,-0.211116,0.045400,0.004120,4.171165
33850,-0.208622,0.045769,0.004073,4.171268
33900,-0.211280,0.045573,0.004067,4.171369
33950,-0.207166,0.045983,0.004069,4.171452
34000,-0.210759,0.045273,0.004028,4.171560
34000,0.037992,-1.246055
34050,-0.211834,0.044766,0.004144,4.171406
34100,-0.207026,0.046582,0.004150,4.171499
34150,-0.209024,0.046084,0.004064,4.171613
34200,-0.208265,0.045970,0.004063,4.171703
34250,-0.208796,0.046159,0.004018,4.171761
34300,-0.202665,0.047404,0.004025,4.171790
34350,-0.208057,0.045940,0.004132,4.171897
34400,-0.203939,0.047435,0.004091,4.172002
34450,-0.204423,0.046802,0.003953,4.172115
34500,-0.204544,0.046867,0.004030,4.172215
34500,0.038014,-1.246055
34550,-0.206030,0.046430,0.003985,4.172238
34600,-0.210053,0.045959,0.004100,4.172365
34650,-0.208766,0.045954,0.004030,4.172491
34700,-0.215510,0.044070,0.004016,4.172606
34750,-0.209642,0.046916,0.004017,4.172714
34800,-0.204821,0.047006,0.004081,4.172844
34850,-0.210957,0.045418,0.004007,4.172978
34900,-0.208944,0.046295,0.004126,4.173090
34950,-0.210396,0.045127,0.004148,4.173208
35000,-0.208578,0.045721,0.004030,4.173315
35000,0.037976,-1.246055
35050,-0.208851,0.046249,0.004105,4.173349
35100,-0.213351,0.045345,0.004011,4.173467
35150,-0.202961,0.047978,0.004074,4.173566
35200,-0.209182,0.046353,0.004009,4.173650
35250,-0.210323,0.045229,0.004025,4.173743
35300,-0.208642,0.046242,0.004094,4.173816
35350,-0.206499,0.046170,0.004046,4.173939
35400,-0.207454,0.046393,0.004047,4.174038
35450,-0.210064,0.045710,0.004020,4.174145
35500,-0.207441,0.046627,0.004019,4.174251
35500,0.037985,-1.246055
35550,-0.209164,0.045837,0.004048,4.174258
35600,-0.211070,0.045027,0.004015,4.174309
35650,-0.209415,0.045854,0.004084,4.174329
35700,-0.204698,0.046882,0.004083,4.174437
35750,-0.214324,0.044474,0.004066,4.174528
35800,-0.205219,0.047081,0.004008,4.174608
35850,-0.210022,0.045772,0.004070,4.174732
35900,-0.212153,0.045113,0.004048,4.174839
35950,-0.206758,0.046626,0.004141,4.174923
36000,-0.209302,0.045864,0.004142,4.175003
36000,0.037977,-1.246055
36050,-0.204848,0.046864,0.004108,4.174845
36100,-0.207726,0.045834,0.004074,4.174909
36150,-0.206846,0.046420,0.004146,4.174966
36200,-0.205231,0.046296,0.004175,4.175030
36250,-0.208239,0.046067,0.004125,4.175109
36300,-0.208967,0.046017,0.004057,4.175212
36350,-0.210153,0.045886,0.004047,4.175318
36400,-0.206106,0.046983,0.004080,4.175417
36450,-0.208269,0.046031,0.004113,4.175480
36500,-0.203059,0.047263,0.004027,4.175592
36500,0.037974,-1.246055
36550,-0.210473,0.045710,0.004081,4.175576
36600,-0.204635,0.046868,0.004159,4.175639
36650,-0.205260,0.046593,0.004106,4.175707
36700,-0.206555,0.046572,0.004093,4.175783
36750,-0.211233,0.045150,0.004044,4.175849
36800,-0.204646,0.046953,0.004019,4.175882
36850,-0.211402,0.045301,0.004061,4.175925
36900,-0.208384,0.046270,0.003944,4.176031
36950,-0.209644,0.045904,0.004122,4.176083
37000,-0.205860,0.046689,0.003985,4.176088
37000,0.037991,-1.246055
37050,-0.206047,0.046635,0.004061,4.176088
37100,-0.212792,0.044979,0.004066,4.176197
37150,-0.207292,0.046685,0.004037,4.176294
37200,-0.210217,0.045467,0.004085,4.176392
37250,-0.214323,0.044744,0.003941,4.176484
37300,-0.203366,0.047290,0.003991,4.176590
37350,-0.205022,0.046785,0.004058,4.176657
37400,-0.209330,0.045745,0.004168,4.176720
37450,-0.203936,0.046871,0.004078,4.176792
37500,-0.211210,0.044821,0.004044,4.176902
37500,0.037967,-1.246055
37550,-0.207627,0.046347,0.004085,4.176958
37600,-0.207431,0.046261,0.004081,4.177007
37650,-0.204810,0.046593,0.004014,4.177168
37700,-0.204418,0.047623,0.004045,4.177321
37750,-0.208557,0.046421,0.003995,4.177424
37800,-0.206168,0.046473,0.004029,4.177486
37850,-0.211549,0.045011,0.004100,4.177572
37900,-0.206461,0.046389,0.004040,4.177686
37950,-0.210942,0.045303,0.004156,4.177781
38000,-0.208952,0.045911,0.004131,4.177883
38000,0.037983,-1.246055
38050,-0.210196,0.045309,0.004059,4.177777
38100,-0.206668,0.046500,0.004058,4.177876
38150,-0.205401,0.046712,0.004109,4.177932
38200,-0.212987,0.044786,0.004087,4.178026
38250,-0.207687,0.046428,0.004021,4.178098
38300,-0.205416,0.046876,0.004142,4.178172
38350,-0.204298,0.046909,0.004020,4.178220
38400,-0.207749,0.046177,0.003975,4.178303
38450,-0.211144,0.045328,0.004119,4.178369
38500,-0.212587,0.044873,0.004057,4.178449
38500,0.037988,-1.246055
38550,-0.207710,0.046390,0.004019,4.178442
38600,-0.202661,0.047695,0.004098,4.178545
38650,-0.209586,0.045800,0.004103,4.178654
38700,-0.208082,0.046255,0.004072,4.178729
38750,-0.208216,0.046249,0.004028,4.178792
38800,-0.208051,0.046135,0.004084,4.178882
38850,-0.211602,0.045118,0.004054,4.178950
38900,-0.209903,0.045979,0.004043,4.179038
38950,-0.209000,0.046059,0.004086,4.179158
39000,-0.215208,0.044339,0.004034,4.179259
39000,0.038000,-1.246055
39050,-0.211518,0.045282,0.004051,4.179264
39100,-0.211255,0.045251,0.004058,4.179325
39150,-0.204704,0.047053,0.004188,4.179387
39200,-0.207351,0.046747,0.004032,4.179470
39250,-0.206566,0.046787,0.004063,4.179520
39300,-0.210234,0.045882,0.004035,4.179595
39350,-0.207039,0.046376,0.004092,4.179655
39400,-0.207496,0.046741,0.004020,4.179703
39450,-0.208313,0.045686,0.004056,4.179758
39500,-0.212419,0.044595,0.004002,4.179822
39500,0.038002,-1.246055
39550,-0.209521,0.046003,0.004013,4.179856
39600,-0.203760,0.047467,0.004086,4.179933
39650,-0.210287,0.045962,0.004194,4.179989
39700,-0.210126,0.045688,0.004121,4.180030
39750,-0.210208,0.044996,0.004084,4.180112
39800,-0.209995,0.045645,0.004116,4.180195
39850,-0.212910,0.044914,0.004054,4.180262
39900,-0.208816,0.045485,0.004048,4.180332
39950,-0.208154,0.046153,0.004084,4.180402
40000,-0.208225,0.045940,0.004082,4.180476
40000,0.037963,-1.246055
40050,-0.209513,0.046022,0.004087,4.180205
40100,-0.213665,0.044583,0.004082,4.180276
40150,-0.207803,0.046434,0.004038,4.180303
40200,-0.204913,0.046278,0.004044,4.180351
40250,-0.211471,0.045209,0.004044,4.180390
40300,-0.207071,0.046011,0.004096,4.180439
40350,-0.204609,0.046575,0.004090,4.180457
40400,-0.207603,0.045947,0.004071,4.180527
40450,-0.212497,0.044875,0.004037,4.180580
40500,-0.213338,0.044668,0.003989,4.180645
40500,0.037978,-1.246055
40550,-0.206165,0.046832,0.004096,4.180634
40600,-0.212237,0.045157,0.004071,4.180687
40650,-0.213138,0.044411,0.004088,4.180718
40700,-0.205893,0.046463,0.004012,4.180775
40750,-0.207855,0.046366,0.004085,4.180838
40800,-0.209524,0.046231,0.004001,4.180911
40850,-0.210865,0.045549,0.004031,4.180981
40900,-0.204035,0.047100,0.004118,4.181041
40950,-0.208922,0.045969,0.004075,4.181070
41000,-0.205156,0.046588,0.004125,4.181126
41000,0.038018,-1.246055
41050,-0.206923,0.046222,0.004069,4.181116
41100,-0.212464,0.045512,0.004103,4.181182
41150,-0.208109,0.046596,0.004056,4.181227
41200,-0.207816,0.046202,0.004070,4.181298
41250,-0.211299,0.045511,0.004129,4.181376
41300,-0.211983,0.045314,0.003951,4.181446
41350,-0.207593,0.046055,0.004063,4.181504
41400,-0.212147,0.044986,0.003997,4.181567
41450,-0.207835,0.046058,0.004102,4.181655
41500,-0.208867,0.046265,0.004056,4.181733
41500,0.037995,-1.246055
41550,-0.206214,0.046329,0.004045,4.181765
41600,-0.210924,0.045371,0.004096,4.181823
41650,-0.209393,0.045715,0.003991,4.181891
41700,-0.208170,0.046324,0.004088,4.181975
41750,-0.209626,0.045819,0.004058,4.182051
41800,-0.210437,0.045446,0.004040,4.182089
41850,-0.206677,0.046604,0.004052,4.182138
41900,-0.208711,0.046481,0.004029,4.182173
41950,-0.208008,0.045679,0.004141,4.182236
42000,-0.206102,0.046659,0.004040,4.182300
42000,0.037989,-1.246055
42050,-0.207377,0.046346,0.004107,4.182182
42100,-0.205432,0.047152,0.004088,4.182242
42150,-0.207639,0.046467,0.004076,4.182287
42200,-0.206217,0.046735,0.004048,4.182309
42250,-0.208261,0.046145,0.004114,4.182372
42300,-0.210950,0.045152,0.004185,4.182416
42350,-0.205427,0.046551,0.004054,4.182401
42400,-0.207804,0.046186,0.004105,4.182443
42450,-0.208135,0.045855,0.004009,4.182491
42500,-0.209062,0.045857,0.004084,4.182538
42500,0.037976,-1.246055
42550,-0.203005,0.047159,0.004021,4.182570
42600,-0.215437,0.044183,0.004036,4.182641
42650,-0.208422,0.045751,0.004107,4.182704
42700,-0.210633,0.045068,0.004094,4.182759
42750,-0.208581,0.045961,0.004126,4.182844
42800,-0.212048,0.045313,0.004024,4.182922
42850,-0.207228,0.046424,0.004119,4.182975
42900,-0.214857,0.044415,0.004083,4.183013
42950,-0.205429,0.046394,0.004079,4.183084
43000,-0.210003,0.045663,0.004097,4.183154
43000,0.037992,-1.246055
43050,-0.206779,0.046430,0.004137,4.183180
43100,-0.209213,0.045724,0.004109,4.183246
43150,-0.208464,0.045787,0.004135,4.183330
43200,-0.211130,0.045563,0.004148,4.183364
43250,-0.210120,0.045947,0.004099,4.183432
43300,-0.212743,0.045625,0.004056,4.183489
43350,-0.209649,0.046307,0.004048,4.183563
43400,-0.206373,0.046434,0.004015,4.183603
43450,-0.209208,0.046048,0.004099,4.183651
43500,-0.206922,0.046501,0.004094,4.183718
43500,0.037996,-1.246055
43550,-0.210557,0.045353,0.004088,4.183722
43600,-0.210670,0.045497,0.004082,4.183780
43650,-0.209168,0.045930,0.004144,4.183826
43700,-0.203473,0.047513,0.004093,4.183844
43750,-0.209327,0.046288,0.004023,4.183897
43800,-0.209120,0.045568,0.004093,4.183945
43850,-0.210775,0.045738,0.004011,4.184018
43900,-0.213185,0.044279,0.004130,4.184098
43950,-0.213733,0.044552,0.003986,4.184190
44000,-0.202609,0.047819,0.004082,4.184246
44000,0.037970,-1.246055
44050,-0.211757,0.045062,0.004157,4.184194
44100,-0.208349,0.046463,0.004047,4.184275
44150,-0.211238,0.045335,0.003950,4.184337
44200,-0.212818,0.044789,0.004006,4.184423
44250,-0.212077,0.044894,0.004036,4.184489
44300,-0.209195,0.046421,0.004125,4.184564
44350,-0.213109,0.044842,0.004017,4.184623
44400,-0.208076,0.046186,0.004037,4.184660
44450,-0.207583,0.046516,0.004039,4.184721
44500,-0.207955,0.046266,0.004062,4.184784
44500,0.037985,-1.246055
44550,-0.211755,0.045392,0.004069,4.184817
44600,-0.206246,0.046933,0.004113,4.184865
44650,-0.212345,0.045120,0.004062,4.184920
44700,-0.205558,0.047205,0.004017,4.184957
44750,-0.214665,0.044397,0.004085,4.185009
44800,-0.212285,0.045032,0.004037,4.185065
44850,-0.212179,0.045128,0.004080,4.185127
44900,-0.211014,0.045678,0.004056,4.185171
44950,-0.213530,0.044539,0.004089,4.185216
45000,-0.207037,0.046502,0.004059,4.185245
45000,0.037983,-1.246055
45050,-0.206501,0.046573,0.004038,4.185223
45100,-0.213701,0.044613,0.004063,4.185275
45150,-0.211775,0.044829,0.004010,4.185332
45200,-0.205923,0.046793,0.004034,4.185390
45250,-0.212379,0.044871,0.003991,4.185471
45300,-0.205759,0.046487,0.004110,4.185533
45350,-0.205282,0.046841,0.004047,4.185591
45400,-0.211360,0.045551,0.004029,4.185655
45450,-0.214958,0.044142,0.004046,4.185705
45500,-0.207296,0.046057,0.004064,4.185772
45500,0.037990,-1.246055
45550,-0.210199,0.045676,0.004048,4.185789
45600,-0.206950,0.047261,0.003980,4.185856
45650,-0.207305,0.046326,0.004058,4.185911
45700,-0.203776,0.047127,0.004064,4.185968
45750,-0.205589,0.047077,0.003978,4.186017
45800,-0.209332,0.045952,0.004065,4.186082
45850,-0.212743,0.045020,0.004016,4.186135
45900,-0.206217,0.046694,0.004162,4.186175
45950,-0.210937,0.045592,0.004083,4.186219
46000,-0.209793,0.045697,0.004078,4.186262
46000,0.037985,-1.246055
46050,-0.207039,0.046562,0.004062,4.186128
46100,-0.202794,0.047608,0.004056,4.186173
46150,-0.213365,0.045132,0.004013,4.186209
46200,-0.211035,0.045891,0.004093,4.186274
46250,-0.208636,0.046028,0.004044,4.186296
46300,-0.206725,0.046585,0.004064,4.186371
46350,-0.208892,0.045511,0.004048,4.186389
46400,-0.209828,0.045968,0.004051,4.186459
46450,-0.209686,0.045385,0.004087,4.186519
46500,-0.207800,0.045971,0.004086,4.186596
46500,0.037989,-1.246055
46550,-0.210018,0.046220,0.004069,4.186608
46600,-0.209857,0.045714,0.004037,4.186683
46650,-0.210363,0.045725,0.004075,4.186754
46700,-0.209067,0.046043,0.004103,4.186820
46750,-0.207452,0.046175,0.004010,4.186889
46800,-0.206094,0.046178,0.004089,4.186925
46850,-0.206901,0.046270,0.004033,4.186966
46900,-0.207954,0.046431,0.004012,4.187029
46950,-0.210760,0.045646,0.004092,4.187080
47000,-0.210903,0.045168,0.004117,4.187118
47000,0.037987,-1.246055
47050,-0.207653,0.046701,0.004083,4.187104
47100,-0.207660,0.045679,0.004027,4.187156
47150,-0.204792,0.047367,0.004006,4.187203
47200,-0.208015,0.045811,0.004118,4.187281
47250,-0.210180,0.045803,0.004089,4.187301
47300,-0.216285,0.044172,0.004065,4.187359
47350,-0.207890,0.046115,0.004011,4.187408
47400,-0.210702,0.045255,0.004037,4.187457
47450,-0.208524,0.045702,0.004070,4.187508
47500,-0.204633,0.047352,0.004061,4.187578
47500,0.037987,-1.246055
47550,-0.204701,0.047144,0.004133,4.187585
47600,-0.209727,0.046147,0.004128,4.187635
47650,-0.207696,0.046270,0.003990,4.187679
47700,-0.210493,0.045233,0.004124,4.187674
47750,-0.211679,0.045366,0.004041,4.187740
47800,-0.207941,0.046121,0.004081,4.187767
47850,-0.208575,0.046402,0.004037,4.187810
47900,-0.200934,0.047698,0.004028,4.187842
47950,-0.207218,0.046225,0.004149,4.187891
48000,-0.208717,0.045955,0.004135,4.187899
48000,0.037994,-1.246055
48050,-0.207822,0.046234,0.004057,4.187781
48100,-0.208234,0.045757,0.004059,4.187805
48150,-0.206882,0.046415,0.003970,4.187867
48200,-0.207735,0.046267,0.004070,4.187898
48250,-0.207259,0.045997,0.004116,4.187935
48300,-0.205054,0.046574,0.004112,4.187982
48350,-0.207477,0.045979,0.004066,4.188056
48400,-0.203550,0.047403,0.004157,4.188093
48450,-0.202577,0.047823,0.004081,4.188140
48500,-0.209861,0.045736,0.004018,4.188174
48500,0.037978,-1.246055
48550,-0.208492,0.045730,0.004062,4.188166
48600,-0.209929,0.045327,0.004061,4.188215
48650,-0.207375,0.045733,0.004015,4.188258
48700,-0.209593,0.045507,0.004064,4.188305
48750,-0.208409,0.046265,0.004067,4.188349
48800,-0.211453,0.045337,0.004040,4.188404
48850,-0.204397,0.047513,0.004113,4.188436
48900,-0.212906,0.044797,0.004100,4.188476
48950,-0.212314,0.045065,0.004041,4.188519
49000,-0.212721,0.045138,0.004048,4.188561
49000,0.037971,-1.246055
49050,-0.209059,0.045939,0.004030,4.188527
49100,-0.212084,0.044998,0.004031,4.188558
49150,-0.211671,0.045155,0.004133,4.188611
49200,-0.204773,0.047222,0.004073,4.188686
49250,-0.213217,0.044894,0.004038,4.188751
49300,-0.206835,0.046864,0.004045,4.188806
49350,-0.206463,0.046506,0.004076,4.188867
49400,-0.208069,0.045518,0.004107,4.188914
49450,-0.207794,0.046181,0.004062,4.189000
49500,-0.208869,0.046165,0.003989,4.189056
49500,0.037999,-1.246055
49550,-0.206078,0.046374,0.004115,4.189071
49600,-0.210474,0.045708,0.004059,4.189109
49650,-0.213048,0.044805,0.004051,4.189136
49700,-0.205150,0.046971,0.004139,4.189180
49750,-0.211143,0.045363,0.004062,4.189224
49800,-0.209269,0.045401,0.004122,4.189268
49850,-0.208678,0.045309,0.004166,4.189335
49900,-0.211524,0.045307,0.004090,4.189416
49950,-0.206388,0.046809,0.004074,4.189478
50000,-0.204952,0.046642,0.004038,4.189576
50000,0.037972,-1.246055
