step,loss,real_crps,synth_ed,steps/s
27450,-0.197716,0.046235,0.004568,4.541565
27500,-0.205571,0.045042,0.004520,4.541601
27500,0.037577,-1.299469
27550,-0.199348,0.046111,0.004481,4.541607
27600,-0.196292,0.047299,0.004538,4.541681
27650,-0.200578,0.046445,0.004547,4.541773
27700,-0.202331,0.045538,0.004472,4.541861
27750,-0.199905,0.046084,0.004521,4.541956
27800,-0.197151,0.046955,0.004430,4.542000
27850,-0.197371,0.046511,0.004502,4.542067
27900,-0.200301,0.046158,0.004439,4.542163
27950,-0.197012,0.047009,0.004492,4.542236
28000,-0.201387,0.045687,0.004533,4.542306
28000,0.037562,-1.299469
28050,-0.200205,0.046267,0.004417,4.542039
28100,-0.195862,0.047417,0.005019,4.542142
28150,-0.199666,0.046331,0.004458,4.542215
28200,-0.196694,0.047293,0.004472,4.542197
28250,-0.201063,0.045861,0.004521,4.542275
28300,-0.199743,0.045954,0.004437,4.542360
28350,-0.201312,0.045917,0.004520,4.542403
28400,-0.200693,0.045924,0.004518,4.542483
28450,-0.203485,0.045524,0.004490,4.542554
28500,-0.195778,0.047072,0.004473,4.542604
28500,0.037579,-1.299469
28550,-0.201391,0.045759,0.004523,4.542556
28600,-0.197090,0.046811,0.004518,4.542595
28650,-0.200538,0.046184,0.004495,4.542668
28700,-0.199977,0.046276,0.004462,4.542731
28750,-0.198059,0.046180,0.004451,4.542804
28800,-0.201049,0.046195,0.004419,4.542868
28850,-0.200372,0.046349,0.004519,4.542954
28900,-0.201720,0.045939,0.004436,4.543030
28950,-0.194087,0.047994,0.004492,4.543120
29000,-0.200210,0.046021,0.004522,4.543201
29000,0.037577,-1.299469
29050,-0.202384,0.045309,0.004461,4.543215
29100,-0.198852,0.046088,0.004524,4.543253
29150,-0.193087,0.048242,0.004419,4.543322
29200,-0.196682,0.046826,0.004514,4.543392
29250,-0.199475,0.046056,0.004494,4.543451
29300,-0.200801,0.045860,0.004466,4.543484
29350,-0.196125,0.047314,0.004462,4.543561
29400,-0.193914,0.048016,0.004584,4.543599
29450,-0.200287,0.046237,0.004473,4.543700
29500,-0.201221,0.046344,0.004479,4.543781
29500,0.037584,-1.299469
29550,-0.201445,0.045205,0.004439,4.543803
29600,-0.196234,0.047277,0.004469,4.543882
29650,-0.200830,0.046451,0.004501,4.543871
29700,-0.202033,0.045696,0.004421,4.543987
29750,-0.201509,0.045722,0.004443,4.544083
29800,-0.200591,0.045695,0.004430,4.544153
29850,-0.199566,0.046241,0.004471,4.544235
29900,-0.202381,0.045681,0.004530,4.544288
29950,-0.199997,0.046160,0.004447,4.544409
30000,-0.197584,0.046774,0.004463,4.544444
30000,0.037569,-1.299469
30050,-0.199818,0.046179,0.004485,4.544236
30100,-0.201919,0.045276,0.004490,4.544300
30150,-0.197427,0.046953,0.004479,4.544376
30200,-0.200598,0.046299,0.004541,4.544426
30250,-0.199834,0.045442,0.004558,4.544470
30300,-0.201306,0.046138,0.004476,4.544549
30350,-0.197121,0.046808,0.004464,4.544605
30400,-0.201985,0.045514,0.004444,4.544696
30450,-0.199205,0.046306,0.004435,4.544773
30500,-0.200038,0.046087,0.004460,4.544834
30500,0.037576,-1.299469
30550,-0.198809,0.046205,0.004464,4.544824
30600,-0.199217,0.046702,0.004417,4.544904
30650,-0.202319,0.045254,0.004459,4.544956
30700,-0.199938,0.046204,0.004503,4.545025
30750,-0.198016,0.047133,0.004446,4.545086
30800,-0.201304,0.045723,0.004481,4.545148
30850,-0.197934,0.046521,0.004501,4.545222
30900,-0.197176,0.047193,0.004450,4.545250
30950,-0.194095,0.047945,0.004482,4.545285
31000,-0.198400,0.046882,0.004466,4.545350
31000,0.037580,-1.299469
31050,-0.201300,0.045827,0.004490,4.545349
31100,-0.202574,0.045323,0.004452,4.545356
31150,-0.199013,0.047063,0.004450,4.545400
31200,-0.196423,0.046850,0.004442,4.545471
31250,-0.200146,0.045910,0.004453,4.545534
31300,-0.192620,0.048266,0.004551,4.545606
31350,-0.197237,0.047125,0.004487,4.545672
31400,-0.200282,0.045896,0.004483,4.545712
31450,-0.195987,0.047292,0.004500,4.545772
31500,-0.200224,0.045915,0.004490,4.545825
31500,0.037589,-1.299469
31550,-0.199255,0.046242,0.004458,4.545821
31600,-0.197234,0.046847,0.004501,4.545882
31650,-0.199794,0.046365,0.004460,4.545967
31700,-0.202240,0.044973,0.004489,4.546068
31750,-0.199514,0.046222,0.004415,4.546137
31800,-0.199174,0.046751,0.004429,4.546217
31850,-0.195068,0.047520,0.004463,4.546315
31900,-0.196956,0.047181,0.004530,4.546327
31950,-0.200862,0.045957,0.004450,4.546397
32000,-0.194886,0.047739,0.004499,4.546475
32000,0.037579,-1.299469
32050,-0.198010,0.046531,0.004548,4.546243
32100,-0.193746,0.047817,0.004454,4.546299
32150,-0.198607,0.046463,0.004423,4.546384
32200,-0.196516,0.046967,0.004486,4.546463
32250,-0.198508,0.046080,0.004524,4.546518
32300,-0.197186,0.047041,0.004470,4.546566
32350,-0.199008,0.046447,0.004513,4.546609
32400,-0.201149,0.045949,0.004445,4.546680
32450,-0.202495,0.045811,0.004462,4.546721
32500,-0.197206,0.047215,0.004496,4.546694
32500,0.037590,-1.299469
32550,-0.196866,0.046952,0.004479,4.546656
32600,-0.204396,0.044883,0.004474,4.546727
32650,-0.203370,0.044933,0.004563,4.546791
32700,-0.201581,0.045394,0.004490,4.546839
32750,-0.199542,0.047117,0.004487,4.546877
32800,-0.205512,0.044563,0.004423,4.546931
32850,-0.198716,0.046616,0.004484,4.547012
32900,-0.197636,0.046855,0.004443,4.547075
32950,-0.197808,0.046597,0.004443,4.547134
33000,-0.200232,0.046453,0.004457,4.547196
33000,0.037587,-1.299469
33050,-0.200732,0.045993,0.004434,4.547153
33100,-0.201338,0.046220,0.004478,4.547240
33150,-0.202143,0.045862,0.004387,4.547298
33200,-0.197842,0.047176,0.004517,4.547351
33250,-0.199302,0.046058,0.004420,4.547418
33300,-0.195906,0.047007,0.004485,4.547448
33350,-0.199798,0.046334,0.004471,4.547470
33400,-0.200219,0.046188,0.004442,4.547494
33450,-0.201337,0.045471,0.004478,4.547555
33500,-0.199237,0.046448,0.004565,4.547604
33500,0.037569,-1.299469
33550,-0.194406,0.047610,0.004429,4.547555
33600,-0.202423,0.045359,0.004483,4.547624
33650,-0.197863,0.046468,0.004493,4.547653
33700,-0.202381,0.045496,0.004531,4.547726
33750,-0.197639,0.046705,0.004479,4.547761
33800,-0.196760,0.047114,0.004476,4.547814
33850,-0.203759,0.044716,0.004517,4.547869
33900,-0.198349,0.046881,0.004459,4.547915
33950,-0.199225,0.046072,0.004522,4.547885
34000,-0.200894,0.045795,0.004448,4.547939
34000,0.037577,-1.299469
34050,-0.201708,0.045321,0.004536,4.547741
34100,-0.200450,0.045629,0.004488,4.547772
34150,-0.196246,0.047344,0.004491,4.547856
34200,-0.195701,0.047169,0.004572,4.547915
34250,-0.200375,0.046150,0.004477,4.547957
34300,-0.195217,0.047473,0.004512,4.547999
34350,-0.200243,0.046404,0.004479,4.548050
34400,-0.195866,0.047190,0.004507,4.548079
34450,-0.196643,0.047335,0.004471,4.548142
34500,-0.196077,0.047494,0.004516,4.548191
34500,0.037587,-1.299469
34550,-0.198615,0.047120,0.004480,4.548172
34600,-0.201176,0.045960,0.004523,4.548229
34650,-0.199264,0.047275,0.004436,4.548303
34700,-0.203991,0.044906,0.004425,4.548353
34750,-0.201107,0.046139,0.004526,4.548374
34800,-0.198413,0.046987,0.004462,4.548414
34850,-0.198937,0.046773,0.004580,4.548461
34900,-0.203387,0.045621,0.004491,4.548496
34950,-0.202094,0.046141,0.004494,4.548568
35000,-0.200534,0.045852,0.004459,4.548650
35000,0.037570,-1.299469
35050,-0.197825,0.046882,0.004473,4.548641
35100,-0.199214,0.046592,0.004521,4.548689
35150,-0.200383,0.046088,0.004476,4.548714
35200,-0.191635,0.048435,0.004480,4.548781
35250,-0.200645,0.045850,0.004461,4.548806
35300,-0.200814,0.045743,0.004507,4.548885
35350,-0.199402,0.046769,0.004368,4.548943
35400,-0.201163,0.046132,0.004498,4.548950
35450,-0.196639,0.047430,0.004443,4.548987
35500,-0.202086,0.045948,0.004445,4.549026
35500,0.037556,-1.299469
35550,-0.198454,0.046414,0.004548,4.548990
35600,-0.198981,0.046075,0.004460,4.549038
35650,-0.202287,0.045668,0.004429,4.549096
35700,-0.200025,0.046287,0.004494,4.549137
35750,-0.199374,0.046186,0.004479,4.549192
35800,-0.201335,0.046186,0.004540,4.549252
35850,-0.198636,0.046820,0.004503,4.549288
35900,-0.199625,0.045794,0.004522,4.549333
35950,-0.197761,0.046955,0.004462,4.549410
36000,-0.201557,0.045771,0.004454,4.549472
36000,0.037557,-1.299469
36050,-0.197827,0.047112,0.004511,4.549298
36100,-0.198356,0.046634,0.004605,4.549386
36150,-0.197200,0.046917,0.004537,4.549448
36200,-0.198250,0.046616,0.004495,4.549477
36250,-0.199977,0.046332,0.004486,4.549528
36300,-0.198669,0.046779,0.004455,4.549564
36350,-0.202095,0.045697,0.004474,4.549600
36400,-0.197647,0.047119,0.004531,4.549660
36450,-0.199367,0.046667,0.004505,4.549727
36500,-0.195616,0.047000,0.004413,4.549781
36500,0.037581,-1.299469
36550,-0.195888,0.047566,0.004451,4.549758
36600,-0.200498,0.045985,0.004507,4.549804
36650,-0.194322,0.047533,0.004490,4.549843
36700,-0.198164,0.046630,0.004451,4.549902
36750,-0.198874,0.046360,0.004456,4.549953
36800,-0.196526,0.046814,0.004503,4.550008
36850,-0.198648,0.046402,0.004563,4.550019
36900,-0.197396,0.046887,0.004480,4.550061
