step,epoch,lr,loss,loss_main,loss_aux,ed,nll,loss_sde,vol_mse,sde_acc,mean_mu,mean_sigma,eff_k,grad_norm,steps/s,eta_min,mean_nu,mean_mse,pred_mean_std
13600,3,0.000238,-6.382499,-1.546084,0.271055,0.033591,-1.565646,0.181225,0.089830,0.939883,0.002708,0.043277,1.000000,169.611998,19.611100,22.861203,3.306152,0.009221,0.005400
13700,3,0.000237,-5.514346,-1.538084,0.270321,0.034191,-1.558540,0.177858,0.092463,0.941406,0.003018,0.042666,1.000000,42.244950,19.613123,22.773868,3.246759,0.011204,0.006141
13800,3,0.000236,-7.236175,-1.536597,0.331369,0.034119,-1.556746,0.176889,0.154480,0.940195,0.002789,0.043795,1.000000,372.710474,19.615122,22.686578,3.360253,0.010298,0.005563
13900,3,0.000235,-6.524422,-1.534710,0.270024,0.034511,-1.555577,0.172106,0.097918,0.941562,0.003233,0.043182,1.000000,569.602857,19.617092,22.599340,3.238498,0.012039,0.006579
14000,3,0.000234,-8.699477,-1.537241,0.258418,0.034113,-1.557295,0.170655,0.087763,0.943750,0.003036,0.044235,1.000000,289.311975,19.619060,22.512122,3.314878,0.009992,0.005959
14100,3,0.000233,-8.981495,-1.545010,0.230950,0.033877,-1.564834,0.171790,0.059160,0.943281,0.003071,0.043612,1.000000,341.894950,19.610356,22.437125,3.277544,0.009619,0.005090
14200,3,0.000232,-7.175944,-1.540582,0.279572,0.033993,-1.560536,0.186112,0.093460,0.939844,0.002727,0.043732,1.000000,49.728650,19.612386,22.349822,3.345818,0.009856,0.005574
14300,3,0.000231,-7.367076,-1.548997,0.297612,0.033534,-1.568641,0.169617,0.127995,0.944297,0.002529,0.043409,1.000000,62.146148,19.614354,22.262608,3.395665,0.009588,0.005487
14400,3,0.000230,-8.083834,-1.540437,0.248695,0.033926,-1.560627,0.177345,0.071350,0.940703,0.002702,0.044223,1.000000,49.715947,19.616492,22.175219,3.421665,0.010757,0.006922
14500,3,0.000229,-8.428628,-1.540571,0.243024,0.033874,-1.560348,0.176027,0.066998,0.940820,0.003181,0.044214,1.000000,23.450989,19.618776,22.087684,3.388979,0.009466,0.006905
14600,3,0.000228,-7.528785,-1.541153,0.273237,0.034118,-1.561565,0.169722,0.103515,0.944492,0.002808,0.043488,1.000000,52.323389,19.620947,22.000298,3.341916,0.011178,0.005233
14700,3,0.000227,-8.217990,-1.540119,0.294192,0.034114,-1.560046,0.178148,0.116043,0.939844,0.002665,0.043619,1.000000,27.918445,19.623163,21.912880,3.387488,0.009566,0.004598
14800,3,0.000226,-9.287806,-1.536217,0.351506,0.034384,-1.556640,0.171741,0.179765,0.942969,0.002608,0.044770,1.000000,84.024549,19.625337,21.825528,3.479937,0.010772,0.005214
14900,3,0.000225,-9.280519,-1.543979,0.281003,0.033911,-1.564002,0.176780,0.104223,0.940703,0.002640,0.043566,1.000000,20.653572,19.627232,21.738504,3.508224,0.010228,0.005468
15000,3,0.000223,-7.829857,-1.547413,0.350533,0.033879,-1.567295,0.163347,0.187186,0.946484,0.002729,0.043601,1.000000,31.358888,19.629369,21.651231,3.349091,0.009809,0.006378
15100,3,0.000222,-7.991113,-1.547385,0.246921,0.033664,-1.567262,0.163130,0.083790,0.944297,0.002645,0.043653,1.000000,75.972964,19.622504,21.573869,3.393822,0.010151,0.005428
15200,3,0.000221,-8.737161,-1.549160,0.241552,0.033670,-1.568887,0.167772,0.073781,0.945625,0.002335,0.043703,1.000000,184.734203,19.624350,21.486912,3.332126,0.009642,0.004585
15300,3,0.000220,-8.072932,-1.556354,0.263890,0.033327,-1.575683,0.174348,0.089543,0.942500,0.002493,0.042681,1.000000,28.921463,19.626137,21.400034,3.396315,0.008884,0.004879
15400,3,0.000219,-7.295658,-1.544606,0.311346,0.033834,-1.564711,0.153154,0.158192,0.949141,0.002471,0.043342,1.000000,29.650734,19.628225,21.312846,3.429537,0.010626,0.005288
15500,3,0.000218,-6.663980,-1.556257,0.229652,0.033308,-1.575657,0.164420,0.065232,0.947656,0.002429,0.043368,1.000000,59.365688,19.630353,21.225633,3.374488,0.009154,0.004673
15600,3,0.000217,-7.567283,-1.544041,0.250434,0.034246,-1.564454,0.160337,0.090097,0.946250,0.002678,0.043651,1.000000,40.554228,19.632394,21.138532,3.443996,0.010963,0.004550
15700,3,0.000216,-8.166658,-1.540986,0.249112,0.033970,-1.561156,0.155537,0.093575,0.948047,0.002748,0.044267,1.000000,15.819309,19.634471,21.051412,3.460018,0.010614,0.005153
15800,3,0.000215,-7.963566,-1.544138,0.225604,0.033591,-1.563548,0.154241,0.071363,0.948008,0.003264,0.043885,1.000000,51.995412,19.636536,20.964322,3.422473,0.008715,0.006001
15900,3,0.000214,-7.986154,-1.542796,0.257420,0.034161,-1.563060,0.153787,0.103633,0.948789,0.002531,0.043867,1.000000,28.857923,19.638520,20.877337,3.343025,0.010611,0.005185
16000,3,0.000213,-7.957717,-1.552912,0.208834,0.033677,-1.572569,0.155517,0.053317,0.947305,0.002809,0.043451,1.000000,21.224783,19.640472,20.790403,3.474943,0.009396,0.004783
16100,3,0.000212,-8.115284,-1.557791,0.229277,0.033495,-1.577607,0.152952,0.076326,0.949414,0.002708,0.043319,1.000000,24.977377,19.632641,20.713804,3.394492,0.010229,0.005626
16200,3,0.000210,-7.407950,-1.552806,0.221866,0.033621,-1.572391,0.149694,0.072171,0.949492,0.003035,0.043640,1.000000,20.489007,19.633245,20.628277,3.393815,0.009249,0.005896
16300,4,0.000209,-8.195822,-1.547031,0.257762,0.033664,-1.566723,0.151725,0.106038,0.948906,0.003254,0.044337,1.000000,34.917114,19.625786,20.551194,3.444347,0.009533,0.006441
16400,4,0.000208,-9.278354,-1.544207,0.225093,0.033990,-1.564044,0.155412,0.069681,0.947539,0.002726,0.043965,1.000000,62.645990,19.627457,20.464529,3.408859,0.009472,0.005847
16500,4,0.000207,-9.373228,-1.543762,0.278701,0.033889,-1.563883,0.150411,0.128291,0.948125,0.002667,0.044137,1.000000,47.022930,19.629122,20.377886,3.460731,0.010589,0.007579
16600,4,0.000206,-9.177031,-1.542734,0.256309,0.033835,-1.562395,0.160426,0.095883,0.945508,0.003022,0.043723,1.000000,79.562471,19.630755,20.291289,3.415484,0.009145,0.006108
16700,4,0.000205,-9.444507,-1.553196,0.253640,0.033481,-1.572875,0.152028,0.101613,0.948984,0.003049,0.043757,1.000000,25.890700,19.632361,20.204736,3.475125,0.009795,0.006043
16800,4,0.000204,-9.552399,-1.538814,0.224544,0.034025,-1.558615,0.150243,0.074301,0.950078,0.003241,0.043723,1.000000,52.827277,19.633945,20.118219,3.408527,0.009294,0.006282
16900,4,0.000202,-8.813459,-1.547666,0.198728,0.033686,-1.567256,0.148950,0.049778,0.949805,0.002861,0.043463,1.000000,97.037576,19.635468,20.031777,3.454042,0.009155,0.005215
17000,4,0.000201,-8.436664,-1.548907,0.199636,0.033933,-1.569411,0.146663,0.052973,0.950937,0.003061,0.043592,1.000000,26.987385,19.637064,19.945277,3.402124,0.011793,0.005005
17100,4,0.000200,-8.192680,-1.543128,0.232303,0.034022,-1.563211,0.154625,0.077678,0.950625,0.003229,0.043472,1.000000,34.330623,19.638910,19.858536,3.384837,0.010240,0.007096
17200,4,0.000199,-7.495067,-1.538736,0.218539,0.033922,-1.558703,0.168436,0.050103,0.944219,0.003590,0.044222,1.000000,497.343064,19.640767,19.771801,3.348870,0.010019,0.007247
17300,4,0.000198,-9.333654,-1.536554,0.301224,0.034724,-1.558106,0.157888,0.143336,0.947305,0.003409,0.044296,1.000000,585.209495,19.642588,19.685118,3.474712,0.013966,0.006050
17400,4,0.000197,-8.802647,-1.553774,0.245962,0.033423,-1.573127,0.163688,0.082274,0.946211,0.003058,0.043181,1.000000,418.693084,19.644427,19.598434,3.437356,0.008802,0.006939
17500,4,0.000196,-8.104648,-1.540472,0.289898,0.034016,-1.560492,0.156839,0.133059,0.950078,0.002658,0.044017,1.000000,176.272611,19.646179,19.511851,3.330307,0.010039,0.005500
17600,4,0.000194,-9.209341,-1.546381,0.243133,0.033710,-1.566019,0.159287,0.083846,0.948438,0.002409,0.044448,1.000000,266.325263,19.647940,19.425277,3.468222,0.009274,0.003847
17700,4,0.000193,-8.375682,-1.543690,0.246368,0.033628,-1.563130,0.154955,0.091413,0.949648,0.002699,0.043508,1.000000,905.391016,19.649635,19.338782,3.378953,0.008755,0.004245
17800,4,0.000192,-9.386859,-1.538568,0.261694,0.033972,-1.558489,0.167439,0.094255,0.946758,0.003130,0.044223,1.000000,1017.270193,19.651199,19.252430,3.341312,0.009783,0.006227
17900,4,0.000191,-9.009358,-1.535050,0.288905,0.034202,-1.555090,0.171646,0.117259,0.941953,0.003293,0.043556,1.000000,72.149954,19.652591,19.166260,3.328008,0.009794,0.005499
18000,4,0.000190,-6.364002,-1.546056,0.243633,0.033978,-1.566161,0.174774,0.068859,0.942852,0.003219,0.043457,1.000000,24.473683,19.653954,19.080130,3.354449,0.010389,0.006594
18100,4,0.000189,-7.893828,-1.555285,0.214186,0.033245,-1.574412,0.157682,0.056504,0.949453,0.002309,0.043523,1.000000,20.077297,19.646960,19.002091,3.496951,0.008345,0.005135
18200,4,0.000187,-9.030646,-1.552422,0.298452,0.033975,-1.572997,0.162368,0.136084,0.946094,0.002968,0.043486,1.000000,808.338544,19.648359,18.915913,3.403846,0.011959,0.005826
18300,4,0.000186,-9.159735,-1.561586,0.214679,0.033328,-1.580997,0.156316,0.058363,0.946328,0.002791,0.043326,1.000000,36.576075,19.649728,18.829777,3.458600,0.009157,0.006051
18400,4,0.000185,-8.913476,-1.545585,0.343075,0.033857,-1.565544,0.158834,0.184241,0.946680,0.002498,0.043752,1.000000,24.344482,19.651118,18.743633,3.358958,0.010104,0.005340
18500,4,0.000184,-6.213500,-1.544491,0.228415,0.033967,-1.564413,0.161963,0.066452,0.946406,0.002882,0.043266,1.000000,28.928971,19.652449,18.657556,3.351575,0.009795,0.006119
18600,4,0.000183,-8.076805,-1.546287,0.243507,0.033580,-1.565779,0.156746,0.086760,0.950586,0.002431,0.043296,1.000000,269.419994,19.653796,18.571476,3.288812,0.009005,0.004982
18700,4,0.000181,-9.351719,-1.539685,0.289929,0.034181,-1.559744,0.155212,0.134718,0.948672,0.002663,0.044099,1.000000,402.583276,19.653761,18.486708,3.357200,0.009897,0.006304
18800,4,0.000180,-9.529886,-1.550585,0.285210,0.033907,-1.570633,0.159007,0.126203,0.947031,0.002439,0.043838,1.000000,82.957636,19.655092,18.400660,3.436672,0.010315,0.005452
18900,4,0.000179,-9.642806,-1.547444,0.213653,0.034072,-1.567569,0.149878,0.063775,0.950313,0.002445,0.043628,1.000000,55.597186,19.656357,18.314686,3.474233,0.010296,0.005132
19000,4,0.000178,-9.267784,-1.549250,0.232710,0.033822,-1.568856,0.158596,0.074115,0.946367,0.002667,0.043910,1.000000,32.236205,19.657606,18.228737,3.556801,0.008983,0.005883
19100,4,0.000177,-8.083369,-1.555090,0.289222,0.033436,-1.574638,0.151428,0.137794,0.950273,0.002466,0.043332,1.000000,18.433535,19.658851,18.142803,3.522098,0.009433,0.005409
19200,4,0.000175,-6.223258,-1.539028,0.239241,0.034078,-1.559029,0.151358,0.087883,0.949805,0.002835,0.043579,1.000000,30.759298,19.660403,18.056599,3.389630,0.009874,0.006097
19300,4,0.000174,-5.809399,-1.546413,0.184247,0.033537,-1.565764,0.144356,0.039891,0.951641,0.003145,0.043623,1.000000,18.433970,19.661919,17.970440,3.438062,0.008608,0.006001
19400,4,0.000173,-6.985952,-1.539987,0.232604,0.034437,-1.560405,0.152827,0.079777,0.950664,0.003161,0.044262,1.000000,16.310941,19.663374,17.884350,3.433126,0.010666,0.006375
19500,4,0.000172,-7.095405,-1.554397,0.239567,0.034061,-1.575529,0.142130,0.097438,0.952539,0.002467,0.043690,1.000000,28.049923,19.664783,17.798315,3.666263,0.013670,0.005999
19600,4,0.000171,-9.109868,-1.544669,0.243666,0.034026,-1.564764,0.143210,0.100456,0.951406,0.002788,0.043627,1.000000,43.751507,19.666233,17.712255,3.458772,0.010272,0.005148
19700,4,0.000169,-9.135782,-1.556131,0.217375,0.033395,-1.575618,0.139394,0.077981,0.952969,0.002443,0.044167,1.000000,52.304050,19.667677,17.626213,3.609997,0.009299,0.005521
19800,4,0.000168,-9.599199,-1.555537,0.230841,0.033463,-1.574901,0.146772,0.084069,0.952461,0.002891,0.043589,1.000000,138.947674,19.669125,17.540180,3.447762,0.008774,0.006860
19900,4,0.000167,-8.961808,-1.553869,0.235616,0.033986,-1.573880,0.141071,0.094545,0.952617,0.002588,0.043873,1.000000,231.028051,19.670547,17.454184,3.508383,0.010062,0.005068
20000,4,0.000166,-7.695695,-1.544613,0.185403,0.033977,-1.564713,0.136198,0.049205,0.955586,0.002556,0.044171,1.000000,562.463051,19.671959,17.368208,3.580330,0.010372,0.005482
20100,4,0.000165,-8.894848,-1.542685,0.221112,0.034053,-1.562669,0.141106,0.080006,0.953125,0.002954,0.044100,1.000000,56.672766,19.655256,17.298172,3.436393,0.009856,0.005735
20200,4,0.000163,-8.675917,-1.558763,0.196178,0.033558,-1.578291,0.136112,0.060067,0.954375,0.002726,0.043411,1.000000,15.484485,19.656441,17.212340,3.482143,0.009161,0.005599
20300,5,0.000162,-8.071259,-1.558847,0.212335,0.033525,-1.578434,0.133288,0.079047,0.956406,0.003106,0.043577,1.000000,47.400244,19.649689,17.133435,3.555721,0.009414,0.007013
20400,5,0.000161,-9.490770,-1.554527,0.281065,0.033919,-1.574831,0.137388,0.143677,0.954414,0.002701,0.043423,1.000000,78.157065,19.650953,17.047519,3.487491,0.011149,0.005358
20500,5,0.000160,-9.845759,-1.550794,0.214412,0.033835,-1.570824,0.144221,0.070191,0.952070,0.002669,0.044022,1.000000,141.601091,19.652202,16.961628,3.488747,0.010378,0.005093
20600,5,0.000158,-8.591983,-1.551932,0.190918,0.033551,-1.571259,0.140405,0.050514,0.953320,0.002367,0.043650,1.000000,12.396430,19.653459,16.875740,3.492637,0.008505,0.005527
20700,5,0.000157,-8.456480,-1.549376,0.215239,0.033856,-1.569182,0.133806,0.081433,0.956406,0.002843,0.043557,1.000000,15.834046,19.654707,16.789871,3.446619,0.009591,0.005891
20800,5,0.000156,-8.414534,-1.544182,0.178260,0.033924,-1.564046,0.135890,0.042370,0.955625,0.002625,0.044442,1.000000,11.483419,19.655968,16.704002,3.542889,0.009673,0.005753
20900,5,0.000155,-7.309038,-1.549231,0.203060,0.033822,-1.569247,0.141643,0.061417,0.952891,0.002530,0.044387,1.000000,23.408130,19.657185,16.618181,3.515248,0.010350,0.005196
21000,5,0.000154,-7.617045,-1.564244,0.228866,0.033249,-1.583371,0.133811,0.095055,0.955352,0.002652,0.043800,1.000000,85.204057,19.658336,16.532427,3.597893,0.008340,0.005361
21100,5,0.000152,-7.939745,-1.563206,0.198749,0.033210,-1.582373,0.133060,0.065689,0.956055,0.002598,0.043526,1.000000,37.732227,19.659519,16.446655,3.567997,0.008541,0.005384
21200,5,0.000151,-7.868467,-1.545305,0.205115,0.033941,-1.565294,0.133916,0.071199,0.955508,0.002885,0.044015,1.000000,26.102910,19.660700,16.360896,3.500673,0.010062,0.005817
21300,5,0.000150,-8.035953,-1.542715,0.203658,0.034179,-1.563016,0.130342,0.073316,0.956602,0.002775,0.044461,1.000000,39.602829,19.661846,16.275176,3.544795,0.010705,0.005011
21400,5,0.000149,-8.008289,-1.558207,0.183476,0.033593,-1.577847,0.129853,0.053624,0.956680,0.002461,0.043777,1.000000,18.427101,19.663003,16.189456,3.532129,0.009478,0.005509
21500,5,0.000147,-7.848340,-1.554285,0.312990,0.033869,-1.574320,0.127410,0.185581,0.957852,0.002803,0.043626,1.000000,330.737900,19.664128,16.103774,3.565647,0.010333,0.006506
21600,5,0.000146,-8.504364,-1.539320,0.224928,0.034638,-1.560072,0.127186,0.097741,0.958633,0.002926,0.044359,1.000000,20.524121,19.665260,16.018095,3.496776,0.011445,0.005885
21700,5,0.000145,-7.293631,-1.554062,0.210826,0.033672,-1.573847,0.127444,0.083382,0.957852,0.002565,0.044386,1.000000,12.707929,19.666383,15.932433,3.627237,0.009830,0.005726
21800,5,0.000144,-8.364022,-1.545758,0.191455,0.034203,-1.566130,0.127177,0.064278,0.957500,0.002549,0.043695,1.000000,29.302256,19.667540,15.846754,3.527271,0.010901,0.006074
21900,5,0.000143,-8.316474,-1.553057,0.168227,0.033609,-1.572571,0.130368,0.037859,0.956758,0.002955,0.044128,1.000000,31.595282,19.668662,15.761113,3.598859,0.009031,0.006595
22000,5,0.000141,-6.904744,-1.557099,0.186616,0.033272,-1.576197,0.128082,0.058534,0.957930,0.003133,0.043769,1.000000,20.743498,19.669748,15.675510,3.543722,0.008209,0.006399
22100,5,0.000140,-7.011853,-1.552466,0.229134,0.033782,-1.572339,0.121181,0.107953,0.960000,0.002661,0.043927,1.000000,16.806033,19.656869,15.600992,3.562427,0.009940,0.006366
22200,5,0.000139,-7.102612,-1.554064,0.211984,0.033458,-1.573456,0.127565,0.084419,0.956484,0.002759,0.043459,1.000000,21.204314,19.658029,15.515289,3.553941,0.008875,0.006592
22300,5,0.000138,-6.758910,-1.557371,0.217969,0.033382,-1.576829,0.123513,0.094456,0.959492,0.002648,0.043817,1.000000,12.766799,19.659161,15.429617,3.522679,0.009224,0.006656
22400,5,0.000137,-7.023087,-1.541319,0.180224,0.034118,-1.561380,0.124948,0.055277,0.958203,0.002276,0.044017,1.000000,134.238678,19.660276,15.343969,3.512743,0.010005,0.004955
22500,5,0.000135,-7.321374,-1.552280,0.190572,0.033879,-1.572558,0.126066,0.064506,0.958789,0.002598,0.044635,1.000000,127.482774,19.661191,15.258485,3.621838,0.011129,0.005465
22600,5,0.000134,-8.648126,-1.552403,0.216889,0.033623,-1.571930,0.122819,0.094070,0.958906,0.002901,0.044143,1.000000,438.419938,19.662254,15.172896,3.578441,0.009052,0.006626
22700,5,0.000133,-7.674278,-1.553071,0.240985,0.033754,-1.573108,0.123003,0.117982,0.959023,0.002676,0.043793,1.000000,78.176382,19.663312,15.087319,3.577037,0.010534,0.007310
22800,5,0.000132,-6.800602,-1.556768,0.187670,0.033572,-1.576512,0.122534,0.065135,0.960195,0.002670,0.044461,1.000000,25.594191,19.664367,15.001754,3.615896,0.009861,0.005897
22900,5,0.000130,-6.825923,-1.556908,0.202039,0.034016,-1.577461,0.119744,0.082295,0.959258,0.002394,0.043473,1.000000,12.595006,19.665408,14.916209,3.555906,0.011817,0.005164
23000,5,0.000129,-7.310011,-1.551488,0.194354,0.033633,-1.570951,0.124364,0.069989,0.958594,0.002788,0.044211,1.000000,17.932943,19.666443,14.830677,3.651773,0.008821,0.005305
23100,5,0.000128,-7.661959,-1.551752,0.180820,0.033808,-1.571412,0.125216,0.055603,0.958398,0.002633,0.043884,1.000000,19.876944,19.667496,14.745141,3.533790,0.009187,0.005110
23200,5,0.000127,-8.136719,-1.561873,0.207472,0.033390,-1.581352,0.116414,0.091058,0.961289,0.002497,0.044093,1.000000,50.050660,19.668535,14.659624,3.567230,0.009282,0.004717
23300,5,0.000126,-9.713340,-1.558561,0.189417,0.033701,-1.578700,0.121837,0.067580,0.958477,0.002162,0.043441,1.000000,44.649328,19.669522,14.574155,3.536956,0.010962,0.004290
23400,5,0.000124,-10.058727,-1.555329,0.179739,0.033704,-1.575244,0.124531,0.055208,0.957227,0.002057,0.043768,1.000000,25.793948,19.670499,14.488702,3.617812,0.010209,0.004841
23500,5,0.000123,-9.478226,-1.549796,0.217333,0.034078,-1.569851,0.123793,0.093540,0.958516,0.002166,0.043924,1.000000,16.617862,19.671508,14.403234,3.621753,0.010052,0.004978
23600,5,0.000122,-9.545649,-1.541636,0.212905,0.034537,-1.562469,0.128613,0.084291,0.956641,0.002683,0.044233,1.000000,19.124041,19.672490,14.317794,3.586188,0.011883,0.005501
23700,5,0.000121,-9.761498,-1.550751,0.187306,0.033627,-1.570327,0.125043,0.062263,0.958359,0.002355,0.043748,1.000000,27.786178,19.673460,14.232372,3.627037,0.009210,0.005710
23800,5,0.000120,-9.909003,-1.545729,0.206975,0.034059,-1.565891,0.125348,0.081627,0.958594,0.002762,0.044577,1.000000,79.294289,19.674556,14.146868,3.592763,0.010443,0.006515
23900,5,0.000118,-8.857233,-1.554887,0.209184,0.033573,-1.574589,0.123457,0.085727,0.958047,0.002673,0.043917,1.000000,33.686329,19.675586,14.061419,3.626287,0.009719,0.006005
24000,5,0.000117,-7.748448,-1.566009,0.170418,0.033254,-1.585226,0.118362,0.052056,0.960430,0.002731,0.043101,1.000000,25.466428,19.676565,13.976017,3.576870,0.008634,0.006732
24100,5,0.000116,-8.436877,-1.556453,0.168818,0.033929,-1.576378,0.123418,0.045400,0.957617,0.002638,0.043704,1.000000,37.225001,19.671219,13.895089,3.667445,0.009869,0.005772
24200,5,0.000115,-7.971388,-1.549111,0.186434,0.033715,-1.569017,0.118683,0.067752,0.959492,0.002773,0.044660,1.000000,50.405387,19.672154,13.809706,3.708007,0.010162,0.005331
24300,5,0.000114,-8.785232,-1.547341,0.226036,0.034189,-1.567989,0.122052,0.103984,0.959063,0.002644,0.043717,1.000000,141.973632,19.672407,13.724808,3.661557,0.011843,0.005581
24400,6,0.000113,-9.212228,-1.557932,0.179379,0.033726,-1.578103,0.116712,0.062667,0.962227,0.002480,0.043684,1.000000,20.024707,19.668016,13.643132,3.614647,0.011027,0.005403
24500,6,0.000111,-9.173931,-1.554106,0.194233,0.033588,-1.573505,0.120460,0.073773,0.959375,0.002291,0.044253,1.000000,21.981234,19.669163,13.557601,3.669209,0.008681,0.004807
24600,6,0.000110,-9.174093,-1.554061,0.170875,0.033800,-1.574164,0.114180,0.056695,0.962031,0.002718,0.043977,1.000000,42.305190,19.670309,13.472081,3.635773,0.010678,0.006286
24700,6,0.000109,-9.623221,-1.563617,0.169742,0.033166,-1.582729,0.123253,0.046489,0.958633,0.002749,0.043427,1.000000,20.378828,19.671425,13.386592,3.592683,0.008428,0.006154
24800,6,0.000108,-9.770163,-1.554437,0.251027,0.033899,-1.574780,0.121178,0.129849,0.959883,0.002606,0.043515,1.000000,44.058883,19.672591,13.301078,3.569870,0.011310,0.005946
24900,6,0.000107,-9.630582,-1.558918,0.183082,0.033498,-1.578583,0.122423,0.060659,0.958789,0.002398,0.044149,1.000000,75.207232,19.673704,13.215610,3.726475,0.009720,0.005760
25000,6,0.000105,-10.128339,-1.550422,0.237618,0.034061,-1.570591,0.124913,0.112705,0.959648,0.002345,0.043650,1.000000,45.295682,19.674833,13.130141,3.563312,0.010461,0.005447
25100,6,0.000104,-10.148140,-1.550435,0.192880,0.033815,-1.570526,0.123441,0.069439,0.959063,0.002414,0.044220,1.000000,240.090347,19.669485,13.048977,3.591622,0.010609,0.005212
25200,6,0.000103,-9.765482,-1.553714,0.198643,0.033598,-1.573339,0.126598,0.072045,0.957539,0.002427,0.044449,1.000000,75.062001,19.670623,12.963494,3.651744,0.009420,0.004920
25300,6,0.000102,-10.027437,-1.552890,0.169442,0.033733,-1.572602,0.120110,0.049331,0.960078,0.002501,0.044496,1.000000,24.199017,19.671759,12.878021,3.678437,0.009486,0.005632
25400,6,0.000101,-9.375610,-1.551984,0.162717,0.034091,-1.572542,0.121982,0.040735,0.958828,0.002552,0.043713,1.000000,17.271533,19.672894,12.792560,3.521948,0.011710,0.005957
25500,6,0.000100,-9.007393,-1.555461,0.164973,0.034124,-1.575924,0.110801,0.054172,0.964102,0.002728,0.044325,1.000000,1773.040709,19.674019,12.707114,3.657669,0.011337,0.006368
25600,6,0.000099,-9.334184,-1.557909,0.230833,0.033636,-1.577644,0.118021,0.112812,0.959805,0.002487,0.043736,1.000000,28.983824,19.675126,12.621689,3.642807,0.009724,0.005321
25700,6,0.000097,-8.945274,-1.549817,0.186999,0.034055,-1.569935,0.116642,0.070356,0.961172,0.002821,0.044135,1.000000,295.948646,19.676208,12.536291,3.613000,0.010302,0.006275
25800,6,0.000096,-9.272653,-1.555377,0.153069,0.033884,-1.575266,0.116949,0.036120,0.960859,0.002559,0.043911,1.000000,19.221130,19.677306,12.450892,3.543427,0.009822,0.006252
25900,6,0.000095,-9.136904,-1.562986,0.153889,0.033608,-1.582409,0.113850,0.040039,0.962070,0.002697,0.043865,1.000000,16.394921,19.678427,12.365487,3.575340,0.008727,0.006862
26000,6,0.000094,-8.654401,-1.550683,0.203483,0.033699,-1.570512,0.120266,0.083217,0.960078,0.002492,0.044349,1.000000,13.579561,19.679488,12.280130,3.662328,0.009930,0.006256
26100,6,0.000093,-8.146412,-1.556440,0.167988,0.033537,-1.576143,0.112532,0.055456,0.962109,0.002498,0.044059,1.000000,20.168497,19.670491,12.201017,3.684150,0.009783,0.005606
26200,6,0.000092,-8.139163,-1.561723,0.189984,0.033549,-1.581422,0.121716,0.068268,0.957773,0.002767,0.043689,1.000000,19.389557,19.671454,12.115695,3.608929,0.009748,0.006522
26300,6,0.000091,-7.538793,-1.560954,0.166293,0.033443,-1.580469,0.124956,0.041337,0.957461,0.002322,0.043999,1.000000,27.189880,19.672544,12.030303,3.689270,0.009310,0.005654
26400,6,0.000090,-7.871645,-1.551861,0.168418,0.033804,-1.571613,0.113096,0.055321,0.960742,0.002386,0.044067,1.000000,13.714917,19.673629,11.944924,3.534698,0.009497,0.005273
26500,6,0.000088,-8.213690,-1.566821,0.204799,0.033376,-1.586390,0.113511,0.091288,0.961523,0.002580,0.043583,1.000000,20.161896,19.674662,11.859585,3.726391,0.009602,0.006385
26600,6,0.000087,-8.705821,-1.556948,0.159431,0.033955,-1.577011,0.119362,0.040069,0.959141,0.002847,0.044079,1.000000,75.936920,19.675686,11.774261,3.516138,0.010284,0.006811
26700,6,0.000086,-7.709398,-1.556715,0.187342,0.033921,-1.577053,0.117118,0.070224,0.961797,0.002925,0.044357,1.000000,14.308277,19.676727,11.688936,3.657669,0.011256,0.008559
26800,6,0.000085,-7.641113,-1.542458,0.183354,0.033840,-1.562183,0.116466,0.066888,0.960508,0.002557,0.044487,1.000000,19.819499,19.677770,11.603618,3.594726,0.009349,0.005526
26900,6,0.000084,-7.202966,-1.547002,0.174094,0.034288,-1.567511,0.113408,0.060687,0.961289,0.002461,0.044205,1.000000,77.887598,19.678836,11.518296,3.652876,0.011219,0.005654
27000,6,0.000083,-6.746768,-1.559792,0.201078,0.033654,-1.579898,0.119467,0.081611,0.959609,0.002698,0.043799,1.000000,20.360287,19.679839,11.433020,3.665229,0.010931,0.006992
27100,6,0.000082,-6.872293,-1.555254,0.250095,0.033890,-1.575488,0.117195,0.132900,0.960391,0.002582,0.043901,1.000000,23.085044,19.680844,11.347752,3.712956,0.010963,0.006174
27200,6,0.000081,-7.056192,-1.549383,0.157929,0.034218,-1.569984,0.115953,0.041976,0.962031,0.002766,0.044678,1.000000,17.058064,19.681871,11.262479,3.652453,0.011641,0.005800
27300,6,0.000080,-7.110499,-1.558752,0.170814,0.033280,-1.577995,0.115400,0.055414,0.961172,0.002606,0.043874,1.000000,14.749707,19.682877,11.177228,3.628728,0.008674,0.005925
27400,6,0.000079,-7.179089,-1.564013,0.161167,0.033518,-1.583403,0.108616,0.052551,0.963203,0.002537,0.044014,1.000000,47.415925,19.683875,11.091989,3.575370,0.008769,0.006103
27500,6,0.000078,-7.877743,-1.559201,0.168632,0.033709,-1.579334,0.119542,0.049090,0.960000,0.002217,0.044111,1.000000,58.792243,19.684861,11.006766,3.695391,0.010925,0.005430
27600,6,0.000076,-8.118546,-1.559696,0.169613,0.033538,-1.579193,0.110532,0.059081,0.963086,0.002499,0.043932,1.000000,50.952226,19.685848,10.921551,3.545130,0.009094,0.005860
