step,epoch,lr,loss,ed,nll,sde_acc,vol_mse,steps/s,eta_min
71100,17,0.000079,0.587789,0.003534,-0.778347,0.423516,0.001597,61.767604,44.052219
71200,17,0.000079,0.590878,0.003548,-0.781154,0.419336,0.001580,61.647688,44.110873
71300,17,0.000079,0.586415,0.003550,-0.778120,0.427148,0.001633,61.528036,44.169567
71400,17,0.000079,0.587730,0.003543,-0.785703,0.422969,0.001792,61.409243,44.227870
71500,17,0.000079,0.590439,0.003554,-0.784384,0.422187,0.001517,61.291123,44.285913
71600,17,0.000079,0.583178,0.003526,-0.780154,0.427969,0.001515,61.174823,44.342861
71700,17,0.000079,0.585537,0.003537,-0.781432,0.423633,0.001472,61.059411,44.399380
71800,17,0.000079,0.586078,0.003566,-0.777192,0.422656,0.001540,60.944584,44.455687
71900,17,0.000079,0.591429,0.003533,-0.784305,0.419023,0.001536,60.829986,44.512038
72000,17,0.000079,0.589825,0.003501,-0.783326,0.423789,0.001721,60.716367,44.567884
72000,-0.075310,0.003061,-0.783711,0.439941,0.003172
72100,17,0.000079,0.585881,0.003476,-0.790782,0.423633,0.001513,60.591800,44.632002
72200,17,0.000079,0.588358,0.003553,-0.776894,0.421875,0.001670,60.479463,44.687346
72300,17,0.000079,0.584247,0.003558,-0.782102,0.425156,0.001500,60.368126,44.742154
72400,17,0.000078,0.584461,0.003513,-0.793214,0.423555,0.001586,60.256945,44.797050
72500,17,0.000078,0.587467,0.003571,-0.780421,0.419531,0.001577,60.146630,44.851501
72600,17,0.000078,0.585648,0.003564,-0.797333,0.423164,0.001580,60.037477,44.905285
72700,17,0.000078,0.588007,0.003558,-0.780482,0.422422,0.001509,59.928389,44.959215
72800,17,0.000078,0.583623,0.003516,-0.784644,0.429766,0.001533,59.819897,45.012894
72900,17,0.000078,0.585057,0.003525,-0.786109,0.422148,0.001485,59.712227,45.066147
73000,17,0.000078,0.589220,0.003560,-0.781928,0.422148,0.001609,59.605208,45.119100
73100,17,0.000078,0.581923,0.003514,-0.786959,0.428203,0.001609,59.498893,45.171709
73200,17,0.000078,0.584968,0.003534,-0.787070,0.421680,0.001555,59.393877,45.223517
73300,18,0.000078,0.583222,0.003543,-0.798691,0.425938,0.001889,59.252242,45.303490
73400,18,0.000078,0.585258,0.003549,-0.782300,0.422930,0.001638,59.148792,45.354547
73500,18,0.000078,0.588066,0.003533,-0.784674,0.422187,0.001575,59.046047,45.405241
73600,18,0.000078,0.586899,0.003546,-0.778498,0.427148,0.001473,58.943842,45.455695
73700,18,0.000078,0.587913,0.003559,-0.773245,0.427305,0.001601,58.842606,45.505576
73800,18,0.000078,0.580611,0.003505,-0.784970,0.431133,0.001578,58.741590,45.555457
73900,18,0.000078,0.587153,0.003543,-0.784847,0.422266,0.001522,58.640805,45.605332
74000,18,0.000078,0.585179,0.003569,-0.783402,0.425898,0.001660,58.540696,45.654849
74000,-0.076254,0.002983,-0.792371,0.432617,0.003095
74100,18,0.000078,0.587754,0.003539,-0.771534,0.426211,0.001549,58.431050,45.711998
74200,18,0.000077,0.585794,0.003504,-0.790351,0.423164,0.001378,58.332626,45.760555
74300,18,0.000077,0.585841,0.003503,-0.772289,0.429297,0.001557,58.230103,45.812501
74400,18,0.000077,0.585583,0.003517,-0.787502,0.426484,0.001753,58.132400,45.860828
74500,18,0.000077,0.584586,0.003483,-0.796364,0.430664,0.002008,58.035164,45.908948
74600,18,0.000077,0.588078,0.003529,-0.783181,0.424453,0.001595,57.938800,45.956538
74700,18,0.000077,0.583880,0.003541,-0.786937,0.427500,0.001488,57.842904,46.003914
74800,18,0.000077,0.590742,0.003561,-0.780791,0.419961,0.001471,57.747001,46.051453
74900,18,0.000077,0.587421,0.003542,-0.786627,0.426719,0.001518,57.652273,46.098211
75000,18,0.000077,0.586439,0.003554,-0.776503,0.422578,0.001593,57.557988,46.144768
75100,18,0.000077,0.586044,0.003523,-0.787067,0.422461,0.001477,57.453242,46.199888
75200,18,0.000077,0.585539,0.003572,-0.776832,0.425898,0.001663,57.360160,46.245803
75300,18,0.000077,0.586440,0.003513,-0.781719,0.425742,0.001554,57.267414,46.291596
75400,18,0.000077,0.590592,0.003558,-0.781083,0.418281,0.001426,57.175880,46.336556
75500,18,0.000077,0.584853,0.003573,-0.782358,0.425859,0.001460,57.084441,46.381582
75600,18,0.000077,0.586705,0.003535,-0.782902,0.424414,0.001537,56.994162,46.425807
75700,18,0.000077,0.584826,0.003536,-0.784591,0.426992,0.001402,56.903869,46.470185
75800,18,0.000077,0.588430,0.003519,-0.787288,0.419219,0.001388,56.814463,46.513978
75900,18,0.000077,0.590240,0.003553,-0.787513,0.416953,0.001459,56.725470,46.557569
76000,18,0.000076,0.586075,0.003544,-0.777102,0.425820,0.001340,56.635822,46.601837
76000,-0.079305,0.002991,-0.822968,0.426758,0.002931
76100,18,0.000076,0.585315,0.003559,-0.779352,0.426133,0.001485,56.538173,46.652846
76200,18,0.000076,0.582920,0.003565,-0.791995,0.430156,0.001551,56.450488,46.695788
76300,18,0.000076,0.583002,0.003525,-0.787242,0.430078,0.001425,56.363046,46.738661
76400,18,0.000076,0.583142,0.003539,-0.784852,0.430703,0.001800,56.275473,46.781778
76500,18,0.000076,0.585693,0.003556,-0.790939,0.423789,0.001721,56.188420,46.824595
76600,18,0.000076,0.586945,0.003517,-0.786224,0.418633,0.001432,56.097640,46.870659
76700,18,0.000076,0.586326,0.003529,-0.784713,0.426289,0.001479,56.012424,46.912211
76800,18,0.000076,0.586229,0.003536,-0.780867,0.426445,0.001523,55.926945,46.954112
76900,18,0.000076,0.585937,0.003561,-0.786897,0.422305,0.001776,55.842515,46.995257
77000,18,0.000076,0.583010,0.003537,-0.786981,0.429805,0.001365,55.758719,47.035992
77100,18,0.000076,0.583324,0.003560,-0.788343,0.428633,0.001859,55.675329,47.076507
77200,19,0.000076,0.584509,0.003535,-0.784218,0.427227,0.001593,55.563910,47.140911
77300,19,0.000076,0.582104,0.003546,-0.791579,0.424766,0.001430,55.481378,47.180995
77400,19,0.000076,0.588391,0.003449,-0.783354,0.423906,0.001409,55.399683,47.220487
77500,19,0.000076,0.583702,0.003562,-0.783564,0.428164,0.001540,55.318146,47.259959
77600,19,0.000076,0.587504,0.003554,-0.784241,0.418008,0.001707,55.237506,47.298780
77700,19,0.000075,0.581446,0.003528,-0.793655,0.432578,0.001530,55.157364,47.337287
77800,19,0.000075,0.587332,0.003542,-0.775235,0.420352,0.001444,55.076981,47.376114
77900,19,0.000075,0.580232,0.003510,-0.785207,0.427617,0.001482,54.997382,47.414378
78000,19,0.000075,0.584732,0.003544,-0.779572,0.424219,0.001372,54.918243,47.452356
78000,-0.081709,0.003016,-0.847249,0.429688,0.003496
78100,19,0.000075,0.584525,0.003499,-0.788045,0.428281,0.001402,54.831325,47.497180
78200,19,0.000075,0.587787,0.003547,-0.768913,0.423438,0.001555,54.752608,47.535026
78300,19,0.000075,0.585551,0.003527,-0.787239,0.424297,0.001457,54.675193,47.571848
78400,19,0.000075,0.585297,0.003571,-0.783448,0.427539,0.001465,54.597358,47.609141
78500,19,0.000075,0.588633,0.003545,-0.776240,0.422852,0.001364,54.520665,47.645543
78600,19,0.000075,0.582967,0.003538,-0.792782,0.425273,0.001652,54.443885,47.682123
78700,19,0.000075,0.586399,0.003563,-0.787249,0.422812,0.001523,54.367666,47.718313
78800,19,0.000075,0.586313,0.003498,-0.782504,0.421758,0.001560,54.292111,47.754022
78900,19,0.000075,0.584974,0.003505,-0.792672,0.426719,0.001728,54.216926,47.789504
79000,19,0.000075,0.586670,0.003530,-0.787517,0.425781,0.001496,54.142215,47.824666
79100,19,0.000075,0.584468,0.003535,-0.778498,0.434844,0.001450,54.067456,47.859967
79200,19,0.000075,0.584054,0.003518,-0.790748,0.424883,0.001583,53.992958,47.895135
79300,19,0.000075,0.588832,0.003581,-0.788637,0.419375,0.001700,53.919420,47.929546
79400,19,0.000075,0.586104,0.003501,-0.782640,0.425703,0.001420,53.845759,47.964161
79500,19,0.000074,0.582253,0.003549,-0.783542,0.430352,0.001586,53.772445,47.998561
79600,19,0.000074,0.583666,0.003536,-0.793224,0.425234,0.001399,53.699554,48.032677
79700,19,0.000074,0.586455,0.003551,-0.779824,0.423320,0.001369,53.627181,48.066421
79800,19,0.000074,0.588021,0.003528,-0.772531,0.420938,0.001594,53.555240,48.099868
79900,19,0.000074,0.582805,0.003491,-0.793922,0.427187,0.001382,53.483484,48.133239
80000,19,0.000074,0.584085,0.003515,-0.778753,0.426953,0.001555,53.412450,48.166049
80000,-0.074397,0.002974,-0.773713,0.439453,0.003723
80100,19,0.000074,0.582518,0.003488,-0.788943,0.427383,0.001398,53.323604,48.215045
80200,19,0.000074,0.584078,0.003533,-0.790227,0.424687,0.001607,53.252877,48.247785
80300,19,0.000074,0.585067,0.003546,-0.784368,0.425469,0.001434,53.182215,48.280552
80400,19,0.000074,0.582047,0.003509,-0.794432,0.424219,0.001487,53.111903,48.313088
80500,19,0.000074,0.588579,0.003514,-0.780039,0.419570,0.001408,53.042176,48.345176
80600,19,0.000074,0.584233,0.003520,-0.783321,0.431484,0.001310,52.972730,48.377093
80700,19,0.000074,0.586878,0.003535,-0.778285,0.424492,0.001461,52.903576,48.408826
80800,19,0.000074,0.586626,0.003526,-0.788186,0.419531,0.001607,52.834714,48.440374
80900,19,0.000074,0.584213,0.003540,-0.781347,0.429453,0.001638,52.766012,48.471859
81000,19,0.000074,0.584406,0.003529,-0.788685,0.425469,0.001244,52.695786,48.504827
81100,20,0.000074,0.583821,0.003543,-0.787088,0.428711,0.001790,52.604690,48.557141
81200,20,0.000073,0.583027,0.003516,-0.777601,0.425078,0.001433,52.537975,48.587077
81300,20,0.000073,0.583815,0.003517,-0.787080,0.425898,0.001291,52.471965,48.616437
81400,20,0.000073,0.585710,0.003511,-0.774548,0.425898,0.001352,52.406272,48.645577
81500,20,0.000073,0.585591,0.003520,-0.782640,0.425938,0.001528,52.340671,48.674704
81600,20,0.000073,0.583725,0.003492,-0.786303,0.430508,0.001297,52.275113,48.703864
81700,20,0.000073,0.587274,0.003542,-0.774553,0.426719,0.001407,52.210256,48.732443
81800,20,0.000073,0.583342,0.003500,-0.781758,0.428125,0.001460,52.145148,48.761328
81900,20,0.000073,0.585359,0.003545,-0.784466,0.423477,0.001662,52.080247,48.790092
82000,20,0.000073,0.586008,0.003518,-0.783634,0.429453,0.001463,52.016188,48.818136
82000,-0.075747,0.002957,-0.787045,0.439941,0.003848
82100,20,0.000073,0.587703,0.003546,-0.777437,0.425156,0.001424,51.944914,48.853034
82200,20,0.000073,0.586084,0.003553,-0.773761,0.425312,0.001463,51.881419,48.880699
82300,20,0.000073,0.582735,0.003515,-0.789505,0.427891,0.001538,51.818278,48.908096
82400,20,0.000073,0.587840,0.003532,-0.781027,0.420547,0.001422,51.755821,48.934915
82500,20,0.000073,0.583918,0.003516,-0.791479,0.426094,0.001402,51.693230,48.961924
82600,20,0.000073,0.587767,0.003555,-0.781087,0.422891,0.001550,51.631117,48.988546
82700,20,0.000073,0.587244,0.003521,-0.787185,0.424727,0.001531,51.569175,49.015069
82800,20,0.000073,0.582891,0.003514,-0.793384,0.426953,0.001383,51.507712,49.041200
82900,20,0.000072,0.587957,0.003572,-0.780831,0.424961,0.001324,51.446481,49.067172
83000,20,0.000072,0.583541,0.003545,-0.783325,0.426641,0.001408,51.385354,49.093107
83100,20,0.000072,0.584507,0.003551,-0.780198,0.426211,0.001354,51.324527,49.118816
83200,20,0.000072,0.587234,0.003542,-0.783726,0.422187,0.001648,51.264269,49.144041
83300,20,0.000072,0.585015,0.003567,-0.791004,0.425430,0.001342,51.202234,49.171032
83400,20,0.000072,0.581016,0.003513,-0.788945,0.427734,0.001503,51.141905,49.196447
83500,20,0.000072,0.583445,0.003543,-0.777851,0.426211,0.001601,51.082318,49.221207
83600,20,0.000072,0.586892,0.003525,-0.788197,0.424727,0.001391,51.023029,49.245737
83700,20,0.000072,0.586955,0.003563,-0.772212,0.426641,0.001440,50.963820,49.270247
83800,20,0.000072,0.584490,0.003534,-0.787221,0.428672,0.001579,50.904748,49.294682
83900,20,0.000072,0.582799,0.003539,-0.776885,0.429922,0.001432,50.845964,49.318893
84000,20,0.000072,0.582050,0.003553,-0.778743,0.430273,0.001363,50.787691,49.342665
84000,-0.075903,0.003134,-0.790370,0.437500,0.003862
84100,20,0.000072,0.585350,0.003563,-0.784346,0.427461,0.001486,50.723102,49.372638
84200,20,0.000072,0.586277,0.003525,-0.783399,0.425156,0.001654,50.665402,49.395970
84300,20,0.000072,0.581238,0.003530,-0.793477,0.431914,0.001693,50.608039,49.419026
84400,20,0.000072,0.587048,0.003461,-0.793926,0.417500,0.001303,50.551088,49.441732
84500,20,0.000071,0.583561,0.003496,-0.793082,0.432812,0.001393,50.493970,49.464652
84600,20,0.000071,0.583902,0.003489,-0.783726,0.428984,0.001492,50.437229,49.487254
84700,20,0.000071,0.586131,0.003518,-0.786274,0.420820,0.001320,50.381029,49.509376
84800,20,0.000071,0.580087,0.003513,-0.795420,0.431094,0.001615,50.325224,49.531159
84900,20,0.000071,0.583514,0.003516,-0.791660,0.430391,0.001470,50.269390,49.553019
85000,21,0.000071,0.582753,0.003531,-0.789026,0.431758,0.001361,50.183723,49.604398
85100,21,0.000071,0.581411,0.003522,-0.785350,0.426641,0.001382,50.113652,49.640498
85200,21,0.000071,0.584645,0.003526,-0.782517,0.428320,0.001610,50.058905,49.661494
85300,21,0.000071,0.582198,0.003475,-0.784510,0.431328,0.001320,50.004011,49.682681
85400,21,0.000071,0.584626,0.003566,-0.782226,0.424844,0.001355,49.949368,49.703665
85500,21,0.000071,0.584224,0.003521,-0.779947,0.424844,0.001339,49.895055,49.724366
85600,21,0.000071,0.586304,0.003562,-0.779382,0.423750,0.001547,49.841152,49.744703
85700,21,0.000071,0.584835,0.003537,-0.793490,0.425977,0.001371,49.787487,49.764847
85800,21,0.000071,0.584809,0.003521,-0.775915,0.422539,0.001442,49.733876,49.784980
85900,21,0.000071,0.583839,0.003504,-0.793270,0.430391,0.001565,49.680748,49.804672
86000,21,0.000071,0.584822,0.003551,-0.777200,0.430703,0.001372,49.627731,49.824294
86000,-0.076124,0.003008,-0.791319,0.435059,0.002795
86100,21,0.000071,0.582771,0.003526,-0.783647,0.427773,0.001454,49.568927,49.849778
86200,21,0.000070,0.583749,0.003542,-0.785724,0.429414,0.001322,49.516680,49.868717
86300,21,0.000070,0.586864,0.003497,-0.777297,0.420156,0.001415,49.464170,49.887962
86400,21,0.000070,0.584321,0.003555,-0.780761,0.426797,0.001761,49.412145,49.906758
86500,21,0.000070,0.586315,0.003528,-0.781596,0.423906,0.001407,49.360458,49.925252
86600,21,0.000070,0.587424,0.003587,-0.778140,0.423242,0.001350,49.308782,49.943775
86700,21,0.000070,0.588443,0.003512,-0.785752,0.416250,0.001408,49.257410,49.962026
86800,21,0.000070,0.586247,0.003516,-0.788257,0.422539,0.001370,49.206372,49.979977
86900,21,0.000070,0.582492,0.003546,-0.780917,0.434492,0.001355,49.155539,49.997756
87000,21,0.000070,0.585926,0.003528,-0.780060,0.427617,0.001598,49.104897,50.015378
87100,21,0.000070,0.589295,0.003524,-0.782654,0.419805,0.001334,49.054721,50.032562
87200,21,0.000070,0.584784,0.003497,-0.788231,0.424648,0.001450,49.004148,50.050185
87300,21,0.000070,0.582315,0.003497,-0.788159,0.423867,0.001433,48.954032,50.067378
87400,21,0.000070,0.584245,0.003499,-0.785245,0.427148,0.001358,48.903807,50.084717
87500,21,0.000070,0.583749,0.003484,-0.786796,0.426953,0.001342,48.852048,50.103665
87600,21,0.000070,0.585350,0.003554,-0.778420,0.427500,0.001465,48.799494,50.123471
87700,21,0.000070,0.587041,0.003510,-0.785788,0.424961,0.001608,48.750061,50.140108
87800,21,0.000069,0.581926,0.003509,-0.773064,0.434063,0.001333,48.700988,50.156408
87900,21,0.000069,0.584410,0.003564,-0.784872,0.423320,0.001382,48.652255,50.172392
88000,21,0.000069,0.580708,0.003506,-0.780685,0.431836,0.001369,48.603644,50.188281
88000,-0.080219,0.002927,-0.831457,0.437500,0.002982
88100,21,0.000069,0.584971,0.003514,-0.778817,0.428633,0.001628,48.549589,50.209831
88200,21,0.000069,0.581273,0.003500,-0.798757,0.426680,0.001534,48.501617,50.225130
88300,21,0.000069,0.585683,0.003514,-0.779369,0.425938,0.001542,48.453710,50.240391
88400,21,0.000069,0.583417,0.003479,-0.788649,0.432617,0.001305,48.406121,50.255352
88500,21,0.000069,0.582932,0.003551,-0.778683,0.429063,0.001308,48.358560,50.270314
88600,21,0.000069,0.584099,0.003538,-0.788699,0.423633,0.001239,48.311219,50.285076
88700,21,0.000069,0.583369,0.003549,-0.787991,0.430156,0.001548,48.263913,50.299831
88800,21,0.000069,0.581282,0.003538,-0.782818,0.434648,0.001292,48.217081,50.314120
88900,22,0.000069,0.584822,0.003498,-0.789692,0.427422,0.001345,48.150880,50.348681
89000,22,0.000069,0.580971,0.003530,-0.784993,0.429414,0.001419,48.104008,50.363094
89100,22,0.000069,0.585405,0.003540,-0.793149,0.422617,0.001615,48.058006,50.376622
89200,22,0.000069,0.582042,0.003563,-0.783293,0.426875,0.001313,48.012174,50.389998
89300,22,0.000069,0.586672,0.003498,-0.788712,0.422539,0.001345,47.966415,50.403322
89400,22,0.000069,0.580212,0.003525,-0.779766,0.434727,0.001644,47.920981,50.416330
89500,22,0.000068,0.580830,0.003536,-0.792902,0.431016,0.001345,47.875541,50.429369
89600,22,0.000068,0.580835,0.003550,-0.792068,0.428945,0.001475,47.830023,50.442515
89700,22,0.000068,0.581612,0.003501,-0.788449,0.425195,0.001304,47.784731,50.455448
89800,22,0.000068,0.584677,0.003519,-0.783561,0.427812,0.001332,47.739580,50.468256
89900,22,0.000068,0.584107,0.003537,-0.780120,0.427695,0.001337,47.682538,50.493677
90000,22,0.000068,0.584020,0.003525,-0.773882,0.429453,0.001480,47.638021,50.505877
90000,-0.074633,0.002949,-0.775814,0.441406,0.002895
90100,22,0.000068,0.582515,0.003545,-0.787118,0.431250,0.001350,47.581484,50.530861
90200,22,0.000068,0.584972,0.003517,-0.782058,0.430000,0.001434,47.537093,50.542987
90300,22,0.000068,0.585108,0.003567,-0.777951,0.423984,0.001331,47.492843,50.554986
90400,22,0.000068,0.584795,0.003545,-0.782775,0.425938,0.001645,47.449052,50.566518
90500,22,0.000068,0.582773,0.003532,-0.786571,0.426836,0.001467,47.405505,50.577810
90600,22,0.000068,0.585450,0.003495,-0.786603,0.427578,0.001242,47.362083,50.588991
90700,22,0.000068,0.586889,0.003513,-0.778669,0.426602,0.001375,47.318960,50.599872
90800,22,0.000068,0.582369,0.003549,-0.788818,0.431914,0.001304,47.275918,50.610686
90900,22,0.000068,0.582491,0.003535,-0.786305,0.428008,0.001316,47.233294,50.621072
91000,22,0.000068,0.587233,0.003561,-0.781121,0.426172,0.001411,47.190891,50.631240
91100,22,0.000067,0.587245,0.003553,-0.779876,0.425156,0.001391,47.148551,50.641358
91200,22,0.000067,0.580824,0.003521,-0.790309,0.429922,0.001398,47.106066,50.651651
91300,22,0.000067,0.582435,0.003530,-0.788670,0.425195,0.001425,47.063720,50.661812
91400,22,0.000067,0.586314,0.003519,-0.780531,0.427031,0.001319,47.021786,50.671547
91500,22,0.000067,0.586259,0.003511,-0.783788,0.422734,0.001593,46.979912,50.681236
91600,22,0.000067,0.584839,0.003493,-0.790049,0.423672,0.001549,46.937970,50.691015
91700,22,0.000067,0.582680,0.003542,-0.780681,0.424961,0.001272,46.896184,50.700643
91800,22,0.000067,0.582342,0.003529,-0.787856,0.432500,0.001275,46.854800,50.709853
91900,22,0.000067,0.583160,0.003502,-0.783648,0.429922,0.001358,46.813507,50.718981
92000,22,0.000067,0.584547,0.003529,-0.790748,0.426523,0.001339,46.772202,50.728137
92000,-0.077788,0.002963,-0.807508,0.437500,0.003307
92100,22,0.000067,0.582889,0.003522,-0.796217,0.428398,0.001348,46.725974,50.742655
92200,22,0.000067,0.584420,0.003492,-0.783399,0.425547,0.001284,46.684561,50.751968
92300,22,0.000067,0.584960,0.003471,-0.782522,0.427812,0.001377,46.643894,50.760484
92400,22,0.000067,0.582246,0.003542,-0.782588,0.428516,0.001471,46.603550,50.768664
92500,22,0.000067,0.583885,0.003513,-0.785890,0.428477,0.001336,46.563124,50.776949
92600,22,0.000067,0.580585,0.003573,-0.787134,0.431133,0.001404,46.523010,50.784905
92700,22,0.000066,0.587443,0.003538,-0.782258,0.417930,0.001459,46.483199,50.792546
92800,23,0.000066,0.584090,0.003508,-0.781520,0.427500,0.001448,46.426694,50.818465
92900,23,0.000066,0.583015,0.003483,-0.786025,0.426523,0.001276,46.386993,50.826029
93000,23,0.000066,0.586432,0.003559,-0.787136,0.425469,0.001427,46.347273,50.833628
93100,23,0.000066,0.580673,0.003500,-0.784034,0.434570,0.001416,46.308095,50.840643
93200,23,0.000066,0.583980,0.003516,-0.788530,0.425586,0.001395,46.269100,50.847470
93300,23,0.000066,0.582942,0.003509,-0.783792,0.429414,0.001394,46.230368,50.854019
93400,23,0.000066,0.581177,0.003527,-0.781597,0.431289,0.001433,46.191764,50.860437
93500,23,0.000066,0.584281,0.003530,-0.786767,0.424258,0.001373,46.153224,50.866797
93600,23,0.000066,0.581236,0.003531,-0.780437,0.430820,0.001388,46.114531,50.873336
93700,23,0.000066,0.587080,0.003498,-0.779185,0.425312,0.001306,46.075933,50.879780
93800,23,0.000066,0.583506,0.003505,-0.782304,0.428672,0.001398,46.037620,50.885920
93900,23,0.000066,0.584829,0.003551,-0.766863,0.430469,0.001231,45.999573,50.891777
94000,23,0.000066,0.583186,0.003499,-0.789814,0.429844,0.001448,45.961721,50.897427
94000,-0.079299,0.002994,-0.822926,0.437500,0.002766
94100,23,0.000066,0.585172,0.003532,-0.782372,0.428398,0.001534,45.919140,50.908329
94200,23,0.000066,0.582712,0.003526,-0.782517,0.428867,0.001316,45.879619,50.915854
94300,23,0.000065,0.584842,0.003583,-0.782225,0.425664,0.001324,45.841987,50.921295
94400,23,0.000065,0.582428,0.003537,-0.773289,0.427422,0.001345,45.804716,50.926343
94500,23,0.000065,0.583718,0.003445,-0.791255,0.427578,0.001205,45.767226,50.931643
94600,23,0.000065,0.584879,0.003507,-0.780984,0.429063,0.001209,45.730224,50.936408
94700,23,0.000065,0.584387,0.003523,-0.784214,0.430352,0.001189,45.693067,50.941353
94800,23,0.000065,0.586020,0.003548,-0.776151,0.426758,0.001332,45.656105,50.946090
94900,23,0.000065,0.583892,0.003536,-0.802135,0.425820,0.001281,45.619240,50.950725
95000,23,0.000065,0.583998,0.003527,-0.786256,0.427461,0.001603,45.582663,50.955045
95100,23,0.000065,0.580596,0.003499,-0.790426,0.428320,0.001476,45.538348,50.968032
95200,23,0.000065,0.584532,0.003520,-0.779774,0.423164,0.001400,45.502261,50.971826
95300,23,0.000065,0.583144,0.003540,-0.774829,0.426055,0.001265,45.466167,50.975634
95400,23,0.000065,0.583348,0.003528,-0.776120,0.426992,0.001430,45.430262,50.979235
95500,23,0.000065,0.584319,0.003516,-0.789137,0.426523,0.001318,45.394366,50.982832
95600,23,0.000065,0.583414,0.003519,-0.776219,0.427812,0.001418,45.358470,50.986435
95700,23,0.000065,0.578776,0.003519,-0.802437,0.433594,0.001636,45.322856,50.989726
95800,23,0.000064,0.581104,0.003536,-0.800173,0.426406,0.001475,45.287193,50.993077
95900,23,0.000064,0.583480,0.003513,-0.780435,0.424102,0.001276,45.252015,50.995887
96000,23,0.000064,0.582881,0.003510,-0.792378,0.430234,0.001296,45.216793,50.998752
96000,-0.076185,0.003103,-0.792886,0.439453,0.003428
96100,23,0.000064,0.587219,0.003500,-0.777032,0.425430,0.001284,45.177167,51.006592
96200,23,0.000064,0.583506,0.003518,-0.778306,0.429180,0.001286,45.142039,51.009364
96300,23,0.000064,0.582938,0.003550,-0.778171,0.427539,0.001568,45.107173,51.011843
96400,23,0.000064,0.582816,0.003500,-0.796758,0.421836,0.001588,45.071537,51.015197
96500,23,0.000064,0.582726,0.003535,-0.773790,0.429063,0.001320,45.030600,51.024563
96600,23,0.000064,0.584304,0.003516,-0.788212,0.427539,0.001382,44.996263,51.026460
96700,24,0.000064,0.584352,0.003570,-0.786932,0.424414,0.001429,44.940825,51.052319
96800,24,0.000064,0.577393,0.003511,-0.792032,0.429180,0.001336,44.906764,51.053928
96900,24,0.000064,0.586354,0.003488,-0.772275,0.429336,0.001294,44.872634,51.055617
97000,24,0.000064,0.584255,0.003532,-0.772893,0.426680,0.001437,44.838705,51.057080
97100,24,0.000064,0.582269,0.003527,-0.786438,0.425547,0.001277,44.805153,51.058115
97200,24,0.000064,0.581360,0.003509,-0.785220,0.426602,0.001360,44.771240,51.059565
97300,24,0.000064,0.580155,0.003572,-0.786340,0.432188,0.001490,44.737649,51.060648
97400,24,0.000063,0.581211,0.003487,-0.789521,0.430937,0.001287,44.704287,51.061471
97500,24,0.000063,0.580768,0.003512,-0.775976,0.431094,0.001309,44.670897,51.062328
97600,24,0.000063,0.586259,0.003485,-0.774370,0.423633,0.001482,44.637563,51.063122
97700,24,0.000063,0.583920,0.003482,-0.782168,0.427344,0.001351,44.604322,51.063811
97800,24,0.000063,0.581810,0.003492,-0.788584,0.425781,0.001231,44.571462,51.064065
97900,24,0.000063,0.584083,0.003557,-0.777183,0.424492,0.001316,44.538236,51.064737
98000,24,0.000063,0.584181,0.003510,-0.783173,0.427266,0.001592,44.505349,51.065023
98000,-0.078069,0.002973,-0.810420,0.437988,0.002860
98100,24,0.000063,0.583718,0.003529,-0.779365,0.425742,0.001364,44.468137,51.070275
98200,24,0.000063,0.584138,0.003509,-0.777459,0.429102,0.001173,44.435865,51.069859
98300,24,0.000063,0.584725,0.003523,-0.787762,0.426797,0.001237,44.403788,51.069216
98400,24,0.000063,0.582442,0.003477,-0.794494,0.427578,0.001343,44.371621,51.068678
98500,24,0.000063,0.584008,0.003495,-0.778354,0.425391,0.001366,44.339324,51.068288
98600,24,0.000063,0.581175,0.003514,-0.789967,0.431641,0.001286,44.307470,51.067385
98700,24,0.000063,0.583281,0.003512,-0.788169,0.424961,0.001300,44.274865,51.067350
98800,24,0.000063,0.583864,0.003521,-0.800587,0.424336,0.001398,44.243057,51.066393
98900,24,0.000063,0.583778,0.003558,-0.798482,0.426602,0.001248,44.211275,51.065405
99000,24,0.000062,0.579348,0.003526,-0.785600,0.434492,0.001304,44.179648,51.064237
99100,24,0.000062,0.584760,0.003521,-0.772419,0.426016,0.001211,44.148120,51.062952
99200,24,0.000062,0.582492,0.003547,-0.768835,0.430937,0.001463,44.116865,51.061349
99300,24,0.000062,0.586270,0.003562,-0.784343,0.422383,0.001566,44.085525,51.059844
99400,24,0.000062,0.586426,0.003512,-0.775941,0.423398,0.001387,44.054136,51.058392
99500,24,0.000062,0.583547,0.003507,-0.774839,0.429180,0.001413,44.022984,51.056663
99600,24,0.000062,0.579583,0.003513,-0.793569,0.430742,0.001271,43.991978,51.054763
99700,24,0.000062,0.582413,0.003523,-0.784529,0.432773,0.001275,43.961311,51.052466
99800,24,0.000062,0.582643,0.003508,-0.786897,0.425781,0.001352,43.930651,51.050158
99900,24,0.000062,0.581497,0.003564,-0.791172,0.430352,0.001358,43.899996,51.047841
100000,24,0.000062,0.583690,0.003464,-0.780398,0.423359,0.001275,43.869368,51.045489
100000,-0.078286,0.002971,-0.812567,0.437988,0.004422
100100,24,0.000062,0.582015,0.003452,-0.786865,0.430742,0.001594,43.826235,51.057698
100200,24,0.000062,0.582687,0.003548,-0.778765,0.427891,0.001235,43.795992,51.054900
100300,24,0.000062,0.583814,0.003508,-0.784693,0.429258,0.001187,43.765663,51.052199
