step,epoch,lr,loss,ed,nll,sde_acc,vol_mse,steps/s,eta_min
100400,24,0.000062,0.578406,0.003515,-0.793778,0.431563,0.001442,43.735441,51.049369
100500,24,0.000061,0.581684,0.003496,-0.783287,0.430430,0.001405,43.705336,51.046398
100600,25,0.000061,0.584125,0.003481,-0.779377,0.425859,0.001298,43.661148,51.059889
100700,25,0.000061,0.581712,0.003473,-0.793428,0.425391,0.001404,43.631463,51.056429
100800,25,0.000061,0.585102,0.003520,-0.794750,0.429297,0.001552,43.599640,51.055467
100900,25,0.000061,0.582383,0.003523,-0.780567,0.424102,0.001574,43.570013,51.051932
101000,25,0.000061,0.584935,0.003506,-0.778431,0.424805,0.001284,43.540748,51.047967
101100,25,0.000061,0.580349,0.003467,-0.792162,0.431523,0.001190,43.511349,51.044154
101200,25,0.000061,0.584243,0.003506,-0.779962,0.427383,0.001308,43.482035,51.040237
101300,25,0.000061,0.582208,0.003526,-0.786343,0.429883,0.001349,43.452791,51.036231
101400,25,0.000061,0.580977,0.003528,-0.783714,0.426875,0.001358,43.423823,51.031896
101500,25,0.000061,0.585454,0.003530,-0.775713,0.425781,0.001290,43.394735,51.027696
101600,25,0.000061,0.582738,0.003537,-0.787033,0.428633,0.001301,43.365867,51.023232
101700,25,0.000061,0.584007,0.003525,-0.783728,0.425781,0.001602,43.337038,51.018716
101800,25,0.000061,0.581719,0.003513,-0.782244,0.431953,0.001222,43.308303,51.014083
101900,25,0.000061,0.582911,0.003482,-0.795467,0.425664,0.001281,43.279544,51.009472
102000,25,0.000061,0.581403,0.003517,-0.789001,0.432461,0.001336,43.250894,51.004726
102000,-0.074105,0.002918,-0.770224,0.442383,0.003366
102100,25,0.000060,0.586584,0.003528,-0.788011,0.421641,0.001381,43.218706,51.004150
102200,25,0.000060,0.585560,0.003538,-0.777637,0.422461,0.001318,43.190592,50.998760
102300,25,0.000060,0.585743,0.003453,-0.793692,0.422422,0.001248,43.162178,50.993719
102400,25,0.000060,0.584441,0.003538,-0.773251,0.429805,0.001394,43.134142,50.988225
102500,25,0.000060,0.581112,0.003525,-0.789240,0.429688,0.001275,43.106306,50.982486
102600,25,0.000060,0.581811,0.003507,-0.786807,0.428750,0.001407,43.078608,50.976578
102700,25,0.000060,0.585171,0.003512,-0.785876,0.426016,0.001550,43.050961,50.970601
102800,25,0.000060,0.582717,0.003522,-0.781755,0.429570,0.001362,43.023299,50.964633
102900,25,0.000060,0.581077,0.003507,-0.782804,0.430391,0.001264,42.995873,50.958380
103000,25,0.000060,0.580776,0.003495,-0.780003,0.427969,0.001161,42.967472,50.953273
103100,25,0.000060,0.580524,0.003516,-0.788724,0.434688,0.001374,42.936941,50.950688
103200,25,0.000060,0.585239,0.003545,-0.774732,0.422695,0.001316,42.909465,50.944471
103300,25,0.000060,0.585531,0.003535,-0.781184,0.430195,0.001238,42.882211,50.937982
103400,25,0.000060,0.581420,0.003491,-0.789714,0.424961,0.001256,42.854996,50.931440
103500,25,0.000060,0.583358,0.003524,-0.780735,0.428555,0.001158,42.827976,50.924657
103600,25,0.000059,0.581391,0.003504,-0.788057,0.424297,0.001485,42.800854,50.917988
103700,25,0.000059,0.584743,0.003509,-0.774729,0.428789,0.001401,42.773893,50.911117
103800,25,0.000059,0.579717,0.003478,-0.789579,0.434219,0.001182,42.747094,50.904045
103900,25,0.000059,0.584475,0.003508,-0.782846,0.423633,0.001146,42.720293,50.896967
104000,25,0.000059,0.581487,0.003492,-0.783578,0.430820,0.001175,42.693690,50.889643
104000,-0.077018,0.002984,-0.800024,0.439453,0.002557
104100,25,0.000059,0.583545,0.003553,-0.777732,0.428281,0.001220,42.663301,50.886826
104200,25,0.000059,0.584695,0.003459,-0.784944,0.423633,0.001301,42.636827,50.879334
104300,25,0.000059,0.578137,0.003505,-0.788504,0.438828,0.001176,42.610183,50.872034
104400,25,0.000059,0.584312,0.003513,-0.787836,0.426914,0.001232,42.583934,50.864253
104500,26,0.000059,0.583860,0.003499,-0.775453,0.426992,0.001543,42.542755,50.874311
104600,26,0.000059,0.576547,0.003515,-0.794288,0.435195,0.001429,42.516367,50.866686
104700,26,0.000059,0.583908,0.003503,-0.784770,0.430117,0.001247,42.490477,50.858455
104800,26,0.000059,0.583427,0.003508,-0.787730,0.427383,0.001352,42.464660,50.850127
104900,26,0.000059,0.581392,0.003501,-0.781644,0.429531,0.001188,42.438963,50.841644
105000,26,0.000059,0.580525,0.003516,-0.778066,0.435195,0.001194,42.413201,50.833230
105100,26,0.000058,0.581484,0.003524,-0.782687,0.429180,0.001336,42.380980,50.832551
105200,26,0.000058,0.581006,0.003532,-0.776662,0.431055,0.001341,42.355334,50.823981
105300,26,0.000058,0.578939,0.003511,-0.784299,0.430000,0.001293,42.328582,50.816728
105400,26,0.000058,0.582578,0.003487,-0.794430,0.426406,0.001263,42.303042,50.808009
105500,26,0.000058,0.581654,0.003535,-0.784067,0.430000,0.001308,42.277710,50.799030
105600,26,0.000058,0.584062,0.003601,-0.774176,0.426289,0.001281,42.252315,50.790116
105700,26,0.000058,0.579814,0.003486,-0.796424,0.430625,0.001207,42.226985,50.781114
105800,26,0.000058,0.584832,0.003493,-0.775246,0.427305,0.001144,42.201824,50.771897
105900,26,0.000058,0.582703,0.003560,-0.776590,0.426250,0.001231,42.176759,50.762554
106000,26,0.000058,0.582138,0.003522,-0.789777,0.429961,0.001228,42.151843,50.753021
106000,-0.074694,0.003095,-0.777889,0.430176,0.003336
106100,26,0.000058,0.583931,0.003500,-0.780057,0.430117,0.001313,42.123455,50.747657
106200,26,0.000058,0.583299,0.003480,-0.785146,0.427109,0.001203,42.098679,50.737934
106300,26,0.000058,0.579942,0.003483,-0.788135,0.427227,0.001138,42.073875,50.728233
106400,26,0.000058,0.580336,0.003535,-0.777929,0.436016,0.001134,42.049174,50.718396
106500,26,0.000058,0.581967,0.003516,-0.781570,0.427695,0.001258,42.024540,50.708467
106600,26,0.000057,0.582712,0.003518,-0.783799,0.426016,0.001147,42.000082,50.698314
106700,26,0.000057,0.584474,0.003543,-0.783329,0.427148,0.001337,41.975695,50.688063
106800,26,0.000057,0.579033,0.003498,-0.787994,0.433086,0.001218,41.951372,50.677722
106900,26,0.000057,0.582122,0.003488,-0.786497,0.425469,0.001170,41.927080,50.667333
107000,26,0.000057,0.582017,0.003509,-0.782300,0.430664,0.001206,41.902712,50.657024
107100,26,0.000057,0.582386,0.003478,-0.787268,0.428047,0.001303,41.878595,50.646398
107200,26,0.000057,0.584734,0.003513,-0.790703,0.426055,0.001476,41.854537,50.635689
107300,26,0.000057,0.580340,0.003502,-0.779340,0.430586,0.001485,41.829834,50.625749
107400,26,0.000057,0.583012,0.003517,-0.780283,0.428477,0.001307,41.804709,50.616307
107500,26,0.000057,0.578337,0.003495,-0.781203,0.432266,0.001459,41.780863,50.605305
107600,26,0.000057,0.581278,0.003527,-0.783661,0.432344,0.001359,41.756999,50.594312
107700,26,0.000057,0.581645,0.003510,-0.785068,0.429453,0.001320,41.733247,50.583171
107800,26,0.000057,0.582292,0.003489,-0.790871,0.426055,0.001196,41.709530,50.571975
107900,26,0.000057,0.581291,0.003439,-0.792040,0.430586,0.001204,41.685834,50.560741
108000,26,0.000057,0.580823,0.003502,-0.775452,0.429336,0.001285,41.662413,50.549160
108000,-0.078460,0.002982,-0.814423,0.434082,0.003192
108100,26,0.000057,0.582461,0.003503,-0.786985,0.428594,0.001295,41.635383,50.541947
108200,26,0.000056,0.579163,0.003543,-0.790684,0.434414,0.001241,41.611975,50.530326
108300,26,0.000056,0.582274,0.003506,-0.791258,0.423438,0.001201,41.588741,50.518481
108400,27,0.000056,0.581023,0.003525,-0.788123,0.430273,0.001183,41.551762,50.523329
108500,27,0.000056,0.577119,0.003488,-0.791804,0.434414,0.001274,41.528508,50.511486
108600,27,0.000056,0.582360,0.003515,-0.778082,0.432852,0.001303,41.505437,50.499409
108700,27,0.000056,0.580719,0.003554,-0.785542,0.431992,0.001394,41.482486,50.487171
108800,27,0.000056,0.581968,0.003474,-0.782091,0.431328,0.001285,41.459345,50.475150
108900,27,0.000056,0.581637,0.003472,-0.776495,0.429258,0.001210,41.436525,50.462725
109000,27,0.000056,0.580567,0.003536,-0.781240,0.427031,0.001145,41.413748,50.450235
109100,27,0.000056,0.579812,0.003521,-0.787703,0.429570,0.001248,41.391204,50.437447
109200,27,0.000056,0.577016,0.003502,-0.785703,0.430742,0.001330,41.368636,50.424675
109300,27,0.000056,0.582782,0.003503,-0.783763,0.426680,0.001474,41.346032,50.411931
109400,27,0.000056,0.581971,0.003495,-0.777945,0.432891,0.001103,41.323192,50.399463
109500,27,0.000056,0.581846,0.003487,-0.781439,0.427500,0.001386,41.300544,50.386746
109600,27,0.000056,0.582455,0.003477,-0.792861,0.428398,0.001222,41.276526,50.375686
109700,27,0.000055,0.579048,0.003471,-0.784900,0.430859,0.001193,41.251890,50.365369
109800,27,0.000055,0.580536,0.003580,-0.783585,0.429180,0.001436,41.229489,50.352310
109900,27,0.000055,0.583415,0.003534,-0.779361,0.430937,0.001112,41.207179,50.339125
110000,27,0.000055,0.584328,0.003494,-0.787638,0.431563,0.001272,41.184981,50.325789
110000,-0.075305,0.002971,-0.782760,0.438965,0.002431
110100,27,0.000055,0.582201,0.003463,-0.788384,0.431172,0.001476,41.154627,50.322410
110200,27,0.000055,0.582735,0.003510,-0.778141,0.431563,0.001302,41.132517,50.308940
110300,27,0.000055,0.579286,0.003535,-0.783734,0.436602,0.001191,41.110539,50.295294
110400,27,0.000055,0.582546,0.003463,-0.790487,0.427734,0.001148,41.088721,50.281438
110500,27,0.000055,0.581413,0.003509,-0.789746,0.427305,0.001278,41.067028,50.267415
110600,27,0.000055,0.581678,0.003531,-0.787122,0.430859,0.001157,41.045346,50.253363
110700,27,0.000055,0.578609,0.003525,-0.788015,0.436523,0.001329,41.023776,50.239158
110800,27,0.000055,0.580060,0.003474,-0.788265,0.431016,0.001177,41.002077,50.225097
110900,27,0.000055,0.582331,0.003515,-0.787599,0.428828,0.001419,40.980507,50.210864
111000,27,0.000055,0.582582,0.003467,-0.778284,0.428906,0.001417,40.959102,50.196413
111100,27,0.000055,0.581891,0.003473,-0.785927,0.432695,0.001486,40.937498,50.182191
111200,27,0.000054,0.579693,0.003461,-0.781786,0.431172,0.001391,40.916015,50.167805
111300,27,0.000054,0.582273,0.003549,-0.783514,0.430430,0.001291,40.894868,50.152992
111400,27,0.000054,0.577875,0.003493,-0.780415,0.435469,0.001239,40.873605,50.138307
111500,27,0.000054,0.581349,0.003496,-0.789118,0.430273,0.001107,40.852347,50.123599
111600,27,0.000054,0.578942,0.003470,-0.794479,0.429844,0.001284,40.831074,50.108895
111700,27,0.000054,0.581120,0.003458,-0.786939,0.431289,0.001270,40.810061,50.093856
111800,27,0.000054,0.580982,0.003471,-0.781764,0.432070,0.001245,40.789082,50.078760
111900,27,0.000054,0.580157,0.003526,-0.778816,0.432070,0.001329,40.766658,50.065424
112000,27,0.000054,0.581666,0.003506,-0.785442,0.428438,0.001202,40.745821,50.050122
112000,-0.078500,0.002956,-0.814558,0.443359,0.003045
112100,27,0.000054,0.579719,0.003537,-0.786306,0.430273,0.001389,40.721914,50.038578
112200,27,0.000054,0.578711,0.003518,-0.796599,0.431172,0.001102,40.701057,50.023271
112300,28,0.000054,0.580879,0.003524,-0.781349,0.429102,0.001435,40.664637,50.027087
112400,28,0.000054,0.579558,0.003514,-0.783829,0.432422,0.001095,40.644104,50.011354
112500,28,0.000054,0.582625,0.003512,-0.782648,0.433164,0.001359,40.623347,49.995880
112600,28,0.000054,0.583689,0.003542,-0.781311,0.424414,0.001305,40.602858,49.980061
112700,28,0.000053,0.581005,0.003470,-0.784056,0.429531,0.001311,40.582527,49.964032
112800,28,0.000053,0.578614,0.003515,-0.785932,0.434023,0.001251,40.562315,49.947840
112900,28,0.000053,0.579183,0.003464,-0.783711,0.430312,0.001222,40.542019,49.931734
113000,28,0.000053,0.578261,0.003459,-0.789907,0.433164,0.001337,40.521724,49.915612
113100,28,0.000053,0.580190,0.003512,-0.785131,0.429297,0.001261,40.501656,49.899195
113200,28,0.000053,0.584837,0.003518,-0.788330,0.424766,0.001197,40.481618,49.882723
113300,28,0.000053,0.582049,0.003523,-0.781432,0.431133,0.001299,40.461715,49.866068
113400,28,0.000053,0.578977,0.003520,-0.775210,0.431953,0.001204,40.441685,49.849555
113500,28,0.000053,0.581703,0.003499,-0.787326,0.428203,0.001143,40.421710,49.832957
113600,28,0.000053,0.581527,0.003471,-0.793005,0.429375,0.001237,40.401579,49.816535
113700,28,0.000053,0.580080,0.003538,-0.785549,0.430234,0.001343,40.381651,49.799846
113800,28,0.000053,0.583530,0.003445,-0.781076,0.426992,0.001209,40.361898,49.782925
113900,28,0.000053,0.586381,0.003504,-0.772134,0.422266,0.001199,40.342134,49.766000
114000,28,0.000053,0.582534,0.003461,-0.784155,0.428867,0.001284,40.320078,49.751887
114000,-0.080207,0.003050,-0.832573,0.437012,0.002742
114100,28,0.000053,0.579859,0.003490,-0.781426,0.435117,0.001225,40.297374,49.738559
114200,28,0.000052,0.584513,0.003527,-0.776917,0.429453,0.001166,40.277748,49.721416
114300,28,0.000052,0.581658,0.003506,-0.783332,0.427383,0.001390,40.258187,49.704176
114400,28,0.000052,0.582581,0.003500,-0.789115,0.431602,0.001263,40.238777,49.686732
114500,28,0.000052,0.581994,0.003504,-0.797751,0.429141,0.001200,40.219372,49.669265
114600,28,0.000052,0.578720,0.003492,-0.784530,0.435547,0.001157,40.200128,49.651583
114700,28,0.000052,0.582947,0.003485,-0.791432,0.426641,0.001025,40.180854,49.633921
114800,28,0.000052,0.582456,0.003483,-0.789762,0.431641,0.001101,40.161726,49.616062
114900,28,0.000052,0.581203,0.003489,-0.781327,0.430781,0.001278,40.142574,49.598215
115000,28,0.000052,0.586491,0.003477,-0.789843,0.418711,0.001174,40.123328,49.580467
115100,28,0.000052,0.578260,0.003480,-0.781705,0.434336,0.001539,40.095454,49.573367
115200,28,0.000052,0.580580,0.003499,-0.788100,0.427969,0.001246,40.076470,49.555263
115300,28,0.000052,0.579351,0.003502,-0.787333,0.430352,0.001175,40.057496,49.537129
115400,28,0.000052,0.581432,0.003505,-0.779227,0.428945,0.001225,40.038440,49.519079
115500,28,0.000052,0.577687,0.003509,-0.793294,0.432305,0.001226,40.019591,49.500755
115600,28,0.000052,0.583389,0.003499,-0.781795,0.428594,0.001150,40.000571,49.482628
115700,28,0.000051,0.581618,0.003456,-0.793497,0.428789,0.001159,39.981764,49.464217
115800,28,0.000051,0.578824,0.003548,-0.783318,0.433398,0.001213,39.963043,49.445684
115900,28,0.000051,0.580758,0.003500,-0.789893,0.426016,0.001232,39.944359,49.427088
116000,28,0.000051,0.580474,0.003526,-0.783654,0.431133,0.001348,39.925733,49.408402
116000,-0.076904,0.002978,-0.798821,0.437988,0.002938
116100,28,0.000051,0.579585,0.003489,-0.787802,0.429531,0.001120,39.904045,49.393489
116200,29,0.000051,0.579658,0.003488,-0.786996,0.433398,0.001313,39.873316,49.389756
116300,29,0.000051,0.581295,0.003491,-0.790668,0.427305,0.001418,39.851464,49.375016
116400,29,0.000051,0.581175,0.003485,-0.780505,0.435937,0.001402,39.833047,49.356003
116500,29,0.000051,0.580101,0.003525,-0.786133,0.430273,0.001090,39.814644,49.336955
116600,29,0.000051,0.582909,0.003485,-0.787537,0.425898,0.001262,39.796335,49.317774
116700,29,0.000051,0.579393,0.003476,-0.785103,0.430742,0.001210,39.778014,49.298590
116800,29,0.000051,0.581012,0.003528,-0.782911,0.435078,0.001168,39.759687,49.279396
116900,29,0.000051,0.580242,0.003496,-0.789044,0.432344,0.001205,39.741528,49.259975
117000,29,0.000051,0.576814,0.003496,-0.779395,0.433633,0.001126,39.723333,49.240581
117100,29,0.000051,0.582781,0.003458,-0.785481,0.428320,0.001304,39.705221,49.221066
117200,29,0.000050,0.580724,0.003503,-0.781378,0.433672,0.001095,39.687160,49.201471
117300,29,0.000050,0.579813,0.003520,-0.778323,0.433398,0.001179,39.669027,49.181948
117400,29,0.000050,0.583240,0.003508,-0.785590,0.429219,0.001171,39.651123,49.162122
117500,29,0.000050,0.580069,0.003535,-0.782435,0.430977,0.001225,39.633229,49.142266
117600,29,0.000050,0.580988,0.003570,-0.780150,0.428398,0.001255,39.615358,49.122363
117700,29,0.000050,0.580178,0.003551,-0.775517,0.431172,0.001241,39.597367,49.102591
117800,29,0.000050,0.585036,0.003496,-0.785600,0.424414,0.001208,39.579569,49.082562
117900,29,0.000050,0.582011,0.003511,-0.782235,0.431016,0.001121,39.561662,49.062651
118000,29,0.000050,0.580328,0.003503,-0.786293,0.428203,0.001179,39.543885,49.042559
118000,-0.076311,0.002982,-0.792929,0.439453,0.003489
118100,29,0.000050,0.582110,0.003473,-0.781376,0.431016,0.001316,39.523448,49.025750
118200,29,0.000050,0.581512,0.003526,-0.776365,0.427422,0.001242,39.505861,49.005387
118300,29,0.000050,0.581207,0.003494,-0.778653,0.430625,0.001136,39.488201,48.985097
118400,29,0.000050,0.582665,0.003501,-0.783722,0.430586,0.001313,39.470634,48.964673
118500,29,0.000050,0.577723,0.003480,-0.779057,0.436719,0.001123,39.452694,48.944693
118600,29,0.000050,0.580944,0.003502,-0.789546,0.426172,0.001143,39.435269,48.924057
118700,29,0.000049,0.581471,0.003472,-0.779446,0.433750,0.001171,39.417807,48.903447
118800,29,0.000049,0.583310,0.003506,-0.785374,0.429453,0.001144,39.400514,48.882611
118900,29,0.000049,0.579771,0.003489,-0.777927,0.436523,0.001215,39.383345,48.861603
119000,29,0.000049,0.578181,0.003496,-0.778261,0.435156,0.001311,39.366037,48.840748
119100,29,0.000049,0.578557,0.003564,-0.780872,0.435547,0.001313,39.348828,48.819751
119200,29,0.000049,0.578681,0.003501,-0.786185,0.433984,0.001159,39.331676,48.798666
119300,29,0.000049,0.579711,0.003502,-0.791143,0.432227,0.001160,39.314598,48.777471
119400,29,0.000049,0.575992,0.003495,-0.793096,0.435742,0.001215,39.297558,48.756211
119500,29,0.000049,0.582984,0.003486,-0.780671,0.431367,0.001309,39.280488,48.734968
119600,29,0.000049,0.582500,0.003473,-0.787983,0.427852,0.001056,39.263475,48.713637
119700,29,0.000049,0.578198,0.003526,-0.779969,0.433906,0.001149,39.246473,48.692274
119800,29,0.000049,0.580100,0.003498,-0.795026,0.431836,0.001184,39.229663,48.670653
119900,29,0.000049,0.582168,0.003505,-0.780333,0.431055,0.001106,39.212745,48.649148
120000,29,0.000049,0.579875,0.003494,-0.792806,0.430547,0.001181,39.195965,48.627454
120000,-0.077332,0.002951,-0.802830,0.435059,0.002823
120100,30,0.000049,0.581399,0.003474,-0.786833,0.427773,0.001232,39.157654,48.632468
120200,30,0.000048,0.579641,0.003524,-0.786094,0.430859,0.001295,39.140906,48.610695
120300,30,0.000048,0.580593,0.003491,-0.788128,0.432422,0.001229,39.124307,48.588720
120400,30,0.000048,0.584038,0.003486,-0.781455,0.422891,0.001288,39.107722,48.566708
120500,30,0.000048,0.581589,0.003468,-0.785603,0.428438,0.001161,39.091198,48.544603
120600,30,0.000048,0.577575,0.003471,-0.788204,0.435742,0.001082,39.069778,48.528558
120700,30,0.000048,0.579268,0.003493,-0.789288,0.430664,0.001182,39.053324,48.506327
120800,30,0.000048,0.580691,0.003519,-0.780491,0.430430,0.001333,39.036893,48.484049
120900,30,0.000048,0.578659,0.003499,-0.780885,0.434922,0.001276,39.020533,48.461665
121000,30,0.000048,0.583680,0.003470,-0.783494,0.427422,0.001088,39.004195,48.439235
121100,30,0.000048,0.579408,0.003530,-0.783911,0.437031,0.001318,38.987909,48.416720
121200,30,0.000048,0.580439,0.003507,-0.768239,0.428945,0.001245,38.971653,48.394149
121300,30,0.000048,0.581298,0.003445,-0.782245,0.431797,0.001397,38.955420,48.371532
121400,30,0.000048,0.579307,0.003481,-0.777418,0.433984,0.001111,38.939236,48.348834
121500,30,0.000048,0.580800,0.003525,-0.786320,0.430352,0.001144,38.923133,48.326018
121600,30,0.000048,0.580230,0.003484,-0.783432,0.431328,0.001188,38.907141,48.303043
121700,30,0.000048,0.582675,0.003517,-0.786781,0.427578,0.001387,38.891000,48.280236
121800,30,0.000047,0.582290,0.003495,-0.781011,0.430312,0.001182,38.874955,48.257291
121900,30,0.000047,0.579121,0.003514,-0.783247,0.430000,0.001150,38.858882,48.234360
122000,30,0.000047,0.580731,0.003489,-0.790387,0.432695,0.001291,38.842931,48.211261
122000,-0.078602,0.002956,-0.815584,0.433105,0.002874
122100,30,0.000047,0.578912,0.003504,-0.785262,0.435234,0.001156,38.824298,48.191470
122200,30,0.000047,0.584630,0.003503,-0.778943,0.430391,0.001145,38.808426,48.168234
122300,30,0.000047,0.583323,0.003500,-0.787690,0.425977,0.001122,38.792467,48.145086
122400,30,0.000047,0.581226,0.003513,-0.792039,0.430352,0.001382,38.776759,48.121609
122500,30,0.000047,0.582417,0.003482,-0.782840,0.426563,0.001153,38.760944,48.098244
122600,30,0.000047,0.579916,0.003497,-0.782492,0.433320,0.001198,38.745334,48.074606
122700,30,0.000047,0.582772,0.003497,-0.785232,0.429102,0.001106,38.729691,48.050990
122800,30,0.000047,0.584315,0.003459,-0.777795,0.425781,0.001308,38.712931,48.028741
122900,30,0.000047,0.577614,0.003483,-0.783737,0.435469,0.001288,38.695155,48.007733
123000,30,0.000047,0.578462,0.003508,-0.790247,0.431016,0.001470,38.679601,47.983949
123100,30,0.000047,0.578816,0.003506,-0.786294,0.429531,0.001169,38.664174,47.959989
123200,30,0.000047,0.581212,0.003502,-0.791603,0.428906,0.001128,38.648692,47.936076
123300,30,0.000046,0.578596,0.003506,-0.788666,0.435352,0.001234,38.633222,47.912131
123400,30,0.000046,0.581161,0.003507,-0.791688,0.430859,0.001188,38.617668,47.888271
123500,30,0.000046,0.582754,0.003459,-0.786968,0.431914,0.001322,38.602219,47.864261
123600,30,0.000046,0.579338,0.003521,-0.783339,0.433945,0.001424,38.586867,47.840111
123700,30,0.000046,0.581727,0.003460,-0.788441,0.431953,0.001157,38.571547,47.815903
123800,30,0.000046,0.580788,0.003527,-0.791735,0.428320,0.001122,38.556256,47.791639
123900,30,0.000046,0.578613,0.003552,-0.794591,0.431250,0.001228,38.541008,47.767303
124000,31,0.000046,0.580328,0.003507,-0.787562,0.431523,0.001203,38.515148,47.756101
124000,-0.077849,0.002908,-0.807570,0.430664,0.002990
124100,31,0.000046,0.579356,0.003480,-0.785644,0.430977,0.001175,38.497286,47.734967
124200,31,0.000046,0.581194,0.003513,-0.781738,0.428672,0.001125,38.482180,47.710395
124300,31,0.000046,0.584171,0.003526,-0.779486,0.425273,0.001193,38.467241,47.685596
124400,31,0.000046,0.582232,0.003504,-0.783372,0.430156,0.001469,38.452241,47.660854
124500,31,0.000046,0.579149,0.003469,-0.786673,0.431758,0.001141,38.437223,47.636116
124600,31,0.000046,0.580236,0.003501,-0.785063,0.426602,0.001092,38.422396,47.611120
124700,31,0.000046,0.579302,0.003499,-0.783734,0.436602,0.001096,38.407445,47.586260
124800,31,0.000045,0.577289,0.003503,-0.781051,0.435508,0.001382,38.392456,47.561427
124900,31,0.000045,0.580529,0.003497,-0.786786,0.430039,0.001096,38.377521,47.536508
125000,31,0.000045,0.579396,0.003520,-0.779421,0.434492,0.001294,38.362625,47.511521
125100,31,0.000045,0.581931,0.003491,-0.773379,0.432344,0.001492,38.342689,47.492757
125200,31,0.000045,0.582242,0.003465,-0.787428,0.429023,0.001461,38.327969,47.467512
125300,31,0.000045,0.579792,0.003511,-0.788193,0.434336,0.001143,38.313338,47.442137
125400,31,0.000045,0.580901,0.003513,-0.784063,0.428594,0.001213,38.298728,47.416719
125500,31,0.000045,0.582418,0.003522,-0.776555,0.430469,0.001217,38.284147,47.391243
125600,31,0.000045,0.580320,0.003462,-0.783603,0.429961,0.001158,38.269540,47.365781
125700,31,0.000045,0.583638,0.003463,-0.790410,0.427344,0.001214,38.255007,47.340208
125800,31,0.000045,0.579545,0.003504,-0.781201,0.429883,0.001064,38.240365,47.314751
125900,31,0.000045,0.579909,0.003500,-0.783165,0.431289,0.001347,38.225836,47.289133
126000,31,0.000045,0.582250,0.003495,-0.791895,0.428555,0.001071,38.211421,47.263357
126000,-0.073964,0.002964,-0.769279,0.437012,0.002985
126100,31,0.000045,0.579214,0.003531,-0.789064,0.430156,0.001231,38.194660,47.240460
126200,31,0.000045,0.582562,0.003523,-0.775098,0.428906,0.001106,38.180318,47.214554
126300,31,0.000044,0.577098,0.003500,-0.785404,0.436250,0.001251,38.165891,47.188732
126400,31,0.000044,0.581358,0.003481,-0.785378,0.428867,0.001042,38.151638,47.162676
126500,31,0.000044,0.577909,0.003510,-0.784492,0.436563,0.001138,38.137483,47.136479
126600,31,0.000044,0.583027,0.003507,-0.789783,0.428555,0.001204,38.123390,47.110186
126700,31,0.000044,0.582181,0.003448,-0.782115,0.429297,0.001106,38.109178,47.084021
126800,31,0.000044,0.578316,0.003511,-0.785685,0.429805,0.001518,38.094863,47.057963
126900,31,0.000044,0.579994,0.003489,-0.790294,0.433008,0.001382,38.080623,47.031794
127000,31,0.000044,0.574883,0.003432,-0.793989,0.436953,0.001189,38.066248,47.005771
127100,31,0.000044,0.582004,0.003488,-0.774122,0.432305,0.001183,38.052015,46.979553
127200,31,0.000044,0.578669,0.003470,-0.788527,0.432070,0.001100,38.035879,46.955665
127300,31,0.000044,0.581110,0.003491,-0.788485,0.428477,0.001264,38.022006,46.928964
127400,31,0.000044,0.577985,0.003415,-0.786400,0.433789,0.001280,38.008119,46.902260
127500,31,0.000044,0.579680,0.003521,-0.776611,0.435391,0.001081,37.994019,46.875798
127600,31,0.000044,0.582702,0.003489,-0.769759,0.430742,0.001486,37.979958,46.849270
127700,31,0.000044,0.577541,0.003470,-0.791467,0.435586,0.001203,37.966067,46.822513
127800,31,0.000043,0.577293,0.003499,-0.780984,0.437148,0.001219,37.952238,46.795659
127900,32,0.000043,0.580805,0.003504,-0.785967,0.429258,0.001209,37.929509,46.779760
128000,32,0.000043,0.578527,0.003480,-0.783850,0.432305,0.001006,37.915775,46.752747
128000,-0.076271,0.002912,-0.791826,0.440430,0.002674
128100,32,0.000043,0.578188,0.003485,-0.790844,0.431133,0.001091,37.899646,46.728669
128200,32,0.000043,0.581621,0.003490,-0.785415,0.430742,0.001113,37.885945,46.701576
128300,32,0.000043,0.578680,0.003488,-0.784606,0.433516,0.001178,37.872254,46.674451
128400,32,0.000043,0.576623,0.003450,-0.793249,0.432344,0.001178,37.858498,46.647386
128500,32,0.000043,0.577581,0.003467,-0.786782,0.431172,0.001135,37.844883,46.620129
128600,32,0.000043,0.577565,0.003522,-0.791243,0.433047,0.001226,37.831354,46.592746
128700,32,0.000043,0.577193,0.003535,-0.788380,0.432617,0.001288,37.817721,46.565471
128800,32,0.000043,0.582253,0.003513,-0.780452,0.428320,0.001143,37.804281,46.537939
128900,32,0.000043,0.579647,0.003504,-0.779611,0.434570,0.001097,37.790746,46.510505
129000,32,0.000043,0.579942,0.003556,-0.779969,0.431758,0.001157,37.777099,46.483189
129100,32,0.000043,0.580691,0.003478,-0.787482,0.429766,0.001058,37.763593,46.455678
129200,32,0.000043,0.580397,0.003461,-0.775407,0.433477,0.001073,37.750350,46.427826
129300,32,0.000042,0.580902,0.003531,-0.783819,0.425664,0.001518,37.737000,46.400085
129400,32,0.000042,0.578913,0.003499,-0.785985,0.432109,0.001246,37.720096,46.376693
129500,32,0.000042,0.579289,0.003445,-0.790894,0.428750,0.001013,37.705128,46.350901
129600,32,0.000042,0.583920,0.003499,-0.780331,0.429375,0.001327,37.691886,46.322967
129700,32,0.000042,0.580116,0.003492,-0.778680,0.426953,0.001147,37.678683,46.294966
