step,epoch,lr,loss,loss_main,loss_aux,ed,nll,loss_sde,vol_mse,sde_acc,mean_mu,mean_sigma,eff_k,grad_norm,steps/s,eta_min,mean_nu
10600,2,0.000099,0.201065,-0.063215,1.761870,0.004943,-0.738121,1.747560,0.014311,0.279648,0.061628,0.096090,2.833604,0.410806,5.350988,331.963627,11.137022
10700,2,0.000099,0.200838,-0.062670,1.756716,0.004861,-0.732439,1.742625,0.014091,0.284375,0.064231,0.094801,2.843172,0.451824,5.351399,331.626663,11.638502
10800,2,0.000099,0.199018,-0.063272,1.748602,0.004904,-0.738310,1.735706,0.012895,0.284375,0.065273,0.095533,2.833888,0.453593,5.350730,331.356648,11.688494
10900,2,0.000099,0.199749,-0.062959,1.751389,0.004885,-0.735723,1.737652,0.013737,0.283125,0.070703,0.095903,2.816365,0.471896,5.351710,330.984533,11.513231
11000,2,0.000099,0.199490,-0.063516,1.753375,0.004994,-0.742402,1.741146,0.012229,0.283828,0.068342,0.094656,2.821227,0.422282,5.352357,330.633139,11.449628
11100,2,0.000099,0.200286,-0.062621,1.752716,0.004844,-0.731963,1.740789,0.011927,0.284375,0.069404,0.095344,2.853259,0.376442,5.353424,330.255949,11.479432
11200,2,0.000099,0.200383,-0.063749,1.760880,0.004843,-0.742971,1.747319,0.013561,0.274609,0.067119,0.095424,2.845298,0.440908,5.353618,329.932665,11.836107
11300,2,0.000099,0.198472,-0.063992,1.749757,0.004843,-0.744665,1.737053,0.012704,0.289414,0.071021,0.093771,2.849319,0.413274,5.355830,329.485191,12.619032
11400,2,0.000099,0.199962,-0.063071,1.753553,0.004845,-0.736472,1.742007,0.011546,0.279336,0.073799,0.094157,2.870325,0.365065,5.355158,329.215333,12.084174
11500,2,0.000099,0.200889,-0.062603,1.756615,0.004837,-0.731898,1.743661,0.012954,0.284062,0.067908,0.094944,2.857499,0.365118,5.356900,328.797126,12.126023
11600,2,0.000099,0.200980,-0.062085,1.753765,0.004961,-0.727792,1.740632,0.013133,0.289062,0.066606,0.093737,2.857560,0.461855,5.358045,328.415831,12.128970
11700,2,0.000099,0.200512,-0.062385,1.752645,0.004890,-0.730138,1.739117,0.013528,0.285273,0.064546,0.093569,2.881942,0.419220,5.357377,328.145681,12.331864
11800,3,0.000099,0.199579,-0.063087,1.751105,0.004900,-0.737506,1.736689,0.014416,0.285273,0.064265,0.093070,2.870839,0.405876,5.353797,328.053748,12.774624
11900,3,0.000099,0.198912,-0.063166,1.747190,0.004788,-0.736452,1.734682,0.012508,0.283789,0.066753,0.091650,2.861538,0.381807,5.354972,327.670554,13.180098
12000,3,0.000099,0.199165,-0.062719,1.745889,0.004779,-0.732536,1.733177,0.012712,0.284180,0.063550,0.093977,2.883915,0.414092,5.356279,327.279411,12.961906
12000,0.003689,0.004125,0.004972,-0.066367,0.004221,-0.762864,0.069243,0.315430,0.021937,2.952752,0.053332,0.099791,12.511825
12100,3,0.000099,0.199787,-0.062443,1.748203,0.004843,-0.730313,1.736826,0.011377,0.287109,0.067395,0.094652,2.910503,0.436357,5.355443,327.019328,12.847453
12200,3,0.000099,0.198518,-0.063579,1.747312,0.004859,-0.741242,1.733579,0.013732,0.290273,0.065581,0.093789,2.904497,0.434135,5.356316,326.654864,12.934350
12300,3,0.000099,0.200149,-0.062877,1.753504,0.004876,-0.734597,1.740319,0.013185,0.285508,0.066682,0.090803,2.873120,0.460174,5.357050,326.298961,13.910385
12400,3,0.000099,0.198370,-0.063515,1.745899,0.004739,-0.739357,1.733257,0.012642,0.287109,0.073159,0.090315,2.870505,0.419939,5.359142,325.860604,13.774015
12500,3,0.000099,0.200689,-0.062385,1.753826,0.004854,-0.729813,1.741158,0.012667,0.281992,0.071191,0.092605,2.885133,0.463936,5.359714,325.514867,13.571946
12600,3,0.000099,0.199887,-0.063004,1.752608,0.004909,-0.736113,1.739331,0.013277,0.281719,0.065420,0.092428,2.905602,0.437587,5.359829,325.196968,13.513622
12700,3,0.000099,0.198888,-0.063486,1.749159,0.004780,-0.739733,1.735247,0.013912,0.286094,0.066809,0.093020,2.907746,0.509700,5.360226,324.861924,13.608911
12800,3,0.000099,0.200434,-0.063094,1.756853,0.004833,-0.736918,1.742496,0.014357,0.279961,0.067021,0.093852,2.881945,0.541155,5.360901,324.510100,13.944402
12900,3,0.000098,0.197558,-0.064318,1.745839,0.004780,-0.747315,1.731962,0.013877,0.291484,0.067930,0.091819,2.869301,0.434649,5.362458,324.105099,14.080367
13000,3,0.000098,0.197663,-0.064408,1.747140,0.004737,-0.747885,1.734185,0.012954,0.283125,0.065686,0.090807,2.878788,0.429937,5.363190,323.750127,14.365161
13100,3,0.000098,0.199599,-0.062716,1.748764,0.004783,-0.731920,1.736720,0.012044,0.282813,0.062598,0.092326,2.909000,0.437682,5.363416,323.425731,13.912070
13200,3,0.000098,0.199375,-0.063507,1.752543,0.004830,-0.740122,1.739994,0.012549,0.281836,0.065481,0.092118,2.915932,0.451508,5.364594,323.043995,14.338981
13300,3,0.000098,0.197941,-0.063639,1.743862,0.004770,-0.740763,1.731562,0.012300,0.290469,0.061931,0.091927,2.918231,0.530262,5.365055,322.705602,14.443404
13400,3,0.000098,0.199550,-0.062828,1.749187,0.004821,-0.733907,1.737696,0.011491,0.283555,0.062498,0.093758,2.920492,0.526150,5.365192,322.386712,14.296620
13500,3,0.000098,0.200376,-0.063107,1.756550,0.004845,-0.736177,1.741599,0.014951,0.286953,0.069446,0.090498,2.940051,0.538658,5.366280,322.010780,14.764892
13600,3,0.000098,0.198941,-0.064091,1.753541,0.004808,-0.745280,1.740035,0.013506,0.277656,0.070405,0.090158,2.926492,0.554612,5.366578,321.682314,14.890956
13700,3,0.000098,0.199134,-0.063026,1.747735,0.004847,-0.736070,1.736035,0.011701,0.284687,0.067764,0.091207,2.925816,0.517863,5.367323,321.327149,15.276164
13800,3,0.000098,0.198586,-0.064059,1.750969,0.004778,-0.745361,1.738451,0.012518,0.288164,0.071035,0.090349,2.928445,0.482527,5.367740,320.991697,15.518358
13900,3,0.000098,0.198638,-0.063059,1.744644,0.004752,-0.735520,1.732166,0.012477,0.285000,0.075088,0.091175,2.948206,0.504422,5.369146,320.597243,15.229293
14000,3,0.000098,0.197209,-0.064114,1.742158,0.004805,-0.745495,1.728964,0.013194,0.287539,0.076777,0.089589,2.927569,0.572425,5.369234,320.281594,16.187080
14000,0.003451,0.003939,0.004791,-0.065549,0.004149,-0.753640,0.070762,0.322754,0.019252,2.940695,0.070959,0.091030,16.317585
14100,3,0.000098,0.196742,-0.064285,1.740176,0.004755,-0.746639,1.727538,0.012638,0.292734,0.072856,0.090726,2.925856,0.549078,5.368165,320.034898,16.287794
14200,3,0.000098,0.197500,-0.064590,1.747266,0.004805,-0.750133,1.732731,0.014535,0.284570,0.072769,0.089017,2.923919,0.454398,5.368813,319.685808,16.050640
14300,3,0.000098,0.198827,-0.062786,1.744087,0.004870,-0.733736,1.730565,0.013522,0.290039,0.069326,0.091077,2.962620,0.456034,5.369587,319.329351,15.724099
14400,3,0.000098,0.198683,-0.063463,1.747640,0.004963,-0.740580,1.733117,0.014523,0.283555,0.067336,0.090435,2.975778,0.508124,5.368529,319.081844,15.993534
14500,3,0.000098,0.200989,-0.062535,1.756828,0.004824,-0.731121,1.741658,0.015169,0.283164,0.073547,0.089770,2.939104,0.529529,5.369222,318.730209,16.702857
14600,3,0.000098,0.198368,-0.063662,1.746863,0.004745,-0.740690,1.733240,0.013624,0.287109,0.071509,0.091230,2.950997,0.487333,5.370130,318.365991,16.530099
14700,3,0.000098,0.199003,-0.062931,1.746225,0.004732,-0.733741,1.733203,0.013023,0.284961,0.070796,0.091539,2.956098,0.445830,5.371276,317.987776,16.052597
14800,3,0.000098,0.198100,-0.064125,1.748165,0.004764,-0.745319,1.734930,0.013235,0.286250,0.069263,0.090204,2.965272,0.425897,5.371620,317.657144,16.240502
14900,3,0.000098,0.198125,-0.063302,1.742847,0.004829,-0.738321,1.729597,0.013250,0.288398,0.067354,0.089237,2.972888,0.448686,5.372416,317.299812,17.120352
15000,3,0.000098,0.198496,-0.063222,1.744782,0.004840,-0.737274,1.732462,0.012321,0.288125,0.071187,0.091083,2.988516,0.392495,5.373091,316.949793,16.462614
15100,3,0.000098,0.198479,-0.063696,1.747829,0.004792,-0.741330,1.734736,0.013092,0.282930,0.070361,0.090069,2.986984,0.415871,5.373814,316.597000,16.887872
15200,3,0.000098,0.198373,-0.063307,1.744530,0.004744,-0.737931,1.730751,0.013779,0.285742,0.073350,0.089293,2.985535,0.458507,5.374132,316.268141,17.156327
15300,3,0.000098,0.198320,-0.063628,1.746322,0.004751,-0.740432,1.732981,0.013341,0.287187,0.073052,0.087828,2.978401,0.443809,5.374680,315.925799,17.789890
