step,epoch,lr,loss,loss_main,loss_aux,ed,nll,loss_sde,vol_mse,sde_acc,mean_mu,mean_sigma,eff_k,grad_norm,steps/s,eta_min,mean_nu
14900,3,0.000291,0.234954,-0.057504,1.949720,0.006738,-0.700460,1.846060,0.103660,0.231328,0.035322,0.116553,2.417228,1.852642,5.197485,327.979110,45.521474
15000,3,0.000291,0.232213,-0.058001,1.934764,0.006403,-0.701886,1.842497,0.092267,0.237773,0.034153,0.114696,2.481774,1.234879,5.198565,327.590418,46.110668
15100,3,0.000291,0.230174,-0.058250,1.922832,0.006117,-0.701628,1.843581,0.079251,0.237187,0.032998,0.116896,2.543787,2.130399,5.199809,327.191477,47.933132
15200,3,0.000290,0.226962,-0.059898,1.912404,0.005830,-0.715506,1.839547,0.072857,0.243672,0.033201,0.116917,2.580558,2.493855,5.200490,326.828177,48.922184
15300,3,0.000290,0.227094,-0.060106,1.914668,0.005949,-0.717996,1.839647,0.075021,0.242109,0.037311,0.116236,2.600668,1.743987,5.202039,326.410454,49.847025
15400,3,0.000290,0.229256,-0.058605,1.919075,0.006034,-0.704663,1.841280,0.077796,0.241953,0.036344,0.119428,2.553256,2.110116,5.203067,326.025681,49.923719
15500,3,0.000290,0.227345,-0.060347,1.917947,0.005966,-0.721008,1.842522,0.075426,0.241992,0.034703,0.123526,2.578849,2.907887,5.203825,325.657916,51.112128
15600,3,0.000290,0.228407,-0.059330,1.918248,0.006068,-0.711568,1.841507,0.076741,0.239023,0.027701,0.122961,2.574793,1.809254,5.205183,325.252751,52.192074
15700,4,0.000290,0.234701,-0.056292,1.939955,0.006741,-0.689183,1.842199,0.097756,0.238672,0.031240,0.124648,2.657504,3.294330,5.202470,325.101973,55.164674
15800,4,0.000290,0.239174,-0.055025,1.961324,0.007344,-0.682036,1.850614,0.110710,0.227852,0.030980,0.122093,2.672982,1.901453,5.203745,324.702075,58.591116
15900,4,0.000289,0.238345,-0.054930,1.955170,0.007317,-0.681320,1.845004,0.110166,0.230117,0.028351,0.125963,2.725303,4.019221,5.205088,324.298061,59.269250
16000,4,0.000289,0.236033,-0.056161,1.947957,0.007174,-0.691559,1.844721,0.103237,0.238203,0.023252,0.124797,2.662366,2.625269,5.204208,324.032638,59.862768
16000,0.006880,0.007847,0.009341,-0.054981,0.007950,-0.686863,0.068463,0.245605,0.202503,2.463730,0.025616,0.134790,60.437787
16100,4,0.000289,0.233020,-0.056447,1.929780,0.006695,-0.690269,1.840509,0.089271,0.238750,0.030038,0.123935,2.711768,5.013579,5.205048,323.660178,60.205008
16200,4,0.000289,0.226489,-0.059942,1.909539,0.005828,-0.715367,1.840529,0.069010,0.241875,0.032855,0.124332,2.672311,4.643046,5.206284,323.263178,60.078447
16300,4,0.000289,0.227182,-0.058715,1.905979,0.005976,-0.704980,1.835184,0.070795,0.240391,0.028481,0.125377,2.662740,2.748627,5.206469,322.931618,59.943642
16400,4,0.000289,0.231923,-0.058216,1.934258,0.006317,-0.703112,1.846003,0.088255,0.234492,0.021838,0.128257,2.739077,1.424967,5.208520,322.484431,60.522490
16500,4,0.000288,0.235181,-0.056683,1.945756,0.006959,-0.694339,1.847473,0.098283,0.232617,0.026235,0.125718,2.749702,4.189616,5.209323,322.114790,60.948811
16600,4,0.000288,0.240073,-0.054443,1.963439,0.007291,-0.676248,1.844454,0.118985,0.227578,0.024309,0.131150,2.679068,2.388562,5.210217,321.739645,60.819139
16700,4,0.000288,0.240679,-0.055381,1.973737,0.006993,-0.683081,1.848363,0.125375,0.224492,0.026915,0.132784,2.779530,2.279185,5.211238,321.356782,60.859839
16800,4,0.000288,0.237396,-0.057695,1.967273,0.006662,-0.701247,1.846051,0.121221,0.227539,0.029849,0.126715,2.753960,2.814301,5.212583,320.954099,60.979256
16900,4,0.000288,0.238549,-0.056514,1.967084,0.006904,-0.692198,1.849178,0.117905,0.224375,0.030889,0.124516,2.787553,2.088917,5.214217,320.533883,60.976512
17000,4,0.000288,0.239461,-0.055008,1.963127,0.007152,-0.680517,1.850461,0.112666,0.224219,0.032941,0.125800,2.751124,2.018271,5.214490,320.197495,60.901837
17100,4,0.000288,0.240025,-0.055032,1.967052,0.007258,-0.681536,1.852026,0.115025,0.227617,0.031483,0.126080,2.803889,1.827920,5.215145,319.837692,60.866986
17200,4,0.000287,0.237209,-0.056209,1.956117,0.007038,-0.690960,1.844448,0.111669,0.230039,0.035175,0.124499,2.779747,1.709882,5.216312,319.446648,60.886461
17300,4,0.000287,0.237289,-0.056503,1.958614,0.006847,-0.692390,1.849530,0.109084,0.230703,0.035796,0.127919,2.679598,2.077447,5.217211,319.072111,60.821617
17400,4,0.000287,0.235758,-0.057858,1.957438,0.006795,-0.705030,1.846862,0.110576,0.233711,0.043503,0.131326,2.774526,3.005404,5.217972,318.706198,60.744269
17500,4,0.000287,0.235737,-0.056774,1.950072,0.006807,-0.694179,1.844414,0.105658,0.233711,0.041279,0.131320,2.834289,4.042275,5.217998,318.385227,60.775062
17600,4,0.000287,0.237059,-0.055392,1.949674,0.006797,-0.680795,1.845382,0.104293,0.231758,0.035312,0.132106,2.818358,2.640619,5.218610,318.028498,60.822427
17700,4,0.000287,0.234542,-0.057296,1.945588,0.006634,-0.697836,1.846483,0.099106,0.234492,0.034697,0.131257,2.868702,3.574941,5.219821,317.635419,60.815090
17800,4,0.000286,0.235536,-0.056769,1.948704,0.006710,-0.692794,1.843913,0.104791,0.228672,0.043613,0.127142,2.836732,2.142299,5.221452,317.216996,60.904456
17900,4,0.000286,0.234952,-0.057162,1.947426,0.006662,-0.696276,1.842826,0.104600,0.231641,0.042888,0.125361,2.844701,2.681725,5.222393,316.840692,61.002965
18000,4,0.000286,0.235524,-0.057009,1.950220,0.006747,-0.695659,1.842821,0.107399,0.234648,0.036627,0.129054,2.863349,3.810450,5.223063,316.480947,60.997975
18000,0.006112,0.007580,0.008919,-0.052905,0.007547,-0.664346,0.069912,0.223145,0.281998,2.904568,0.026163,0.121800,61.256414
18100,4,0.000286,0.235257,-0.057708,1.953101,0.006805,-0.702784,1.844041,0.109061,0.233789,0.034507,0.130456,2.829332,3.254873,5.223201,316.153524,60.915095
18200,4,0.000286,0.237705,-0.056082,1.958581,0.006981,-0.688899,1.846814,0.111766,0.233516,0.033481,0.125378,2.845298,3.309457,5.224275,315.769496,61.005958
18300,4,0.000285,0.237707,-0.056448,1.961034,0.006930,-0.691930,1.846753,0.114281,0.225820,0.041749,0.124390,2.834537,2.929377,5.225433,315.380554,61.087996
18400,4,0.000285,0.237967,-0.055742,1.958056,0.006867,-0.684932,1.848283,0.109773,0.228437,0.040671,0.127237,2.876832,27.033961,5.226788,314.979930,60.987958
18500,4,0.000285,0.236821,-0.056777,1.957319,0.006804,-0.694020,1.846544,0.110775,0.227930,0.040706,0.128513,2.886519,3.349738,5.227601,314.612102,60.917086
18600,4,0.000285,0.234260,-0.057783,1.946955,0.006693,-0.702663,1.843101,0.103854,0.237148,0.036543,0.130746,2.890146,4.894952,5.228996,314.209434,60.848225
18700,4,0.000285,0.233837,-0.057774,1.944075,0.006514,-0.700448,1.846603,0.097472,0.231797,0.037419,0.126731,2.828874,3.863151,5.229917,313.835445,61.002056
18800,4,0.000285,0.233021,-0.057163,1.934565,0.006571,-0.695411,1.843496,0.091069,0.237305,0.033032,0.129811,2.861319,10.690673,5.230563,313.478035,60.996225
18900,4,0.000284,0.231881,-0.057573,1.929694,0.006517,-0.698854,1.841674,0.088019,0.237070,0.035156,0.133208,2.885390,3.113731,5.231963,313.075597,60.994990
19000,4,0.000284,0.232340,-0.057295,1.930902,0.006341,-0.695107,1.844463,0.086439,0.236641,0.043296,0.135111,2.905109,3.038878,5.232126,312.747297,61.112025
19100,4,0.000284,0.230533,-0.058423,1.926372,0.006219,-0.704830,1.841941,0.084431,0.239570,0.046108,0.135459,2.895479,5.416048,5.232767,312.390479,61.144228
19200,4,0.000284,0.231510,-0.057811,1.928809,0.006280,-0.699294,1.841107,0.087702,0.241836,0.049685,0.132720,2.813125,6.806285,5.233111,312.051484,61.297872
19300,4,0.000284,0.232754,-0.058152,1.939370,0.006460,-0.703784,1.843555,0.095815,0.241094,0.046853,0.132405,2.868369,3.834061,5.234234,311.666079,61.240616
