step,epoch,lr,loss,loss_main,loss_aux,ed,nll,loss_sde,vol_mse,sde_acc,mean_mu,mean_sigma,eff_k,grad_norm,steps/s,eta_min,mean_nu
15100,3,0.000291,0.757311,-0.070681,1.655986,0.004185,-0.748668,1.652959,0.003027,0.327813,0.036221,0.156160,3.432489,0.850022,11.358466,149.785479,69.759018
15200,3,0.000290,0.757742,-0.071530,1.658543,0.004255,-0.757849,1.655123,0.003420,0.328711,0.036150,0.153248,3.431518,0.827621,11.357584,149.650368,70.255270
15300,3,0.000290,0.761602,-0.070818,1.664840,0.004276,-0.750940,1.661738,0.003102,0.325117,0.035260,0.154712,3.445010,0.876863,11.356898,149.512657,70.948614
15400,3,0.000290,0.761814,-0.070100,1.663828,0.004249,-0.743494,1.660700,0.003128,0.324648,0.034409,0.155082,3.464999,0.854006,11.356139,149.375883,71.355978
15500,3,0.000290,0.758195,-0.070112,1.656616,0.004230,-0.743421,1.653397,0.003219,0.325156,0.036022,0.158890,3.488311,0.849679,11.355711,149.234746,71.775971
15600,3,0.000290,0.762114,-0.069742,1.663711,0.004232,-0.739736,1.660815,0.002896,0.322188,0.036208,0.158046,3.511917,0.829875,11.359370,149.039962,71.832777
15700,4,0.000290,0.760176,-0.070416,1.661184,0.004219,-0.746346,1.658044,0.003141,0.324062,0.037539,0.158763,3.515967,0.858264,11.352340,148.985443,72.192546
15800,4,0.000290,0.761836,-0.071464,1.666600,0.004211,-0.756756,1.663802,0.002798,0.321992,0.038616,0.155584,3.541724,0.851139,11.351019,148.855939,72.936887
15900,4,0.000289,0.759016,-0.070482,1.658995,0.004264,-0.747460,1.656049,0.002946,0.329844,0.035898,0.157133,3.558684,0.857561,11.351059,148.708593,73.391129
16000,4,0.000289,0.755459,-0.070655,1.652227,0.004184,-0.748389,1.649352,0.002875,0.333242,0.037700,0.155938,3.552303,0.837041,11.348960,148.589245,73.644055
16000,0.003179,0.003363,0.004267,-0.072904,0.003522,-0.764264,0.068340,0.332520,0.001923,3.569571,0.037081,0.172980,73.111555
16100,4,0.000289,0.759191,-0.070391,1.659164,0.004264,-0.746548,1.656465,0.002700,0.325352,0.038882,0.157589,3.552500,0.829826,11.348952,148.442488,73.906690
16200,4,0.000289,0.757948,-0.070812,1.657520,0.004175,-0.749874,1.654949,0.002570,0.332305,0.041460,0.153939,3.542926,0.796842,11.350764,148.271959,74.747032
16300,4,0.000289,0.754286,-0.071840,1.652252,0.004152,-0.759923,1.649596,0.002656,0.330898,0.035773,0.157875,3.557035,0.803670,11.351305,148.118063,74.709008
16400,4,0.000289,0.761060,-0.070987,1.664095,0.004209,-0.751968,1.661157,0.002938,0.324844,0.041941,0.157053,3.544856,0.808731,11.354084,147.935020,74.975052
16500,4,0.000288,0.758854,-0.071817,1.661341,0.004214,-0.760309,1.658152,0.003189,0.327500,0.047261,0.159426,3.588995,0.826590,11.352929,147.803272,75.730033
16600,4,0.000288,0.756126,-0.071604,1.655461,0.004169,-0.757733,1.652393,0.003068,0.327891,0.040898,0.155414,3.595056,0.827881,11.353961,147.643046,75.820192
16700,4,0.000288,0.759518,-0.070272,1.659579,0.004294,-0.745657,1.656257,0.003322,0.328437,0.040032,0.153034,3.620599,0.814097,11.352097,147.520470,75.853717
16800,4,0.000288,0.755413,-0.071651,1.654127,0.004173,-0.758236,1.651289,0.002838,0.329883,0.039539,0.154079,3.607090,0.788969,11.352963,147.362412,75.918836
16900,4,0.000288,0.754755,-0.071474,1.652458,0.004169,-0.756431,1.649602,0.002856,0.330313,0.040403,0.155100,3.561799,0.831548,11.352914,147.216237,76.058818
17000,4,0.000288,0.761374,-0.070945,1.664636,0.004176,-0.751206,1.661610,0.003027,0.325156,0.037419,0.158866,3.614715,0.778930,11.355127,147.040777,76.530968
17100,4,0.000288,0.763367,-0.069694,1.666122,0.004223,-0.739167,1.663119,0.003003,0.320273,0.036855,0.160914,3.631774,0.831554,11.353200,146.918931,76.317356
17200,4,0.000287,0.758663,-0.069984,1.657294,0.004187,-0.741707,1.654323,0.002971,0.329570,0.039119,0.163301,3.652738,0.836738,11.354056,146.761062,76.405139
17300,4,0.000287,0.761208,-0.070565,1.663547,0.004209,-0.747738,1.660484,0.003062,0.324062,0.038992,0.157895,3.610879,0.826132,11.357386,146.571291,77.122181
17400,4,0.000287,0.756996,-0.070523,1.655039,0.004157,-0.746800,1.652047,0.002992,0.332891,0.038943,0.153219,3.628190,0.811458,11.357727,146.420148,77.086497
17500,4,0.000287,0.756010,-0.071601,1.655221,0.004206,-0.758071,1.652507,0.002714,0.325156,0.038344,0.156030,3.637915,0.792540,11.360569,146.236803,77.477229
17600,4,0.000287,0.757007,-0.069457,1.652930,0.004225,-0.736823,1.649594,0.003335,0.331836,0.036946,0.161617,3.632726,0.821576,11.360514,146.090804,77.445869
17700,4,0.000287,0.758298,-0.071459,1.659514,0.004194,-0.756529,1.656712,0.002802,0.328281,0.036768,0.157424,3.651114,0.791210,11.360160,145.948643,78.108578
17800,4,0.000286,0.756919,-0.072044,1.657926,0.004156,-0.762008,1.654932,0.002994,0.326875,0.038240,0.156563,3.650794,0.808711,11.361476,145.785045,78.254050
17900,4,0.000286,0.758108,-0.070650,1.657517,0.004216,-0.748664,1.654573,0.002944,0.328984,0.038093,0.162574,3.668566,0.800914,11.359994,145.657360,77.962445
18000,4,0.000286,0.757294,-0.070440,1.655469,0.004228,-0.746681,1.652587,0.002882,0.331211,0.037534,0.161187,3.666042,0.809295,11.361615,145.489878,78.645011
18000,0.002850,0.003388,0.004081,-0.071745,0.003519,-0.752639,0.071341,0.341309,0.002082,3.641009,0.037881,0.170204,78.225252
18100,4,0.000286,0.756300,-0.071167,1.654934,0.004114,-0.752812,1.652051,0.002883,0.324766,0.040222,0.160977,3.685341,0.835059,11.361820,145.340563,78.791665
18200,4,0.000286,0.755633,-0.070389,1.652044,0.004198,-0.745865,1.649208,0.002836,0.336055,0.041953,0.160103,3.707943,0.812713,11.364380,145.161173,78.810329
18300,4,0.000285,0.758309,-0.070689,1.657997,0.004217,-0.749063,1.654543,0.003453,0.323242,0.037358,0.158713,3.748180,0.821042,11.364952,145.007216,78.791646
18400,4,0.000285,0.760826,-0.071544,1.664741,0.004169,-0.757132,1.661797,0.002943,0.323984,0.036726,0.154225,3.756119,0.800067,11.365946,144.847890,79.232097
18500,4,0.000285,0.760974,-0.069934,1.661816,0.004219,-0.741525,1.658902,0.002914,0.326367,0.035739,0.166666,3.761022,0.807760,11.367385,144.682940,78.848133
18600,4,0.000285,0.755190,-0.072019,1.654417,0.004114,-0.761330,1.651466,0.002950,0.328125,0.044070,0.169953,3.713387,0.785473,11.368897,144.517093,78.833720
18700,4,0.000285,0.757338,-0.070838,1.656352,0.004195,-0.750326,1.653798,0.002554,0.329297,0.041208,0.168155,3.727731,0.797016,11.368564,144.374730,78.889501
18800,4,0.000285,0.754673,-0.071830,1.653007,0.004184,-0.760140,1.650232,0.002775,0.329453,0.042036,0.160239,3.745260,0.804593,11.369748,144.213099,78.968740
18900,4,0.000284,0.754730,-0.071237,1.651935,0.004149,-0.753866,1.649184,0.002752,0.330000,0.040955,0.159528,3.757174,0.785267,11.370090,144.062188,79.228204
19000,4,0.000284,0.756203,-0.070742,1.653889,0.004213,-0.749551,1.651088,0.002801,0.327813,0.037200,0.165062,3.781338,0.804522,11.368450,143.936359,79.062379
19100,4,0.000284,0.752750,-0.072022,1.649545,0.004111,-0.761331,1.646766,0.002780,0.332461,0.039058,0.166553,3.774304,0.773229,11.368649,143.787236,79.409333
19200,4,0.000284,0.755904,-0.071887,1.655583,0.004132,-0.760199,1.653041,0.002542,0.329141,0.039341,0.157824,3.759915,0.808518,11.368593,143.641351,79.652141
19300,4,0.000284,0.757084,-0.070789,1.655745,0.004104,-0.748922,1.652813,0.002932,0.330820,0.036957,0.157601,3.774123,0.773405,11.367798,143.504773,79.739482
19400,4,0.000283,0.756548,-0.070351,1.653798,0.004176,-0.745273,1.651186,0.002612,0.331992,0.039233,0.161897,3.791716,0.765560,11.367911,143.356739,79.716288
19500,4,0.000283,0.756699,-0.069729,1.652857,0.004156,-0.738853,1.650225,0.002632,0.333555,0.037712,0.168790,3.826957,0.776582,11.368699,143.200203,79.444724
19600,5,0.000283,0.755605,-0.071241,1.653691,0.004177,-0.754179,1.651021,0.002670,0.331445,0.037590,0.163556,3.836907,0.823205,11.362470,143.132027,79.548204
19700,5,0.000283,0.758791,-0.071707,1.660997,0.004098,-0.758058,1.658379,0.002619,0.327695,0.037549,0.164878,3.875352,0.779390,11.363544,142.971828,79.658674
19800,5,0.000283,0.757951,-0.070723,1.657349,0.004126,-0.748493,1.654789,0.002560,0.331094,0.036774,0.166859,3.870199,0.775592,11.364052,142.818776,79.861712
19900,5,0.000283,0.754520,-0.070897,1.650833,0.004149,-0.750455,1.648233,0.002600,0.330469,0.037021,0.158839,3.846980,0.747213,11.362768,142.688238,80.101146
20000,5,0.000282,0.756116,-0.071163,1.654559,0.004174,-0.753373,1.651901,0.002658,0.328594,0.038176,0.165176,3.836249,0.784341,11.363786,142.528791,79.821902
20000,0.002881,0.003286,0.004093,-0.074728,0.003444,-0.781714,0.066449,0.343262,0.002142,3.887111,0.034341,0.173408,80.057070
20100,5,0.000282,0.755297,-0.070212,1.651017,0.004190,-0.744019,1.648141,0.002876,0.333242,0.038938,0.170828,3.858057,0.806452,11.359772,142.432433,79.683391
20200,5,0.000282,0.754592,-0.071367,1.651918,0.004125,-0.754915,1.649451,0.002467,0.334062,0.039365,0.161828,3.845839,0.775334,11.360497,142.276643,80.174856
20300,5,0.000282,0.761296,-0.070019,1.662631,0.004167,-0.741863,1.660121,0.002509,0.324414,0.036764,0.169218,3.846861,0.781917,11.357543,142.166900,79.988763
20400,5,0.000282,0.757814,-0.070331,1.656290,0.004206,-0.745376,1.653450,0.002840,0.330039,0.038623,0.171198,3.877623,0.752230,11.358762,142.004916,79.979362
20500,5,0.000281,0.755013,-0.071467,1.652959,0.004168,-0.756342,1.650372,0.002587,0.331289,0.038259,0.166282,3.867372,0.751258,11.360106,141.841398,80.082159
20600,5,0.000281,0.756467,-0.071972,1.656878,0.004167,-0.761388,1.654041,0.002837,0.330156,0.039280,0.174525,3.881389,0.755680,11.358681,141.712462,79.928841
20700,5,0.000281,0.753203,-0.071739,1.649884,0.004171,-0.759097,1.647157,0.002727,0.337031,0.039702,0.172722,3.884311,0.751294,11.360440,141.543817,80.062931
20800,5,0.000281,0.756181,-0.072295,1.656953,0.004088,-0.763834,1.654233,0.002720,0.327500,0.040505,0.168666,3.873823,0.795765,11.359916,141.403631,80.254051
20900,5,0.000281,0.757178,-0.071491,1.657338,0.004136,-0.756265,1.654748,0.002589,0.326523,0.039722,0.164598,3.870542,0.728269,11.360370,141.251268,80.434114
21000,5,0.000280,0.756912,-0.071237,1.656298,0.004110,-0.753478,1.653688,0.002611,0.326602,0.037791,0.164232,3.861791,0.789842,11.360629,141.101343,80.563786
21100,5,0.000280,0.753038,-0.071822,1.649721,0.004141,-0.759628,1.646769,0.002951,0.334727,0.039497,0.161334,3.885880,0.785282,11.361137,140.948331,80.419443
21200,5,0.000280,0.759983,-0.071445,1.662855,0.004163,-0.756077,1.660025,0.002830,0.326484,0.040046,0.162871,3.871780,0.766685,11.362156,140.789010,80.512642
21300,5,0.000280,0.751593,-0.071964,1.647114,0.004144,-0.761084,1.644536,0.002578,0.334219,0.041511,0.172200,3.901464,0.761334,11.363603,140.624413,80.267646
21400,5,0.000280,0.755855,-0.070688,1.653087,0.004104,-0.747923,1.650530,0.002558,0.329141,0.040513,0.170805,3.885775,0.763674,11.365355,140.456089,80.319296
21500,5,0.000279,0.752677,-0.070510,1.646374,0.004223,-0.747330,1.643855,0.002519,0.333437,0.039187,0.174559,3.930338,0.731089,11.367423,140.283926,80.117097
21600,5,0.000279,0.757128,-0.071863,1.657983,0.004147,-0.760104,1.655321,0.002662,0.331719,0.036689,0.175338,3.929650,0.731476,11.367932,140.131029,80.195300
21700,5,0.000279,0.756183,-0.071707,1.655781,0.004091,-0.757980,1.652069,0.003712,0.329180,0.040049,0.166329,3.930270,0.752311,11.367994,139.983658,80.404985
21800,5,0.000279,0.752855,-0.071170,1.648049,0.004149,-0.753193,1.645672,0.002377,0.330586,0.040667,0.169340,3.947815,0.735555,11.368328,139.832935,80.388372
21900,5,0.000279,0.755391,-0.071550,1.653881,0.004126,-0.756764,1.651212,0.002669,0.328047,0.042292,0.163704,3.954146,0.765098,11.365951,139.715539,80.445932
22000,5,0.000278,0.753672,-0.070821,1.648988,0.004117,-0.749385,1.646517,0.002470,0.329062,0.041069,0.167674,3.948428,0.772497,11.368542,139.537097,80.362908
22000,0.002966,0.003478,0.004331,-0.074838,0.003505,-0.783429,0.070398,0.329590,0.003318,3.981778,0.033214,0.180469,80.522995
22100,5,0.000278,0.751793,-0.070797,1.645180,0.004133,-0.749305,1.642536,0.002644,0.332305,0.040752,0.168346,3.945657,0.749961,11.368751,139.387927,80.453967
22200,5,0.000278,0.753081,-0.070634,1.647429,0.004133,-0.747671,1.644573,0.002856,0.326094,0.038429,0.167840,3.979112,0.804340,11.368096,139.249354,80.517141
22300,5,0.000278,0.758272,-0.072177,1.660899,0.004184,-0.763612,1.658473,0.002426,0.324844,0.040029,0.164196,3.976912,0.737133,11.369380,139.087039,80.471375
22400,5,0.000277,0.756148,-0.071528,1.655350,0.004084,-0.756120,1.652991,0.002359,0.330664,0.041255,0.169043,3.958627,0.749688,11.370631,138.925154,80.539152
22500,5,0.000277,0.753159,-0.071080,1.648478,0.004162,-0.752426,1.645273,0.003205,0.331094,0.039785,0.170089,3.966235,0.781896,11.371294,138.770492,80.552721
22600,5,0.000277,0.751954,-0.071841,1.647590,0.004170,-0.760106,1.645122,0.002468,0.332891,0.041431,0.167908,3.955579,0.804755,11.369710,138.643232,80.551724
22700,5,0.000277,0.753197,-0.071987,1.650369,0.004128,-0.761153,1.647735,0.002635,0.331641,0.041282,0.167342,3.947233,0.736662,11.371627,138.473300,80.546177
22800,5,0.000277,0.753710,-0.071282,1.649984,0.004132,-0.754140,1.647595,0.002389,0.329766,0.040037,0.170631,3.967567,0.732713,11.371676,138.326134,80.534859
22900,5,0.000276,0.752821,-0.070548,1.646737,0.004166,-0.747141,1.644075,0.002662,0.334805,0.040562,0.172769,3.983618,0.770060,11.371541,138.181217,80.690411
23000,5,0.000276,0.751654,-0.071515,1.646340,0.004109,-0.756248,1.643604,0.002736,0.330039,0.040129,0.169401,3.978932,0.752859,11.373231,138.014137,80.790961
23100,5,0.000276,0.753957,-0.071436,1.650787,0.004170,-0.756064,1.647940,0.002847,0.333281,0.040121,0.169276,3.956233,0.751333,11.373496,137.864386,80.953576
23200,5,0.000276,0.757588,-0.070848,1.656872,0.004177,-0.750245,1.654501,0.002371,0.330039,0.041208,0.166400,3.968991,0.741052,11.371349,137.743849,81.123945
23300,5,0.000275,0.752515,-0.072380,1.649788,0.004130,-0.765097,1.647305,0.002483,0.333633,0.041570,0.164997,3.981016,0.724934,11.371085,137.600467,81.006545
23400,5,0.000275,0.753618,-0.070943,1.649121,0.004132,-0.750749,1.646833,0.002288,0.331797,0.041865,0.167413,3.982150,0.685157,11.371359,137.450596,80.880563
23500,6,0.000275,0.755894,-0.071935,1.655657,0.004145,-0.760802,1.653123,0.002533,0.325625,0.039993,0.162661,3.988010,0.757879,11.365598,137.373624,81.057326
23600,6,0.000275,0.754980,-0.072461,1.654882,0.004102,-0.765630,1.652372,0.002510,0.326562,0.040586,0.159912,3.982638,0.762181,11.364416,137.241247,81.203541
23700,6,0.000275,0.751003,-0.072217,1.646441,0.004083,-0.763004,1.643974,0.002466,0.334883,0.040061,0.174016,3.994865,0.764451,11.363478,137.105911,80.727915
23800,6,0.000274,0.754374,-0.071487,1.651721,0.004153,-0.756397,1.649446,0.002275,0.330625,0.041763,0.164223,3.966885,0.722434,11.362532,136.970643,81.008000
23900,6,0.000274,0.752124,-0.071791,1.647830,0.004143,-0.759337,1.645315,0.002515,0.336172,0.043254,0.162705,3.960587,0.743327,11.363074,136.817437,81.069651
24000,6,0.000274,0.753374,-0.070406,1.647559,0.004078,-0.744843,1.645039,0.002520,0.334180,0.041243,0.171378,3.966459,0.730693,11.362397,136.678912,80.886189
24000,0.002891,0.003470,0.004109,-0.073199,0.003426,-0.766245,0.067290,0.326172,0.003209,3.936940,0.036195,0.170642,81.096470
24100,6,0.000274,0.752743,-0.070556,1.646598,0.004088,-0.746445,1.644049,0.002549,0.331328,0.042622,0.171802,3.981554,0.758629,11.363119,136.523551,80.771709
24200,6,0.000273,0.753908,-0.071858,1.651531,0.004130,-0.759876,1.648997,0.002533,0.333242,0.042002,0.168617,3.989323,0.724144,11.364785,136.356880,80.860460
24300,6,0.000273,0.756147,-0.070864,1.654021,0.004124,-0.749878,1.650915,0.003106,0.332188,0.040522,0.176547,3.974328,0.720478,11.363496,136.225679,80.693683
24400,6,0.000273,0.750670,-0.072159,1.645659,0.004153,-0.763126,1.643234,0.002425,0.335234,0.040940,0.174422,3.972351,0.705606,11.364318,136.069176,80.729290
24500,6,0.000273,0.754069,-0.071569,1.651276,0.004187,-0.757556,1.648742,0.002534,0.330898,0.044163,0.174994,4.003684,0.727063,11.363857,135.928032,80.833936
24600,6,0.000272,0.751625,-0.071873,1.646997,0.004139,-0.760118,1.644376,0.002621,0.331250,0.044546,0.171349,3.991016,0.704399,11.364567,135.772880,80.999248
24700,6,0.000272,0.754362,-0.072036,1.652796,0.004097,-0.761337,1.650538,0.002258,0.327617,0.043584,0.166704,3.988971,0.722989,11.364125,135.631504,81.068618
24800,6,0.000272,0.755088,-0.070865,1.651906,0.004108,-0.749737,1.649586,0.002320,0.329336,0.046482,0.173938,4.002424,0.697071,11.364273,135.483071,80.867973
24900,6,0.000272,0.755973,-0.071825,1.655597,0.004114,-0.759390,1.653085,0.002513,0.326445,0.042153,0.175170,3.991840,0.742946,11.364506,135.333647,80.824513
25000,6,0.000272,0.751407,-0.070982,1.644779,0.004132,-0.751144,1.642406,0.002372,0.333398,0.045425,0.179224,3.992395,0.722069,11.364857,135.182814,80.767950
25100,6,0.000271,0.755306,-0.071480,1.653573,0.004107,-0.755877,1.650673,0.002900,0.330234,0.048826,0.171199,3.997075,0.739642,11.365649,135.026747,80.983447
25200,6,0.000271,0.752061,-0.071092,1.646308,0.004119,-0.752115,1.643701,0.002607,0.337461,0.045908,0.175908,4.015707,0.737694,11.366473,134.870328,80.869909
25300,6,0.000271,0.750836,-0.071886,1.645443,0.004118,-0.760033,1.643059,0.002384,0.329414,0.047634,0.177403,4.011571,0.718244,11.366106,134.728057,80.905305
25400,6,0.000271,0.751638,-0.070192,1.643662,0.004140,-0.743322,1.641361,0.002301,0.333086,0.044575,0.178918,4.009472,0.704080,11.365372,134.590111,80.840915
25500,6,0.000270,0.753223,-0.071662,1.649769,0.004146,-0.758074,1.647576,0.002193,0.336523,0.042930,0.179412,4.005986,0.703973,11.366489,134.430249,80.703326
25600,6,0.000270,0.755318,-0.071476,1.653588,0.004125,-0.756011,1.651024,0.002564,0.331641,0.043513,0.181828,3.996679,0.737484,11.367609,134.270389,80.697310
25700,6,0.000270,0.751687,-0.070648,1.644672,0.004094,-0.747419,1.642326,0.002346,0.335430,0.047039,0.177830,4.009012,0.687166,11.367671,134.123042,80.834382
25800,6,0.000270,0.756129,-0.070690,1.653636,0.004078,-0.747679,1.651525,0.002111,0.331875,0.045000,0.172120,4.016899,0.703665,11.368846,133.962580,80.952754
25900,6,0.000269,0.751776,-0.072396,1.648345,0.004054,-0.764498,1.646109,0.002236,0.330234,0.041267,0.172310,3.995139,0.721791,11.369404,133.809418,80.929005
26000,6,0.000269,0.750929,-0.070636,1.643131,0.004188,-0.748239,1.640838,0.002292,0.332656,0.040625,0.168530,4.011405,0.735877,11.369742,133.658850,81.128547
26000,0.002907,0.003431,0.004197,-0.074260,0.003471,-0.777307,0.067483,0.341309,0.003954,4.003319,0.040679,0.154872,81.848253
26100,6,0.000269,0.751458,-0.071306,1.645528,0.004143,-0.754495,1.643011,0.002517,0.330078,0.042222,0.168081,4.016696,0.717226,11.369390,133.516401,81.307599
26200,6,0.000269,0.755566,-0.071493,1.654118,0.004117,-0.756103,1.651718,0.002400,0.331055,0.042017,0.173167,4.006460,0.736844,11.369547,133.367967,81.216610
26300,6,0.000268,0.756777,-0.070469,1.654492,0.004122,-0.745914,1.652065,0.002427,0.329648,0.042512,0.180422,4.011165,0.713607,11.370875,133.205815,81.017453
26400,6,0.000268,0.750309,-0.072475,1.645568,0.004119,-0.765935,1.643023,0.002546,0.333867,0.041882,0.177092,4.003036,0.735913,11.373010,133.034260,81.104958
26500,6,0.000268,0.753359,-0.071142,1.649003,0.004051,-0.751934,1.646407,0.002595,0.335352,0.041111,0.183201,4.000808,0.757317,11.372731,132.890980,81.098079
26600,6,0.000268,0.752407,-0.071291,1.647395,0.004126,-0.754168,1.644637,0.002758,0.330820,0.041155,0.185926,3.995014,0.719407,11.373894,132.730859,80.975445
26700,6,0.000267,0.752428,-0.071853,1.648562,0.004113,-0.759658,1.646163,0.002398,0.332109,0.041750,0.179046,3.998679,0.693555,11.374248,132.580196,81.057027
26800,6,0.000267,0.752788,-0.071256,1.648089,0.004126,-0.753823,1.645566,0.002523,0.334062,0.040945,0.174101,4.002445,0.746333,11.374485,132.430907,81.184387
26900,6,0.000267,0.752497,-0.071573,1.648140,0.004080,-0.756525,1.646027,0.002113,0.333125,0.042097,0.177459,3.984724,0.702648,11.374821,132.280466,81.171629
27000,6,0.000267,0.755344,-0.071279,1.653245,0.004107,-0.753856,1.650885,0.002360,0.330977,0.043232,0.174089,3.984191,0.701744,11.374249,132.140597,81.148928
27100,6,0.000266,0.753161,-0.071565,1.649453,0.004091,-0.756559,1.647310,0.002143,0.331484,0.042485,0.177134,3.992221,0.691917,11.374385,131.992485,81.201295
27200,6,0.000266,0.751552,-0.071680,1.646464,0.004033,-0.757137,1.644285,0.002179,0.338516,0.040369,0.177962,3.994794,0.702374,11.373170,131.860040,81.176351
27300,6,0.000266,0.754228,-0.070206,1.648867,0.004135,-0.743403,1.646349,0.002518,0.334258,0.042258,0.178843,4.017927,0.696697,11.372891,131.716723,81.283420
27400,7,0.000266,0.749964,-0.070971,1.641870,0.004112,-0.750836,1.639338,0.002532,0.335586,0.045559,0.175589,4.011259,0.738740,11.368158,131.624956,81.419703
27500,7,0.000265,0.752491,-0.071964,1.648910,0.004064,-0.760279,1.646656,0.002254,0.332578,0.044521,0.177762,4.017199,0.701952,11.368338,131.476275,81.328832
27600,7,0.000265,0.749165,-0.071529,1.641387,0.004080,-0.756084,1.639175,0.002212,0.336250,0.043970,0.181280,4.015340,0.728009,11.368140,131.331954,81.262193
27700,7,0.000265,0.752318,-0.071312,1.647260,0.004105,-0.754169,1.644852,0.002409,0.336367,0.045474,0.180420,3.999944,0.711547,11.365973,131.210352,81.269062
27800,7,0.000264,0.749493,-0.070671,1.640328,0.004165,-0.748362,1.637740,0.002589,0.338750,0.048547,0.187389,3.999485,0.717247,11.366316,131.059759,81.024292
27900,7,0.000264,0.752838,-0.070516,1.646708,0.004101,-0.746162,1.644240,0.002467,0.333203,0.045979,0.184653,4.015188,0.705396,11.367472,130.899816,81.172313
28000,7,0.000264,0.746632,-0.071270,1.635804,0.004087,-0.753569,1.633322,0.002482,0.340039,0.047422,0.178209,3.989398,0.704262,11.368648,130.739674,81.321251
28000,0.002812,0.003196,0.004077,-0.072996,0.003414,-0.764102,0.067945,0.345215,0.001395,3.969982,0.044502,0.179292,81.524529
28100,7,0.000264,0.755186,-0.071415,1.653202,0.004119,-0.755341,1.650833,0.002369,0.334180,0.046038,0.179624,4.002030,0.736153,11.369006,130.588964,81.205782
28200,7,0.000263,0.750467,-0.070652,1.642239,0.004121,-0.747738,1.639862,0.002376,0.340586,0.043650,0.175955,4.016393,0.677070,11.369250,130.439562,81.400106
28300,7,0.000263,0.748454,-0.071803,1.640515,0.004069,-0.758721,1.638345,0.002170,0.336523,0.044158,0.184362,4.014783,0.668492,11.370921,130.273826,81.162618
28400,7,0.000263,0.754559,-0.071652,1.652422,0.004115,-0.757673,1.650168,0.002254,0.329531,0.046504,0.183478,4.001095,0.689364,11.370450,130.132641,81.227750
28500,7,0.000263,0.748479,-0.071130,1.639218,0.004092,-0.752217,1.636850,0.002368,0.339531,0.046357,0.184050,4.013256,0.695442,11.369497,129.996953,81.307908
28600,7,0.000262,0.752925,-0.071472,1.648794,0.004053,-0.755251,1.646602,0.002192,0.332461,0.043186,0.180641,4.022751,0.684368,11.370367,129.840426,81.359014
28700,7,0.000262,0.755109,-0.071417,1.653052,0.004113,-0.755300,1.650824,0.002228,0.331914,0.046897,0.182573,4.019206,0.685759,11.370235,129.695359,81.183427
28800,7,0.000262,0.751406,-0.071275,1.645362,0.004108,-0.753827,1.643165,0.002197,0.333320,0.047468,0.180091,4.016770,0.697547,11.368949,129.563432,81.286279
28900,7,0.000262,0.750175,-0.071494,1.643338,0.004159,-0.756530,1.641179,0.002159,0.337148,0.051951,0.179743,4.015807,0.695427,11.370409,129.400207,81.169818
29000,7,0.000261,0.751683,-0.072116,1.647597,0.004071,-0.761868,1.645225,0.002372,0.332734,0.048730,0.185954,4.022270,0.719345,11.369984,129.258468,81.049951
29100,7,0.000261,0.747389,-0.071474,1.637726,0.004065,-0.755391,1.635243,0.002483,0.337344,0.044900,0.180729,4.009632,0.707814,11.371263,129.097352,81.123578
29200,7,0.000261,0.750025,-0.071418,1.642886,0.004116,-0.755338,1.640805,0.002081,0.335586,0.047087,0.181019,4.001903,0.693950,11.371310,128.950254,81.172877
29300,7,0.000260,0.750172,-0.070217,1.640777,0.004095,-0.743123,1.638387,0.002390,0.336875,0.043608,0.182437,3.995364,0.683058,11.372960,128.784997,81.079258
29400,7,0.000260,0.753231,-0.070823,1.648108,0.004127,-0.749505,1.645872,0.002236,0.333008,0.043518,0.178064,4.014919,0.665484,11.373500,128.632352,81.171570
29500,7,0.000260,0.750201,-0.071470,1.643342,0.004115,-0.755848,1.640986,0.002355,0.334375,0.043462,0.179299,4.011844,0.736250,11.376069,128.456796,81.222155
29600,7,0.000260,0.750145,-0.070159,1.640608,0.004138,-0.742963,1.638292,0.002315,0.331875,0.042786,0.182900,4.011124,0.685559,11.377052,128.299198,81.216386
29700,7,0.000259,0.750830,-0.070977,1.643612,0.004086,-0.750626,1.640918,0.002694,0.336719,0.041956,0.180269,4.006647,0.691019,11.376144,128.162938,81.205354
29800,7,0.000259,0.750242,-0.071931,1.644346,0.004001,-0.759319,1.642285,0.002061,0.332852,0.042048,0.176999,4.004009,0.696695,11.377538,128.000743,81.261420
29900,7,0.000259,0.745102,-0.070755,1.631712,0.004114,-0.748688,1.629422,0.002290,0.340039,0.044121,0.181448,4.000549,0.702083,11.379864,127.828125,81.107779
30000,7,0.000258,0.748521,-0.071263,1.639569,0.004101,-0.753647,1.637104,0.002465,0.335742,0.044302,0.176993,4.017208,0.694745,11.380020,127.679918,81.213432
30000,0.002818,0.003273,0.004250,-0.073091,0.003418,-0.765085,0.067309,0.331055,0.002875,4.047348,0.036592,0.186278,81.414267
30100,7,0.000258,0.750237,-0.072274,1.645022,0.004103,-0.763772,1.642717,0.002305,0.332031,0.043032,0.178430,4.012840,0.686114,11.379733,127.536679,81.065676
30200,7,0.000258,0.752387,-0.071967,1.648707,0.004091,-0.760574,1.646448,0.002259,0.332930,0.042639,0.173830,4.001628,0.703553,11.380836,127.377869,81.166108
30300,7,0.000258,0.748559,-0.070129,1.637376,0.004158,-0.742869,1.634927,0.002449,0.335273,0.047429,0.174704,4.016572,0.698338,11.382541,127.212374,81.298061
