step,epoch,lr,loss,loss_main,loss_aux,ed,nll,loss_sde,vol_mse,sde_acc,mean_mu,mean_sigma,eff_k,grad_norm,steps/s,eta_min,mean_nu
15000,2,0.000266,-3.295200,-1.954773,0.315870,0.024372,-1.966959,0.202646,0.044063,0.932187,0.002319,0.030899,1.000000,30.252172,23.459302,32.666502,3.466226
15100,2,0.000265,-3.346427,-1.942492,0.295965,0.025108,-1.955046,0.197962,0.028827,0.932461,0.002423,0.031646,1.000000,32.009673,23.446391,32.613405,3.668297
15200,2,0.000265,-3.236065,-1.938709,0.313650,0.024866,-1.951142,0.201143,0.043353,0.933828,0.002363,0.030948,1.000000,36.723864,23.446675,32.541927,3.325991
15300,2,0.000264,-3.377519,-1.958998,0.304905,0.024596,-1.971295,0.210919,0.024815,0.931250,0.002226,0.031037,1.000000,38.857772,23.448431,32.468412,3.345372
15400,2,0.000264,-3.313092,-1.937825,0.313917,0.025275,-1.950463,0.210722,0.034098,0.930430,0.002714,0.031453,1.000000,31.738753,23.450448,32.394547,3.424040
15500,2,0.000263,-3.421825,-1.965102,0.287746,0.024407,-1.977305,0.192606,0.026098,0.936289,0.002323,0.030870,1.000000,27.420937,23.449946,32.324168,3.533975
15600,2,0.000262,-3.413791,-1.950704,0.295417,0.024899,-1.963153,0.204833,0.021494,0.931172,0.002394,0.031211,1.000000,31.097109,23.449593,32.253581,3.407214
15700,2,0.000262,-3.414709,-1.931111,0.311708,0.025232,-1.943727,0.212035,0.030473,0.929219,0.002495,0.031827,1.000000,40.687850,23.450127,32.181773,3.373849
15800,2,0.000261,-3.448584,-1.941531,0.317190,0.024842,-1.953952,0.212520,0.035557,0.930000,0.002209,0.031650,1.000000,28.850283,23.451922,32.108242,3.598133
15900,2,0.000261,-3.442090,-1.941576,0.317052,0.024866,-1.954009,0.205847,0.041996,0.930664,0.002335,0.031576,1.000000,34.350983,23.453988,32.034353,3.466788
16000,2,0.000260,-3.271431,-1.948032,0.298329,0.024566,-1.960315,0.196287,0.032960,0.934102,0.002893,0.032363,1.000000,48.037256,23.454387,31.962749,3.857828
16000,-1.727410,-1.742800,0.030780,0.010228,0.963867,0.541504,1.000000,0.000911,0.048111,2.996915
16100,2,0.000260,-3.469610,-1.942861,0.310203,0.024952,-1.955337,0.205375,0.035713,0.931250,0.002301,0.031511,1.000000,34.078222,23.447549,31.900989,3.439875
16200,2,0.000259,-3.493971,-1.962306,0.304401,0.024559,-1.974585,0.202958,0.032311,0.931016,0.002565,0.031435,1.000000,32.821627,23.447773,31.829605,3.672319
16300,2,0.000259,-3.393215,-1.942962,0.285204,0.025256,-1.955590,0.191449,0.024640,0.935625,0.002150,0.032018,1.000000,31.154823,23.447847,31.758424,3.590759
16400,2,0.000258,-3.533761,-1.958491,0.311687,0.024537,-1.970759,0.208897,0.033663,0.931875,0.002377,0.030899,1.000000,35.113865,23.449208,31.685505,3.487187
16500,2,0.000258,-3.541972,-1.957899,0.294344,0.024394,-1.970096,0.199988,0.025406,0.933516,0.002906,0.031126,1.000000,25.510797,23.452377,31.610157,3.503046
16600,2,0.000257,-3.554431,-1.949243,0.298373,0.024662,-1.961574,0.204891,0.024260,0.931719,0.002039,0.031412,1.000000,36.535379,23.453658,31.537369,3.608074
16700,2,0.000256,-3.562369,-1.937500,0.304583,0.024847,-1.949924,0.207944,0.027644,0.929531,0.002698,0.031821,1.000000,35.085459,23.455495,31.463843,3.473963
16800,2,0.000256,-3.258895,-1.949857,0.319462,0.024644,-1.962179,0.211207,0.039056,0.926953,0.002152,0.031484,1.000000,40.561171,23.457007,31.390763,3.545005
16900,2,0.000255,-3.491245,-1.965006,0.295366,0.024432,-1.977222,0.201038,0.025229,0.931406,0.002186,0.031267,1.000000,28.428861,23.460314,31.315296,3.655281
17000,2,0.000255,-3.582528,-1.942672,0.298383,0.024774,-1.955058,0.198732,0.030594,0.933555,0.002359,0.031116,1.000000,49.291219,23.464078,31.239242,3.396824
17100,2,0.000254,-3.661102,-1.964857,0.292236,0.024566,-1.977140,0.202411,0.020703,0.930000,0.002169,0.031272,1.000000,39.755431,23.466043,31.165601,3.510619
17200,2,0.000254,-3.587195,-1.948462,0.294160,0.024682,-1.960802,0.193233,0.031885,0.934375,0.002390,0.031521,1.000000,48.372675,23.467804,31.092243,3.487198
17300,2,0.000253,-3.604831,-1.949251,0.299167,0.024627,-1.961564,0.197066,0.032952,0.935547,0.002623,0.031296,1.000000,32.297234,23.470357,31.017849,3.480917
17400,2,0.000252,-3.703533,-1.949623,0.301797,0.024794,-1.962020,0.194266,0.038386,0.933320,0.002237,0.031430,1.000000,32.634538,23.472290,30.944289,3.584448
17500,2,0.000252,-3.658776,-1.957190,0.284696,0.024669,-1.969524,0.188816,0.026806,0.934648,0.002177,0.031621,1.000000,30.815236,23.473613,30.871544,3.529816
17600,2,0.000251,-3.757385,-1.947879,0.299564,0.025104,-1.960431,0.201097,0.029365,0.931953,0.002119,0.032218,1.000000,31.705413,23.475087,30.798608,3.703409
17700,2,0.000251,-3.741444,-1.954468,0.288477,0.024577,-1.966756,0.193727,0.025516,0.933555,0.002200,0.030403,1.000000,41.600756,23.476401,30.725891,3.441869
17800,2,0.000250,-3.743432,-1.940723,0.298420,0.024675,-1.953061,0.198566,0.030638,0.932109,0.001927,0.031163,1.000000,42.178992,23.476785,30.654396,3.546009
17900,2,0.000250,-3.794919,-1.946017,0.292259,0.024535,-1.958284,0.192216,0.030906,0.933555,0.002342,0.031287,1.000000,37.906469,23.476400,30.583906,3.639551
18000,2,0.000249,-3.713585,-1.938314,0.284864,0.025049,-1.950838,0.190039,0.025639,0.934453,0.002326,0.031298,1.000000,32.753754,23.476067,30.513345,3.573830
18000,-1.754657,-1.769856,0.030397,0.005897,0.914551,0.542480,1.000000,0.003221,0.042100,3.152709
18100,2,0.000248,-3.812525,-1.958410,0.292728,0.024333,-1.970577,0.194673,0.028963,0.933203,0.002007,0.031638,1.000000,28.715001,23.458382,30.465301,3.653138
18200,2,0.000248,-3.807542,-1.950634,0.291228,0.024662,-1.962966,0.196961,0.025110,0.933008,0.002301,0.031573,1.000000,29.776050,23.458871,30.393619,3.572659
18300,3,0.000247,-3.655503,-1.944911,0.302333,0.025202,-1.957512,0.207531,0.025684,0.929414,0.002155,0.032004,1.000000,43.831796,23.445394,30.340004,3.721762
18400,3,0.000247,-3.522619,-1.953521,0.302095,0.024952,-1.965996,0.196322,0.036708,0.930820,0.002639,0.031846,1.000000,31.287322,23.447037,30.266796,3.772383
18500,3,0.000246,-3.773881,-1.966648,0.293640,0.024427,-1.978861,0.195191,0.029398,0.932266,0.002456,0.031074,1.000000,34.559458,23.449817,30.192134,3.500517
18600,3,0.000245,-3.536178,-1.956662,0.281591,0.024784,-1.969054,0.182510,0.029952,0.937578,0.002322,0.031584,1.000000,27.017356,23.454718,30.114765,3.606747
18700,3,0.000245,-3.943988,-1.954017,0.280815,0.025058,-1.966546,0.185714,0.025946,0.936289,0.002338,0.031746,1.000000,32.740010,23.455973,30.042099,3.602038
18800,3,0.000244,-3.817169,-1.950417,0.285104,0.024598,-1.962716,0.191553,0.024391,0.934258,0.002156,0.032338,1.000000,42.641364,23.457837,29.968663,3.627108
18900,3,0.000243,-3.870961,-1.957224,0.278170,0.024851,-1.969649,0.181912,0.027208,0.937266,0.002474,0.032043,1.000000,36.907273,23.459025,29.896100,3.727296
19000,3,0.000243,-3.921940,-1.947422,0.290976,0.025137,-1.959990,0.195711,0.026139,0.932344,0.002474,0.031563,1.000000,35.046836,23.461775,29.821557,3.471396
19100,3,0.000242,-4.013588,-1.951230,0.290274,0.024785,-1.963622,0.192371,0.028748,0.932773,0.002436,0.032052,1.000000,33.869345,23.463189,29.748727,3.585647
19200,3,0.000242,-4.026742,-1.960210,0.288629,0.024843,-1.972632,0.195070,0.024451,0.932305,0.002437,0.031413,1.000000,31.052712,23.464637,29.675863,3.608900
19300,3,0.000241,-3.983705,-1.958245,0.274805,0.024514,-1.970501,0.183519,0.022182,0.939375,0.002383,0.031183,1.000000,32.725328,23.466147,29.602928,3.660448
19400,3,0.000240,-3.974464,-1.934999,0.288814,0.025488,-1.947743,0.194842,0.024892,0.934414,0.002276,0.031410,1.000000,28.339125,23.468820,29.528541,3.478265
19500,3,0.000240,-3.867439,-1.947646,0.292626,0.024931,-1.960112,0.191166,0.032394,0.934766,0.002519,0.031589,1.000000,38.630262,23.470217,29.455771,3.593431
19600,3,0.000239,-4.085204,-1.953565,0.282237,0.024547,-1.965838,0.190479,0.022596,0.933867,0.002505,0.031422,1.000000,33.359022,23.471481,29.383176,3.517443
19700,3,0.000238,-4.053754,-1.972842,0.280465,0.024313,-1.984998,0.186520,0.024887,0.935391,0.002358,0.031856,1.000000,26.062466,23.472728,29.310610,3.673316
19800,3,0.000238,-4.064182,-1.949699,0.280951,0.024664,-1.962031,0.184629,0.027262,0.936914,0.002361,0.031757,1.000000,30.405026,23.474674,29.237183,3.647604
19900,3,0.000237,-3.873177,-1.947990,0.288919,0.025026,-1.960503,0.199512,0.020274,0.932109,0.002011,0.031629,1.000000,29.403932,23.476383,29.164061,3.651316
20000,3,0.000236,-3.820936,-1.958791,0.284094,0.024456,-1.971019,0.193207,0.021626,0.935742,0.002156,0.031162,1.000000,47.875375,23.477753,29.091371,3.619857
20000,-1.741992,-1.757272,0.030560,0.014034,0.945312,0.508789,1.000000,0.000767,0.041214,3.067871
20100,3,0.000236,-3.748630,-1.950664,0.290234,0.024914,-1.963122,0.196936,0.024182,0.933047,0.002052,0.030839,1.000000,41.992817,23.465738,29.035240,3.414388
20200,3,0.000235,-4.173989,-1.964376,0.285864,0.024588,-1.976670,0.197196,0.019671,0.932539,0.002448,0.031178,1.000000,29.487019,23.468843,28.960382,3.603851
20300,3,0.000234,-3.968644,-1.951195,0.292387,0.024773,-1.963581,0.198410,0.024912,0.933047,0.002368,0.031489,1.000000,33.370138,23.471308,28.886332,3.545082
20400,3,0.000234,-4.221165,-1.957113,0.277069,0.024650,-1.969438,0.185406,0.022531,0.936445,0.002139,0.031418,1.000000,43.376583,23.472492,28.813870,3.512157
20500,3,0.000233,-4.241089,-1.953055,0.279955,0.024642,-1.965376,0.188306,0.022530,0.935391,0.002190,0.031430,1.000000,29.838081,23.473902,28.741139,3.627882
20600,3,0.000232,-4.215030,-1.950579,0.279747,0.024820,-1.962989,0.188688,0.021920,0.936602,0.002087,0.031102,1.000000,29.790377,23.475221,28.668527,3.573073
20700,3,0.000232,-4.138936,-1.951660,0.291718,0.025087,-1.964203,0.189510,0.033061,0.936992,0.002501,0.032160,1.000000,30.595748,23.477476,28.594783,3.886580
20800,3,0.000231,-4.018034,-1.943355,0.284205,0.024937,-1.955824,0.191716,0.023402,0.934922,0.002299,0.032138,1.000000,27.371626,23.479040,28.521893,3.699605
20900,3,0.000230,-4.027356,-1.960136,0.290098,0.024729,-1.972501,0.192477,0.028530,0.934180,0.002681,0.030894,1.000000,33.222681,23.480207,28.449494,3.492779
21000,3,0.000230,-4.194554,-1.962225,0.289266,0.024384,-1.974417,0.195906,0.024275,0.933320,0.002515,0.031204,1.000000,35.547342,23.481937,28.376421,3.664760
21100,3,0.000229,-4.337884,-1.964278,0.283783,0.024569,-1.976563,0.190065,0.024685,0.935703,0.002700,0.031456,1.000000,48.705670,23.484835,28.301952,3.643388
21200,3,0.000228,-4.368292,-1.951936,0.279903,0.024660,-1.964266,0.183466,0.027362,0.936094,0.002574,0.031135,1.000000,31.007389,23.485892,28.229714,3.582032
21300,3,0.000228,-4.127367,-1.955223,0.276689,0.024736,-1.967591,0.186292,0.021251,0.937187,0.002566,0.031508,1.000000,28.637186,23.486805,28.157654,3.695809
21400,3,0.000227,-4.207451,-1.953240,0.280104,0.025007,-1.965744,0.192326,0.018629,0.935352,0.002304,0.032108,1.000000,58.375667,23.487805,28.085496,3.630883
21500,3,0.000226,-4.421649,-1.974892,0.276412,0.024191,-1.986987,0.178581,0.028724,0.938477,0.002258,0.030757,1.000000,35.045255,23.489789,28.012171,3.638553
21600,3,0.000226,-4.266170,-1.958149,0.291650,0.024538,-1.970418,0.188550,0.034019,0.936953,0.002588,0.031895,1.000000,32.849919,23.491204,27.939536,3.678810
21700,3,0.000225,-4.445226,-1.952646,0.268792,0.024813,-1.965053,0.181255,0.018554,0.936953,0.002300,0.030947,1.000000,24.349461,23.492235,27.867364,3.605965
21800,3,0.000224,-4.460035,-1.953702,0.272849,0.024715,-1.966059,0.180717,0.023163,0.937656,0.002751,0.032252,1.000000,28.605859,23.494050,27.794271,3.720361
21900,3,0.000224,-4.251164,-1.951089,0.276440,0.024829,-1.963503,0.179979,0.027359,0.938711,0.002357,0.031931,1.000000,36.634902,23.496364,27.720601,3.773465
22000,3,0.000223,-3.815730,-1.952869,0.277786,0.024797,-1.965268,0.190658,0.017986,0.934063,0.002795,0.030885,1.000000,82.087151,23.498221,27.647483,3.824130
22000,-1.747589,-1.762874,0.030569,0.008218,0.944824,0.548340,1.000000,0.002912,0.044534,3.095472
22100,3,0.000222,-4.376072,-1.958002,0.280697,0.024698,-1.970351,0.191804,0.019739,0.934766,0.002279,0.031305,1.000000,30.038737,23.493890,27.581639,3.685021
22200,3,0.000222,-4.442109,-1.955695,0.285404,0.025035,-1.968213,0.183821,0.032370,0.936484,0.002101,0.031613,1.000000,34.437084,23.495102,27.509279,3.743725
22300,3,0.000221,-4.457588,-1.962929,0.264989,0.024496,-1.975177,0.181796,0.014086,0.937656,0.002160,0.031164,1.000000,40.661786,23.496021,27.437270,3.565845
22400,3,0.000220,-4.288945,-1.955495,0.265597,0.024598,-1.967794,0.177757,0.018690,0.939492,0.002320,0.031981,1.000000,41.493865,23.497812,27.364250,3.802249
22500,3,0.000219,-4.465587,-1.957528,0.275052,0.024798,-1.969927,0.179157,0.026743,0.939297,0.002254,0.032272,1.000000,30.623934,23.498760,27.292220,3.572292
22600,3,0.000219,-4.373303,-1.955873,0.277306,0.024553,-1.968150,0.183611,0.024519,0.937695,0.002274,0.031415,1.000000,26.699056,23.499525,27.220408,3.824421
22700,3,0.000218,-4.287285,-1.946545,0.282523,0.025101,-1.959095,0.187481,0.025851,0.934453,0.002191,0.032124,1.000000,28.289958,23.500483,27.148378,3.592396
22800,3,0.000217,-4.502960,-1.951806,0.270019,0.024805,-1.964209,0.175095,0.025828,0.939727,0.002246,0.031525,1.000000,23.218592,23.502359,27.075297,3.632497
22900,3,0.000217,-4.650634,-1.955230,0.264906,0.024937,-1.967699,0.174647,0.021190,0.940859,0.002299,0.031339,1.000000,30.522687,23.503553,27.003010,3.588726
23000,3,0.000216,-4.516635,-1.956445,0.282047,0.024796,-1.968843,0.185047,0.027732,0.937891,0.002544,0.030898,1.000000,37.116644,23.504633,26.930861,3.597603
23100,3,0.000215,-4.393787,-1.946943,0.282677,0.024992,-1.959439,0.186038,0.027410,0.935547,0.002439,0.031202,1.000000,32.169533,23.505880,26.858528,3.616223
23200,3,0.000214,-4.718106,-1.962040,0.268934,0.024954,-1.974517,0.175962,0.023901,0.939609,0.002376,0.031134,1.000000,25.239381,23.507679,26.785573,3.444185
23300,3,0.000214,-4.381020,-1.965745,0.269975,0.024838,-1.978164,0.178712,0.022208,0.940703,0.002210,0.031637,1.000000,25.834738,23.508354,26.713908,3.803863
23400,3,0.000213,-4.466883,-1.966234,0.267113,0.024831,-1.978650,0.176946,0.021032,0.939063,0.002277,0.032301,1.000000,46.355493,23.509735,26.641446,3.728663
23500,3,0.000212,-4.479477,-1.958954,0.265593,0.024356,-1.971132,0.173849,0.022572,0.939844,0.002335,0.031084,1.000000,85.991186,23.511940,26.568061,3.704734
23600,3,0.000212,-4.299081,-1.944167,0.271550,0.025092,-1.956713,0.174478,0.027916,0.941172,0.002495,0.031821,1.000000,26.120355,23.514719,26.494045,3.772120
23700,3,0.000211,-4.299688,-1.950650,0.263755,0.024854,-1.963077,0.171417,0.023261,0.941328,0.002428,0.031917,1.000000,43.330205,23.516010,26.421716,3.759579
23800,3,0.000210,-4.774392,-1.943459,0.272632,0.025207,-1.956062,0.177090,0.026349,0.938789,0.002305,0.032232,1.000000,35.059949,23.516789,26.349970,3.638791
23900,3,0.000209,-4.782701,-1.956861,0.269724,0.024679,-1.969201,0.179696,0.020986,0.938477,0.002570,0.031263,1.000000,45.494648,23.517518,26.278283,3.816899
24000,3,0.000209,-4.831253,-1.969901,0.264919,0.024325,-1.982063,0.174065,0.021767,0.940000,0.002207,0.031011,1.000000,55.069076,23.518238,26.206612,3.651225
24000,-1.727377,-1.742877,0.031001,0.004420,0.966797,0.528320,1.000000,0.001503,0.050998,3.085957
24100,3,0.000208,-4.559559,-1.953919,0.268084,0.024641,-1.966240,0.174801,0.024287,0.940234,0.002575,0.032288,1.000000,24.439305,23.514521,26.139877,3.995895
24200,3,0.000207,-4.453355,-1.973939,0.272951,0.024260,-1.986069,0.177844,0.025968,0.938672,0.002023,0.030592,1.000000,29.862210,23.515573,26.067832,3.740727
24300,3,0.000206,-4.548613,-1.951555,0.268299,0.025002,-1.964056,0.174711,0.024500,0.939141,0.002225,0.031817,1.000000,26.374341,23.516501,25.995931,3.750007
24400,4,0.000206,-4.842091,-1.977334,0.263925,0.024348,-1.989508,0.177011,0.017921,0.939102,0.002361,0.031285,1.000000,38.332417,23.507674,25.934793,3.992089
24500,4,0.000205,-4.906787,-1.947437,0.267876,0.024957,-1.959916,0.172931,0.025796,0.939063,0.002439,0.031846,1.000000,38.555769,23.509290,25.862117,3.848067
24600,4,0.000204,-4.912863,-1.957174,0.264345,0.024930,-1.969639,0.178772,0.016524,0.937852,0.002358,0.031962,1.000000,107.430017,23.510435,25.789967,3.919081
24700,4,0.000203,-4.739094,-1.955547,0.256490,0.025035,-1.968065,0.171208,0.016154,0.941953,0.002589,0.031479,1.000000,28.419926,23.511367,25.718056,3.698929
24800,4,0.000203,-4.951733,-1.964971,0.270325,0.024563,-1.977253,0.174667,0.026565,0.938789,0.002714,0.030870,1.000000,67.422962,23.512149,25.646316,3.647348
24900,4,0.000202,-4.562126,-1.953775,0.270280,0.024894,-1.966222,0.181054,0.020108,0.937383,0.002188,0.031346,1.000000,26.804856,23.513844,25.573587,3.789058
25000,4,0.000201,-4.585198,-1.970254,0.260497,0.024653,-1.982581,0.170406,0.020957,0.939648,0.002704,0.030910,1.000000,23.509392,23.514919,25.501541,3.720095
25100,4,0.000200,-4.910521,-1.971846,0.259803,0.024489,-1.984090,0.173581,0.017160,0.940312,0.002039,0.031834,1.000000,30.633530,23.509341,25.436698,3.708875
25200,4,0.000200,-5.060598,-1.959364,0.261730,0.025150,-1.971940,0.171250,0.021419,0.939648,0.002492,0.031783,1.000000,52.946757,23.511652,25.363310,3.763351
25300,4,0.000199,-4.996624,-1.959547,0.262212,0.024815,-1.971955,0.174318,0.018862,0.940195,0.002276,0.031428,1.000000,25.551194,23.513755,25.290162,3.777695
25400,4,0.000198,-4.827225,-1.966584,0.260969,0.024477,-1.978822,0.173635,0.018244,0.939375,0.002257,0.031007,1.000000,29.548156,23.514649,25.218322,3.678228
25500,4,0.000197,-5.009397,-1.940526,0.260730,0.025190,-1.953121,0.169357,0.022310,0.941602,0.002625,0.032608,1.000000,24.694948,23.515447,25.146591,3.973366
25600,4,0.000197,-4.744888,-1.957942,0.257517,0.024880,-1.970382,0.169480,0.018925,0.940547,0.002135,0.031153,1.000000,30.477005,23.516291,25.074816,3.620225
25700,4,0.000196,-4.646466,-1.967681,0.252630,0.024473,-1.979918,0.163109,0.020381,0.943086,0.002097,0.031291,1.000000,21.843678,23.518790,25.001286,3.754615
25800,4,0.000195,-4.185854,-1.976183,0.254876,0.024268,-1.988317,0.168697,0.017128,0.940664,0.002174,0.031473,1.000000,27.734003,23.520023,24.929114,3.908809
25900,4,0.000194,-3.663549,-1.975562,0.257449,0.024578,-1.987851,0.168020,0.020357,0.943008,0.002284,0.031382,1.000000,41.964924,23.520938,24.857286,4.029555
26000,4,0.000194,-4.467285,-1.961804,0.265422,0.024539,-1.974073,0.165378,0.030977,0.942344,0.002206,0.031339,1.000000,26.734163,23.521967,24.785342,3.876324
26000,-1.736849,-1.752310,0.030923,0.005846,0.969727,0.528320,1.000000,0.003426,0.051263,3.123429
26100,4,0.000193,-4.636293,-1.972887,0.249657,0.024879,-1.985327,0.158751,0.021867,0.944727,0.002393,0.031340,1.000000,26.575008,23.518306,24.718334,3.666234
26200,4,0.000192,-5.175489,-1.959397,0.275202,0.024702,-1.971749,0.183640,0.022485,0.937070,0.002230,0.031448,1.000000,35.105882,23.519622,24.646088,3.841014
26300,4,0.000191,-5.250926,-1.972069,0.262549,0.024363,-1.984251,0.172357,0.020997,0.940469,0.002107,0.030992,1.000000,34.900426,23.520486,24.574322,3.624191
26400,4,0.000191,-5.091754,-1.960508,0.269929,0.024586,-1.972801,0.182315,0.018541,0.937773,0.002392,0.031359,1.000000,70.383754,23.521200,24.502718,3.809561
26500,4,0.000190,-5.004044,-1.972839,0.266769,0.024495,-1.985086,0.179728,0.017881,0.939570,0.002084,0.031251,1.000000,42.404888,23.521941,24.431091,3.709608
26600,4,0.000189,-4.624942,-1.944905,0.264324,0.025123,-1.957467,0.173871,0.021320,0.940000,0.002375,0.032123,1.000000,115.325331,23.523330,24.358796,3.871371
26700,4,0.000188,-4.501819,-1.954972,0.277162,0.025342,-1.967643,0.181475,0.026524,0.936953,0.002461,0.031594,1.000000,60.771906,23.524143,24.287106,4.046348
26800,4,0.000187,-5.077408,-1.966636,0.264387,0.024507,-1.978890,0.174668,0.020683,0.940156,0.002639,0.030957,1.000000,83.050179,23.525881,24.214467,3.627774
26900,4,0.000187,-5.314681,-1.956588,0.295451,0.024572,-1.968874,0.191036,0.035351,0.933828,0.002341,0.031987,1.000000,56.991808,23.527687,24.141770,3.840785
27000,4,0.000186,-5.230460,-1.956525,0.268802,0.024616,-1.968833,0.176450,0.023162,0.938906,0.002020,0.030790,1.000000,35.003365,23.529330,24.069251,3.696176
27100,4,0.000185,-5.265391,-1.967452,0.262444,0.024544,-1.979724,0.174995,0.018279,0.938789,0.001640,0.031268,1.000000,49.697875,23.530296,23.997431,3.957742
27200,4,0.000184,-5.230304,-1.949976,0.266181,0.025018,-1.962486,0.178271,0.018777,0.938516,0.002398,0.031774,1.000000,40.459343,23.531247,23.925634,3.691516
27300,4,0.000184,-5.318636,-1.963661,0.258526,0.024666,-1.975994,0.171818,0.017593,0.941250,0.002236,0.032226,1.000000,40.729478,23.532123,23.853918,3.790475
27400,4,0.000183,-5.386359,-1.963786,0.261249,0.024677,-1.976125,0.173089,0.019090,0.939688,0.002110,0.031015,1.000000,26.047092,23.533887,23.781311,3.624272
27500,4,0.000182,-5.190422,-1.961167,0.258909,0.024345,-1.973340,0.172848,0.017064,0.939648,0.002494,0.031990,1.000000,28.210212,23.534729,23.709642,4.027122
27600,4,0.000181,-4.941232,-1.957831,0.275676,0.024719,-1.970191,0.177077,0.029460,0.939297,0.002018,0.031629,1.000000,38.889423,23.535563,23.637987,3.693805
27700,4,0.000180,-5.439167,-1.955851,0.261326,0.024918,-1.968310,0.175901,0.016336,0.938867,0.001997,0.031369,1.000000,82.026745,23.536338,23.566397,3.766849
27800,4,0.000180,-5.479287,-1.956744,0.254511,0.024783,-1.969136,0.168676,0.016709,0.942344,0.002271,0.031820,1.000000,34.073874,23.537759,23.494166,3.701891
27900,4,0.000179,-5.250495,-1.960683,0.266483,0.024937,-1.973151,0.172506,0.024942,0.941562,0.002041,0.031649,1.000000,29.765215,23.538435,23.422684,3.903612
28000,4,0.000178,-5.401973,-1.967048,0.256266,0.024451,-1.979274,0.173326,0.013867,0.940117,0.002237,0.031198,1.000000,28.030897,23.539400,23.350920,3.776963
28000,-1.713079,-1.728381,0.030604,0.005587,0.961914,0.539551,1.000000,0.001315,0.041180,3.265483
28100,4,0.000177,-5.067602,-1.955563,0.266458,0.024820,-1.967973,0.174990,0.022402,0.939609,0.002492,0.031459,1.000000,29.913221,23.535736,23.283742,3.740253
28200,4,0.000177,-4.873155,-1.957035,0.266957,0.024890,-1.969481,0.169784,0.028106,0.941836,0.002275,0.031588,1.000000,76.997533,23.537835,23.210858,3.745706
28300,4,0.000176,-5.274976,-1.969213,0.253683,0.024814,-1.981620,0.168458,0.016170,0.942461,0.002284,0.031956,1.000000,42.696144,23.538998,23.138907,3.730819
28400,4,0.000175,-5.304541,-1.959210,0.251873,0.024634,-1.971527,0.160838,0.021971,0.943945,0.002146,0.031840,1.000000,28.823025,23.539904,23.067214,3.854415
28500,4,0.000174,-5.515525,-1.968029,0.261039,0.024544,-1.980301,0.177263,0.014700,0.938125,0.002344,0.031514,1.000000,48.919383,23.541049,22.995294,3.880389
28600,4,0.000173,-5.632291,-1.977252,0.262656,0.024381,-1.989443,0.165159,0.028449,0.943359,0.002253,0.031228,1.000000,41.640281,23.542823,22.922768,3.650526
28700,4,0.000173,-5.583771,-1.966686,0.261891,0.024802,-1.979087,0.171492,0.021384,0.941406,0.002151,0.031870,1.000000,42.739860,23.544158,22.850679,3.986368
28800,4,0.000172,-5.612204,-1.950833,0.260512,0.024997,-1.963331,0.172417,0.019079,0.941406,0.002484,0.031937,1.000000,40.687239,23.545145,22.778935,3.807826
28900,4,0.000171,-5.637637,-1.960938,0.249564,0.024776,-1.973325,0.166658,0.013771,0.941289,0.002301,0.031465,1.000000,62.052750,23.545950,22.707373,3.705202
29000,4,0.000170,-5.619622,-1.963793,0.262841,0.024768,-1.976177,0.169733,0.023874,0.940781,0.001903,0.032422,1.000000,24.374854,23.546808,22.635764,3.990135
29100,4,0.000169,-5.532866,-1.970071,0.259244,0.024670,-1.982405,0.169989,0.020224,0.941953,0.002212,0.031522,1.000000,30.856342,23.548325,22.563530,3.925756
29200,4,0.000169,-5.528571,-1.958148,0.258338,0.024849,-1.970572,0.169043,0.020119,0.941797,0.002752,0.031925,1.000000,51.062463,23.549158,22.491958,3.983085
29300,4,0.000168,-5.692073,-1.975977,0.262039,0.024532,-1.988243,0.175231,0.017770,0.938320,0.002729,0.031436,1.000000,61.170896,23.549911,22.420467,3.777351
29400,4,0.000167,-5.700112,-1.972151,0.254385,0.024593,-1.984448,0.159906,0.025350,0.945937,0.002667,0.031801,1.000000,44.326577,23.550774,22.348876,3.882570
29500,4,0.000166,-5.633561,-1.976487,0.252536,0.024359,-1.988667,0.162548,0.020863,0.944492,0.002045,0.031190,1.000000,129.955951,23.552369,22.276598,3.706323
29600,4,0.000166,-5.534842,-1.957760,0.254679,0.024887,-1.970204,0.169774,0.015907,0.941602,0.002604,0.031408,1.000000,123.240813,23.553061,22.205182,3.653042
29700,4,0.000165,-5.452801,-1.954511,0.260144,0.024736,-1.966879,0.171230,0.019900,0.940547,0.002152,0.032159,1.000000,51.608675,23.553800,22.133725,3.685176
29800,4,0.000164,-5.619124,-1.968745,0.255904,0.024446,-1.980968,0.169280,0.017533,0.941719,0.002408,0.031684,1.000000,28.249459,23.554425,22.062380,3.698954
29900,4,0.000163,-5.640909,-1.952908,0.261771,0.025108,-1.965462,0.173012,0.019696,0.938750,0.002278,0.032412,1.000000,37.317542,23.555888,21.990255,4.017348
30000,4,0.000162,-5.827351,-1.969232,0.257103,0.024626,-1.981545,0.164534,0.023412,0.942695,0.002517,0.031380,1.000000,25.799830,23.556493,21.918939,3.852626
30000,-1.750986,-1.766308,0.030642,0.010778,0.975586,0.522461,1.000000,0.002179,0.049194,3.326452
30100,4,0.000162,-5.831205,-1.966554,0.253583,0.024430,-1.978769,0.166680,0.017757,0.941875,0.002127,0.031123,1.000000,24.052190,23.548277,21.855810,3.798694
30200,4,0.000161,-5.867087,-1.962484,0.248461,0.024619,-1.974794,0.159138,0.020285,0.944609,0.001932,0.031930,1.000000,75.069721,23.549536,21.783869,3.772540
