step,epoch,lr,loss,loss_main,loss_aux,ed,nll,loss_sde,vol_mse,sde_acc,mean_mu,mean_sigma,eff_k,grad_norm,steps/s,eta_min,mean_nu,mean_mse,pred_mean_std
1500,3,0.000225,-8.27165,-0.712403,0.378676,0.071731,-0.761353,0.001664,0.377012,1.0,0.015133,0.077251,1.0,88.579599,11.018033,31.614838,2.28239,0.043614,0.009189
1550,3,0.000232,-8.948385,-0.718161,0.351927,0.070464,-0.763959,0.000832,0.351095,1.0,0.016122,0.077101,1.0,106.43374,11.030445,31.503715,2.29721,0.035219,0.009957
1600,3,0.00024,-9.415296,-0.707961,0.375077,0.072136,-0.758725,0.001185,0.373892,1.0,0.016284,0.078505,1.0,60.632589,11.041976,31.395348,2.326444,0.048985,0.009987
1650,3,0.000247,-9.223481,-0.713206,0.478261,0.071118,-0.760446,0.000845,0.477416,1.0,0.017844,0.076521,1.0,80.757616,11.052895,31.288938,2.352061,0.038938,0.00949
1700,3,0.000255,-9.397824,-0.705129,0.467459,0.072137,-0.754594,0.000748,0.466711,1.0,0.01793,0.079697,1.0,51.418983,11.063237,31.184362,2.305482,0.044656,0.010057
1750,3,0.000262,-7.243625,-0.708726,0.850058,0.071518,-0.758114,0.000553,0.849505,1.0,0.016835,0.081045,1.0,80.369054,11.073018,31.081559,2.327401,0.045431,0.009876
1800,4,0.00027,-8.994621,-0.707844,0.460205,0.071005,-0.754296,0.000921,0.459284,1.0,0.015679,0.075603,1.0,51.626744,11.062938,31.034552,2.343637,0.036497,0.007479
1850,4,0.000277,-8.218633,-0.715505,0.334962,0.070996,-0.762511,0.000853,0.334108,1.0,0.015734,0.077272,1.0,114.549355,11.072157,30.933449,2.330666,0.038359,0.009469
1900,4,0.000285,-8.054983,-0.723829,0.28747,0.070552,-0.772373,0.000962,0.286508,1.0,0.016252,0.077823,1.0,108.064359,11.08036,30.83534,2.376105,0.044227,0.009459
1950,4,0.000292,-9.008363,-0.697559,0.598261,0.073085,-0.748228,0.000794,0.597467,1.0,0.015387,0.076924,1.0,83.626938,11.088738,30.736891,2.229481,0.047087,0.008636
2000,4,0.0003,-9.06833,-0.706567,0.434721,0.071478,-0.754531,0.000154,0.434567,1.0,0.016592,0.079451,1.0,164.792552,11.096609,30.639991,2.307425,0.04075,0.009326
2050,4,0.0003,-9.163463,-0.717386,0.46435,0.071437,-0.766261,0.00016,0.46419,1.0,0.016356,0.077225,1.0,124.013084,11.080386,30.609643,2.303837,0.043852,0.009913
2100,4,0.0003,-9.214528,-0.700057,0.97081,0.072379,-0.74997,0.000176,0.970634,1.0,0.013823,0.07936,1.0,138.182904,11.087079,30.516002,2.346933,0.045748,0.00876
2150,4,0.0003,-9.643665,-0.714998,0.409946,0.071875,-0.765023,0.000141,0.409805,1.0,0.017405,0.077114,1.0,84.95027,11.094198,30.421307,2.260066,0.046958,0.010044
2200,4,0.0003,-8.904394,-0.712328,0.355499,0.070822,-0.759538,5.1e-05,0.355449,1.0,0.016334,0.082765,1.0,56.781364,11.101178,30.327112,2.350202,0.039329,0.009305
2250,5,0.0003,-7.389565,-0.707303,0.503976,0.071547,-0.755023,0.000127,0.503849,1.0,0.015024,0.077111,1.0,66.953774,11.090078,30.282324,2.329675,0.03982,0.007186
2300,5,0.0003,-9.08366,-0.711219,0.480593,0.071806,-0.760013,6e-05,0.480534,1.0,0.016135,0.077976,1.0,74.081342,11.096846,30.188757,2.315314,0.042972,0.010191
2350,5,0.0003,-9.382022,-0.715899,0.51666,0.071774,-0.766146,4.4e-05,0.516617,1.0,0.01629,0.076671,1.0,53.278069,11.103284,30.096202,2.307193,0.047867,0.009698
2400,5,0.0003,-7.793079,-0.69989,0.39863,0.072706,-0.751235,5e-05,0.39858,1.0,0.015426,0.076112,1.0,124.833782,11.109407,30.004601,2.273095,0.049972,0.009613
2450,5,0.0003,-9.546408,-0.726423,0.455056,0.070298,-0.773539,4.4e-05,0.455013,1.0,0.018081,0.077295,1.0,88.959637,11.115217,29.913946,2.343279,0.03989,0.010936
2500,5,0.0003,-9.636966,-0.710032,0.570678,0.071476,-0.757969,8.3e-05,0.570595,1.0,0.015745,0.078152,1.0,63.284697,11.120892,29.823747,2.30992,0.040666,0.009939
2550,5,0.000299,-9.572975,-0.71212,0.66051,0.071201,-0.759252,5.4e-05,0.660456,1.0,0.017343,0.079402,1.0,81.084861,11.126345,29.734233,2.334411,0.038441,0.009354
2600,5,0.000299,-9.462897,-0.715614,0.522277,0.070585,-0.760981,4.3e-05,0.522234,1.0,0.016417,0.077793,1.0,70.892403,11.131506,29.645584,2.354556,0.03358,0.009428
2650,5,0.000299,-8.608228,-0.71459,0.249998,0.071562,-0.763884,2.9e-05,0.249969,1.0,0.015626,0.076975,1.0,184.862717,11.136547,29.557335,2.309671,0.045042,0.009135
2700,6,0.000299,-8.327293,-0.704119,0.423193,0.071838,-0.753184,2.6e-05,0.423167,1.0,0.015647,0.077709,1.0,57.641606,11.128412,29.504059,2.297709,0.043819,0.008329
2750,6,0.000299,-8.281462,-0.724775,0.627106,0.070416,-0.771683,2.8e-05,0.627078,1.0,0.016038,0.077944,1.0,50.192041,11.133423,29.415932,2.336057,0.039,0.009724
2800,6,0.000299,-6.838929,-0.712846,0.486937,0.071259,-0.760209,1.4e-05,0.486923,1.0,0.016801,0.077449,1.0,28.846809,11.138252,29.32836,2.269938,0.039111,0.010413
2850,6,0.000299,-9.295649,-0.705253,0.413655,0.072518,-0.756465,1.3e-05,0.413642,1.0,0.015889,0.078547,1.0,115.155468,11.14219,29.243203,2.345719,0.049844,0.009459
2900,6,0.000299,-7.547479,-0.72222,0.512849,0.070682,-0.768973,1.1e-05,0.512838,1.0,0.017377,0.077749,1.0,31.607332,11.145907,29.158685,2.353488,0.038039,0.009493
2950,6,0.000298,-8.520926,-0.71244,0.387929,0.070968,-0.759798,9e-06,0.387921,1.0,0.016571,0.07844,1.0,70.809535,11.150075,29.073049,2.345203,0.039583,0.008113
3000,6,0.000298,-7.529201,-0.712187,0.604663,0.071669,-0.761284,1.1e-05,0.604652,1.0,0.015623,0.07771,1.0,32.14361,11.154004,28.988097,2.292522,0.044207,0.008715
3050,6,0.000298,-9.391121,-0.715536,0.450322,0.071533,-0.763882,7e-06,0.450315,1.0,0.016577,0.077687,1.0,89.045173,11.142018,28.944488,2.311985,0.041932,0.009826
3100,6,0.000298,-9.854293,-0.707002,0.334629,0.072721,-0.759106,4e-06,0.334625,1.0,0.016477,0.078421,1.0,49.427064,11.146123,28.859064,2.29907,0.052477,0.009668
3150,7,0.000298,-8.6382,-0.719975,0.469265,0.070649,-0.765845,5e-06,0.46926,1.0,0.016919,0.078061,1.0,40.999153,11.136691,28.808677,2.323915,0.035152,0.009001
3200,7,0.000297,-9.111515,-0.709243,0.575849,0.072068,-0.758629,3e-06,0.575847,1.0,0.014838,0.078053,1.0,93.47787,11.140871,28.723068,2.278357,0.044506,0.008379
3250,7,0.000297,-9.922285,-0.715899,0.413244,0.070537,-0.761957,3e-06,0.413241,1.0,0.015256,0.077901,1.0,72.916781,11.144749,28.638301,2.338074,0.035965,0.008969
3300,7,0.000297,-9.898873,-0.720324,0.521976,0.071082,-0.768389,5e-06,0.521971,1.0,0.017709,0.077963,1.0,53.23222,11.148542,28.553809,2.360293,0.041746,0.009282
3350,7,0.000297,-9.871252,-0.702538,0.326254,0.073283,-0.755755,3e-06,0.326251,1.0,0.016722,0.078111,1.0,75.129225,11.152176,28.469781,2.309087,0.05525,0.009502
3400,7,0.000297,-9.589503,-0.719806,0.524379,0.070835,-0.766906,2e-06,0.524377,1.0,0.015796,0.077613,1.0,97.878734,11.155747,28.385967,2.306435,0.038939,0.009641
3450,7,0.000296,-9.350021,-0.712825,0.467726,0.07167,-0.762375,3e-06,0.467723,1.0,0.014938,0.07861,1.0,84.094808,11.159242,28.302401,2.371611,0.045717,0.009066
3500,7,0.000296,-9.417596,-0.713111,0.284884,0.071647,-0.761714,6e-06,0.284878,1.0,0.015367,0.07833,1.0,103.621675,11.162636,28.21914,2.362641,0.042597,0.009719
3550,7,0.000296,-9.908854,-0.719171,0.570519,0.071234,-0.76798,5e-06,0.570513,1.0,0.018116,0.078143,1.0,89.254533,11.165864,28.136351,2.333847,0.043974,0.011176
3600,8,0.000295,-9.27975,-0.723319,0.696268,0.071156,-0.771978,8e-06,0.69626,1.0,0.015432,0.078423,1.0,166.827441,11.15745,28.082881,2.317971,0.043604,0.009076
3650,8,0.000295,-9.869996,-0.719341,0.49736,0.071463,-0.769394,5e-06,0.497356,1.0,0.015659,0.078476,1.0,95.518931,11.160802,27.999781,2.337464,0.047738,0.01
3700,8,0.000295,-9.863936,-0.717574,0.668099,0.071093,-0.76512,4e-06,0.668096,1.0,0.016821,0.079207,1.0,93.636958,11.163773,27.917682,2.355058,0.039999,0.009973
3750,8,0.000295,-8.627034,-0.713161,0.322918,0.071304,-0.760013,4e-06,0.322914,1.0,0.015059,0.077587,1.0,97.844836,11.166736,27.835649,2.328099,0.037335,0.008801
3800,8,0.000294,-10.051557,-0.705218,0.415827,0.071689,-0.753364,3e-06,0.415824,1.0,0.016064,0.079108,1.0,91.25762,11.169627,27.753836,2.350613,0.041007,0.007608
3850,8,0.000294,-9.759841,-0.727696,0.453573,0.070666,-0.775267,4e-06,0.453569,1.0,0.017157,0.07766,1.0,93.550864,11.172626,27.6718,2.323733,0.040794,0.010093
3900,8,0.000294,-10.02712,-0.715858,0.451398,0.072124,-0.766596,4e-06,0.451394,1.0,0.017864,0.077809,1.0,75.400235,11.175548,27.589998,2.334344,0.048918,0.011367
3950,8,0.000293,-10.011937,-0.7176,0.577144,0.071364,-0.765641,6e-06,0.577138,1.0,0.015498,0.077888,1.0,93.368108,11.17843,27.508336,2.353017,0.041197,0.009504
4000,8,0.000293,-9.986235,-0.714273,0.347201,0.071733,-0.763525,4e-06,0.347197,1.0,0.015559,0.077934,1.0,86.712961,11.181235,27.426904,2.321036,0.044619,0.007963
4050,9,0.000293,-9.860999,-0.725343,0.564756,0.070456,-0.771999,2e-06,0.564753,1.0,0.017229,0.078573,1.0,92.404794,11.162762,27.397639,2.310004,0.038093,0.009943
4100,9,0.000292,-9.239579,-0.700951,0.375115,0.071756,-0.749456,2e-06,0.375113,1.0,0.015197,0.077607,1.0,59.940153,11.165721,27.315746,2.33457,0.042091,0.007473
4150,9,0.000292,-9.762145,-0.713403,0.513375,0.072416,-0.764489,3e-06,0.513373,1.0,0.015718,0.078194,1.0,143.281306,11.168535,27.23425,2.293441,0.049595,0.007909
4200,9,0.000292,-10.050458,-0.712583,0.611617,0.071504,-0.761189,3e-06,0.611615,1.0,0.016951,0.077774,1.0,133.750789,11.171306,27.152899,2.316222,0.04285,0.010046
4250,9,0.000291,-10.193678,-0.727619,0.334902,0.070417,-0.77614,3e-06,0.334899,1.0,0.016544,0.075756,1.0,69.350546,11.174008,27.071754,2.340555,0.044376,0.009839
4300,9,0.000291,-9.893872,-0.706849,0.567869,0.071665,-0.753889,4e-06,0.567865,1.0,0.017267,0.077666,1.0,94.149121,11.17666,26.990771,2.295117,0.037361,0.009496
4350,9,0.00029,-9.825671,-0.724319,0.47568,0.070628,-0.771598,2e-06,0.475678,1.0,0.016604,0.078704,1.0,83.303735,11.17925,26.909974,2.384944,0.039884,0.009482
4400,9,0.00029,-10.063189,-0.706645,0.659482,0.071744,-0.754609,2e-06,0.65948,1.0,0.015826,0.078009,1.0,88.059138,11.181769,26.829386,2.292828,0.040309,0.009035
4450,9,0.000289,-10.003144,-0.713959,0.422651,0.071364,-0.761879,3e-06,0.422648,1.0,0.015309,0.077617,1.0,207.479462,11.184202,26.74904,2.315613,0.040792,0.00871
4500,10,0.000289,-9.436491,-0.704993,0.345818,0.071842,-0.753994,4e-06,0.345815,1.0,0.016829,0.078902,1.0,60.936074,11.177902,26.689564,2.310639,0.043599,0.009427
4550,10,0.000289,-10.185811,-0.715372,0.249459,0.071627,-0.764042,4e-06,0.249455,1.0,0.016515,0.077543,1.0,68.468447,11.180007,26.610001,2.356948,0.042854,0.008978
4600,10,0.000288,-9.772427,-0.715282,0.769369,0.071338,-0.764048,4e-06,0.769365,1.0,0.016736,0.0785,1.0,51.197631,11.182431,26.529712,2.340694,0.043655,0.009754
4650,10,0.000288,-9.386883,-0.71349,0.333589,0.072312,-0.764724,3e-06,0.333586,1.0,0.016415,0.078624,1.0,146.338971,11.184781,26.449632,2.371142,0.050261,0.009615
4700,10,0.000287,-9.967385,-0.719527,0.458707,0.071163,-0.767309,3e-06,0.458704,1.0,0.015961,0.07775,1.0,83.544784,11.186996,26.369904,2.366967,0.040669,0.009024
4750,10,0.000287,-10.109342,-0.723411,0.531339,0.070936,-0.771196,4e-06,0.531335,1.0,0.01582,0.078267,1.0,73.824596,11.189124,26.29041,2.357265,0.041058,0.009168
4800,10,0.000286,-10.026139,-0.71804,0.661592,0.070965,-0.765786,3e-06,0.661588,1.0,0.01576,0.079303,1.0,310.500201,11.191241,26.210974,2.368978,0.040878,0.009099
4850,10,0.000286,-10.141601,-0.720046,0.57775,0.070917,-0.76741,4e-06,0.577746,1.0,0.017235,0.078643,1.0,104.143259,11.193414,26.131437,2.342099,0.039687,0.010847
4900,10,0.000285,-9.909379,-0.712662,0.371144,0.071536,-0.761132,4e-06,0.37114,1.0,0.015684,0.078155,1.0,57.931231,11.195516,26.052096,2.420944,0.042343,0.00886
4950,11,0.000285,-9.985611,-0.714409,0.409704,0.071042,-0.761336,2e-06,0.409702,1.0,0.017284,0.077871,1.0,166.058043,11.18977,25.991002,2.352932,0.038019,0.010175
5000,11,0.000284,-9.925182,-0.727778,0.333964,0.07089,-0.776107,3e-06,0.333962,1.0,0.016613,0.076467,1.0,180.560748,11.191954,25.911471,2.305625,0.042946,0.011321
5050,11,0.000284,-8.236455,-0.720335,0.473219,0.071193,-0.769113,4e-06,0.473215,1.0,0.017867,0.078582,1.0,88.661178,11.177467,25.8705,2.352262,0.043941,0.009955
5100,11,0.000283,-9.903324,-0.722658,0.423281,0.070619,-0.769948,2e-06,0.423279,1.0,0.015879,0.078285,1.0,86.357891,11.179665,25.790874,2.348862,0.039935,0.010264
5150,11,0.000283,-9.867033,-0.715305,0.85014,0.07161,-0.764252,1e-05,0.850131,1.0,0.016487,0.077613,1.0,111.395493,11.181861,25.711284,2.320347,0.04381,0.009866
5200,11,0.000282,-9.876885,-0.706118,0.299265,0.072476,-0.756273,4e-06,0.299262,1.0,0.015409,0.078645,1.0,146.937438,11.183979,25.631904,2.283568,0.046391,0.008083
5250,11,0.000282,-9.87739,-0.706753,0.465197,0.072008,-0.755615,1e-06,0.465196,1.0,0.016243,0.077774,1.0,61.441093,11.186082,25.552587,2.277048,0.042859,0.00895
5300,11,0.000281,-9.77196,-0.722866,0.695329,0.071104,-0.77163,1e-06,0.695329,1.0,0.016038,0.079274,1.0,91.532943,11.188156,25.473368,2.393312,0.044043,0.009285
5350,11,0.000281,-9.804582,-0.717834,0.510876,0.071411,-0.766544,1e-06,0.510875,1.0,0.016029,0.079439,1.0,183.007576,11.189772,25.395216,2.382428,0.04335,0.009755
5400,12,0.00028,-10.159487,-0.718522,0.222243,0.071215,-0.766552,1e-06,0.222242,1.0,0.017535,0.078409,1.0,172.431641,11.184343,25.333034,2.296093,0.041408,0.009958
5450,12,0.000279,-9.801018,-0.72868,0.752739,0.070393,-0.774695,1e-06,0.752738,1.0,0.015703,0.078565,1.0,288.388871,11.186374,25.253937,2.361824,0.036061,0.008964
5500,12,0.000279,-10.17926,-0.724206,0.368456,0.07063,-0.772198,1e-06,0.368455,1.0,0.015797,0.079146,1.0,185.928591,11.188347,25.175002,2.345518,0.042257,0.009391
5550,12,0.000278,-9.880868,-0.711089,0.434562,0.072153,-0.759448,1e-06,0.43456,1.0,0.016128,0.07771,1.0,205.737186,11.19029,25.096163,2.309363,0.040941,0.008871
5600,12,0.000278,-9.690504,-0.720097,0.507185,0.071428,-0.768775,2e-06,0.507184,1.0,0.015997,0.078351,1.0,142.306434,11.192207,25.017408,2.313943,0.043212,0.009791
5650,12,0.000277,-9.984502,-0.71452,0.580359,0.071789,-0.763449,1e-06,0.580357,1.0,0.017507,0.078569,1.0,150.449347,11.194069,24.938801,2.404346,0.043447,0.01113
5700,12,0.000276,-10.054999,-0.716289,0.501574,0.071142,-0.763669,1e-06,0.501573,1.0,0.016003,0.077655,1.0,280.815802,11.195908,24.860273,2.303514,0.039365,0.009438
5750,12,0.000276,-10.339893,-0.718857,0.316507,0.071506,-0.768711,1e-06,0.316506,1.0,0.016587,0.080002,1.0,103.288545,11.197502,24.782312,2.372468,0.047005,0.008889
5800,12,0.000275,-8.93732,-0.725038,0.453316,0.070872,-0.774041,1e-06,0.453315,1.0,0.015907,0.078981,1.0,83.535406,11.199271,24.703989,2.344923,0.045224,0.009006
5850,13,0.000274,-9.148682,-0.718153,0.558253,0.071224,-0.765471,1e-06,0.558252,1.0,0.015737,0.078223,1.0,151.079627,11.194556,24.639953,2.312481,0.039018,0.009945
5900,13,0.000274,-9.940504,-0.712035,0.750704,0.072164,-0.762235,1e-06,0.750703,1.0,0.016567,0.07879,1.0,71.515104,11.196308,24.561668,2.31722,0.047058,0.010547
5950,13,0.000273,-10.044137,-0.725418,0.5267,0.070447,-0.773141,1e-06,0.526699,1.0,0.015487,0.077001,1.0,59.696478,11.198017,24.483502,2.343321,0.041665,0.009659
6000,13,0.000273,-10.466011,-0.728145,0.299112,0.07044,-0.774778,1e-06,0.299112,1.0,0.016051,0.079439,1.0,13.783093,11.199724,24.405363,2.381412,0.038044,0.009099
6050,13,0.000272,-10.302299,-0.716101,0.364469,0.07118,-0.764681,1e-06,0.364469,1.0,0.016897,0.077331,1.0,34.559429,11.193265,24.344997,2.361449,0.0433,0.010192
6100,13,0.000271,-9.961085,-0.709672,0.52121,0.072726,-0.761441,1e-06,0.521209,1.0,0.015649,0.079256,1.0,67.522607,11.194963,24.266866,2.33305,0.051351,0.010151
6150,13,0.000271,-10.473236,-0.722309,0.336697,0.071447,-0.772021,1e-06,0.336696,1.0,0.015883,0.077517,1.0,15.349039,11.196351,24.189429,2.372325,0.046629,0.00886
6200,13,0.00027,-10.37504,-0.721117,0.57524,0.071245,-0.769067,1e-06,0.575239,1.0,0.016917,0.078646,1.0,25.258928,11.197926,24.111607,2.317257,0.041091,0.009514
6250,13,0.000269,-10.511372,-0.71878,0.257522,0.071506,-0.766604,1e-06,0.257521,1.0,0.017354,0.078388,1.0,42.148817,11.199492,24.033828,2.329281,0.040239,0.009894
6300,14,0.000268,-10.363474,-0.719615,0.751455,0.07144,-0.767488,1e-06,0.751454,1.0,0.01705,0.078482,1.0,10.438335,11.19526,23.968477,2.327121,0.040509,0.011357
6350,14,0.000268,-9.041985,-0.720935,0.452872,0.071313,-0.769588,2e-06,0.452871,1.0,0.014904,0.078985,1.0,38.819806,11.196891,23.89056,2.318725,0.043324,0.009315
6400,14,0.000267,-10.005552,-0.719403,0.467041,0.07123,-0.76627,2e-06,0.467039,1.0,0.017454,0.078238,1.0,54.861695,11.198522,23.812667,2.363487,0.037507,0.010282
6450,14,0.000266,-10.44234,-0.726664,0.579043,0.070792,-0.774469,1e-06,0.579041,1.0,0.017156,0.078287,1.0,17.448603,11.200082,23.734945,2.329529,0.041364,0.010559
6500,14,0.000266,-10.169416,-0.725134,0.300733,0.071366,-0.775962,1e-06,0.300732,1.0,0.017135,0.07789,1.0,65.165241,11.20166,23.657208,2.37979,0.050484,0.011321
6550,14,0.000265,-10.454564,-0.703792,0.493847,0.07247,-0.752676,2e-06,0.493845,1.0,0.015459,0.07942,1.0,16.524678,11.203196,23.579581,2.324391,0.042163,0.009587
6600,14,0.000264,-10.574661,-0.720526,0.259626,0.071245,-0.768245,1e-06,0.259625,1.0,0.016738,0.078404,1.0,7.817379,11.204702,23.502038,2.324066,0.040319,0.009728
6650,14,0.000263,-10.384874,-0.72253,0.468428,0.070748,-0.770029,1e-06,0.468427,1.0,0.017184,0.078348,1.0,35.475226,11.206206,23.424521,2.345761,0.040416,0.010526
6700,14,0.000263,-10.507454,-0.729771,0.556871,0.070538,-0.777575,1e-06,0.55687,1.0,0.015994,0.077992,1.0,11.691464,11.207537,23.347385,2.357387,0.041782,0.009993
6750,15,0.000262,-10.535749,-0.728925,0.463719,0.070897,-0.778471,2e-06,0.463718,1.0,0.017054,0.077487,1.0,9.80339,11.203115,23.282215,2.400333,0.046992,0.011072
6800,15,0.000261,-10.522676,-0.723116,0.574928,0.071122,-0.770972,1e-06,0.574927,1.0,0.017266,0.078824,1.0,12.922008,11.204621,23.204712,2.330416,0.040984,0.01134
6850,15,0.00026,-10.510977,-0.714136,0.246294,0.072094,-0.764151,2e-06,0.246292,1.0,0.016375,0.079256,1.0,46.774656,11.206117,23.127249,2.36207,0.046559,0.011233
6900,15,0.000259,-9.771058,-0.71942,0.350843,0.071444,-0.767227,1e-06,0.350842,1.0,0.01558,0.078686,1.0,53.660282,11.207594,23.049848,2.342071,0.040285,0.00975
6950,15,0.000259,-10.483217,-0.724772,0.672235,0.071153,-0.773659,1e-06,0.672234,1.0,0.017601,0.077549,1.0,25.719432,11.20892,22.972775,2.363566,0.044369,0.011015
7000,15,0.000258,-10.079169,-0.734027,0.239089,0.070132,-0.78072,1e-06,0.239088,1.0,0.017241,0.078894,1.0,67.339656,11.210184,22.895849,2.420882,0.038758,0.010204
7050,15,0.000257,-10.522732,-0.729803,0.682265,0.070603,-0.776735,1e-06,0.682264,1.0,0.016649,0.079198,1.0,9.458402,11.204585,22.832915,2.388576,0.038766,0.01059
7100,15,0.000256,-10.564215,-0.726024,0.592711,0.071375,-0.774199,2e-06,0.59271,1.0,0.016156,0.079367,1.0,13.780575,11.206007,22.755652,2.392342,0.041625,0.011219
7150,15,0.000255,-10.695661,-0.727608,0.225307,0.071164,-0.777773,1e-06,0.225306,1.0,0.01666,0.079456,1.0,10.596991,11.207422,22.678425,2.385422,0.048612,0.009194
