step,epoch,lr,loss,loss_main,loss_aux,ed,nll,loss_sde,vol_mse,sde_acc,mean_mu,mean_sigma,eff_k,grad_norm,steps/s,eta_min,mean_nu,mean_mse,pred_mean_std
1300,0,0.000195,-6.038846,-1.193836,0.236821,0.050974,-1.226239,0.155815,0.081006,0.950980,0.006147,0.066630,1.000000,97.138735,13.222554,49.410523,3.364214,0.023055,0.003500
1400,0,0.000210,-6.555730,-1.181935,0.266554,0.051647,-1.215673,0.186533,0.080021,0.942824,0.007457,0.065918,1.000000,79.339203,13.261376,49.140198,3.185515,0.026382,0.003809
1500,0,0.000225,-6.291534,-1.188988,0.276509,0.051640,-1.221918,0.201724,0.074786,0.941333,0.007361,0.066604,1.000000,80.667757,13.291142,48.904754,3.183232,0.023700,0.004108
1600,0,0.000240,-6.199749,-1.175968,0.307411,0.051889,-1.208950,0.195204,0.112207,0.943569,0.007635,0.066775,1.000000,107.056093,13.318970,48.677438,3.231395,0.023460,0.004566
1700,0,0.000255,-6.591258,-1.188973,0.284629,0.051195,-1.221046,0.219862,0.064767,0.937255,0.007681,0.067182,1.000000,121.807502,13.346111,48.453564,3.236790,0.021585,0.004730
1800,0,0.000270,-7.002104,-1.190747,0.303612,0.050789,-1.222485,0.198351,0.105261,0.938196,0.007547,0.065444,1.000000,81.704781,13.369786,48.243106,3.070543,0.021148,0.004545
1900,0,0.000285,-6.688391,-1.183434,0.280924,0.051690,-1.216217,0.185149,0.095774,0.942667,0.008267,0.066816,1.000000,52.097039,13.389568,48.047354,3.242699,0.023126,0.004721
2000,0,0.000300,-6.001146,-1.188174,0.305863,0.051469,-1.220990,0.205708,0.100156,0.936863,0.008281,0.065681,1.000000,26.210764,13.408248,47.856115,3.215536,0.023604,0.004951
2100,0,0.000300,-6.353152,-1.186688,0.234725,0.051623,-1.219246,0.183568,0.051157,0.942588,0.007739,0.066586,1.000000,81.573530,13.330223,48.011202,3.268300,0.022489,0.004562
2200,0,0.000300,-6.338953,-1.176588,0.300674,0.052263,-1.210651,0.192864,0.107810,0.940431,0.007814,0.067032,1.000000,22.000676,13.350129,47.814770,3.177341,0.026437,0.004618
2300,0,0.000300,-6.785506,-1.173678,0.294004,0.051908,-1.206614,0.189074,0.104930,0.940628,0.008513,0.067652,1.000000,37.305486,13.368866,47.623085,3.276270,0.023273,0.005159
2400,0,0.000300,-6.299693,-1.182662,0.292504,0.051488,-1.215352,0.184508,0.107996,0.939255,0.007904,0.066555,1.000000,56.593779,13.385659,47.438830,3.211111,0.023154,0.004552
2500,0,0.000300,-6.686189,-1.183006,0.369670,0.052035,-1.216556,0.192357,0.177313,0.937177,0.008076,0.066947,1.000000,53.815175,13.399562,47.265228,3.184320,0.025106,0.004973
2600,0,0.000300,-6.704775,-1.186093,0.281527,0.051362,-1.218437,0.200594,0.080933,0.936588,0.008251,0.066325,1.000000,74.082751,13.411308,47.099557,3.249316,0.022210,0.005171
2700,0,0.000300,-6.066183,-1.174440,0.330672,0.052130,-1.207846,0.178701,0.151971,0.942706,0.008056,0.067028,1.000000,147.075758,13.422720,46.935345,3.257436,0.024468,0.004789
2800,0,0.000300,-5.751089,-1.183281,0.259315,0.052091,-1.217047,0.166187,0.093129,0.945177,0.007963,0.066930,1.000000,278.301516,13.433200,46.774659,3.241150,0.025734,0.004978
2900,0,0.000300,-6.803760,-1.195662,0.287087,0.051182,-1.228259,0.163989,0.123098,0.946471,0.007191,0.066690,1.000000,92.920488,13.445076,46.609380,3.226190,0.023351,0.004929
3000,0,0.000300,-7.148598,-1.186334,0.258114,0.052047,-1.219937,0.167851,0.090262,0.945137,0.008209,0.066811,1.000000,28.037000,13.455925,46.447941,3.245459,0.025264,0.004968
3100,0,0.000299,-7.021000,-1.196555,0.246234,0.051229,-1.228937,0.164647,0.081587,0.944941,0.008177,0.067389,1.000000,55.069861,13.465738,46.290323,3.417383,0.022560,0.005120
3200,0,0.000299,-7.108548,-1.186672,0.262461,0.051520,-1.219600,0.166982,0.095479,0.946039,0.007687,0.067560,1.000000,55.425616,13.475876,46.131818,3.330151,0.023893,0.005062
3300,0,0.000299,-7.015409,-1.195494,0.256643,0.051724,-1.228558,0.164036,0.092607,0.946863,0.008306,0.067857,1.000000,31.772510,13.484096,45.980094,3.410807,0.024008,0.005671
3400,0,0.000299,-6.970335,-1.201414,0.235662,0.050927,-1.233512,0.155008,0.080653,0.948824,0.007677,0.066137,1.000000,25.178755,13.489722,45.837368,3.397746,0.022118,0.005408
3500,0,0.000299,-7.290125,-1.187528,0.222715,0.052389,-1.221202,0.146928,0.075787,0.950314,0.008707,0.068102,1.000000,40.851111,13.498765,45.683191,3.383838,0.024931,0.006847
3600,0,0.000299,-6.359477,-1.193174,0.387264,0.051604,-1.226395,0.167105,0.220159,0.944902,0.009479,0.066731,1.000000,71.464006,13.507014,45.531901,3.358799,0.024729,0.006562
3700,0,0.000299,-4.761678,-1.198185,0.258903,0.051256,-1.230854,0.164105,0.094798,0.946078,0.008593,0.068681,1.000000,104.823597,13.512393,45.390431,3.512449,0.023469,0.006290
3800,0,0.000298,-6.847347,-1.186300,0.280301,0.052153,-1.219770,0.163534,0.116767,0.947804,0.009062,0.068264,1.000000,200.429921,13.519383,45.243684,3.324046,0.024643,0.006467
3900,0,0.000298,-6.767237,-1.190127,0.254783,0.051876,-1.223487,0.167630,0.087153,0.947255,0.008495,0.067737,1.000000,85.888954,13.523575,45.106417,3.488051,0.024738,0.006503
4000,0,0.000298,-7.199284,-1.200035,0.308704,0.051617,-1.232997,0.159781,0.148924,0.950118,0.008245,0.068859,1.000000,46.056674,13.529679,44.962878,3.592613,0.023846,0.006714
4100,0,0.000298,-7.048565,-1.194414,0.265809,0.052157,-1.228437,0.160641,0.105167,0.949922,0.007985,0.067265,1.000000,94.080074,13.503356,44.927104,3.374479,0.026481,0.005744
4200,0,0.000298,-4.396591,-1.202539,0.265623,0.051598,-1.235696,0.153101,0.112522,0.950745,0.008148,0.067107,1.000000,347.338501,13.508376,44.787027,3.453799,0.024529,0.005563
4300,0,0.000297,-6.814235,-1.200601,0.251937,0.050944,-1.232886,0.166459,0.085478,0.947098,0.008019,0.066237,1.000000,57.341289,13.512778,44.649097,3.377467,0.022710,0.005941
4400,0,0.000297,-5.561852,-1.205085,0.382406,0.050872,-1.237610,0.170233,0.212173,0.946902,0.008186,0.067296,1.000000,30.355764,13.516775,44.512591,3.500078,0.023629,0.005908
4500,0,0.000297,-6.914242,-1.208245,0.275222,0.051098,-1.240584,0.149863,0.125359,0.951098,0.008003,0.066968,1.000000,33.032417,13.521087,44.375129,3.439532,0.022633,0.006247
4600,0,0.000297,-7.051440,-1.193939,0.278628,0.051356,-1.226497,0.156894,0.121734,0.948706,0.007551,0.068114,1.000000,48.374282,13.525802,44.236440,3.495942,0.022934,0.005129
4700,0,0.000296,-6.449974,-1.203029,0.238718,0.051125,-1.235530,0.160518,0.078200,0.947529,0.008073,0.067305,1.000000,61.472077,13.531635,44.094202,3.469049,0.023130,0.005638
4800,1,0.000296,-6.211573,-1.210237,0.228703,0.050749,-1.242209,0.152606,0.076097,0.950157,0.008218,0.067061,1.000000,21.354600,13.519808,44.009500,3.395671,0.021994,0.006180
4900,1,0.000296,-6.893362,-1.200286,0.257797,0.051295,-1.233178,0.159012,0.098784,0.946392,0.007603,0.068005,1.000000,30.748475,13.520926,43.882597,3.502367,0.024149,0.005441
5000,1,0.000296,-7.407392,-1.214548,0.230829,0.050774,-1.246635,0.150421,0.080407,0.950549,0.008517,0.067027,1.000000,42.771914,13.523531,43.750900,3.538088,0.022335,0.005878
5100,1,0.000295,-7.499374,-1.210818,0.309216,0.050918,-1.243463,0.150103,0.159113,0.952314,0.008471,0.067921,1.000000,14.703370,13.516204,43.651309,3.691322,0.023955,0.006284
5200,1,0.000295,-7.388517,-1.202619,0.262941,0.051619,-1.235606,0.143632,0.119308,0.954157,0.008096,0.067802,1.000000,60.614779,13.518855,43.519464,3.497404,0.023924,0.006485
5300,1,0.000295,-5.663340,-1.211228,0.231091,0.050452,-1.243065,0.159334,0.071758,0.950235,0.007992,0.067771,1.000000,146.382198,13.522013,43.386046,3.591227,0.022036,0.005421
5400,1,0.000294,-7.300269,-1.201502,0.352989,0.051275,-1.234293,0.147045,0.205944,0.953255,0.007716,0.067435,1.000000,57.545508,13.524278,43.255545,3.554273,0.023847,0.005926
5500,1,0.000294,-7.738144,-1.196193,0.226048,0.051401,-1.228954,0.144431,0.081616,0.952039,0.008190,0.068600,1.000000,61.375271,13.527256,43.122812,3.708533,0.023536,0.006198
5600,1,0.000294,-7.619900,-1.202614,0.192945,0.051890,-1.236741,0.137339,0.055606,0.955333,0.008636,0.068244,1.000000,43.886767,13.529953,42.991032,3.504450,0.027272,0.006187
5700,1,0.000293,-7.183897,-1.205815,0.228358,0.051001,-1.238001,0.145965,0.082393,0.952275,0.008006,0.068015,1.000000,93.410146,13.532242,42.860599,3.540296,0.022284,0.006199
5800,1,0.000293,-7.697605,-1.214147,0.279700,0.050789,-1.246579,0.136622,0.143078,0.954275,0.007849,0.067493,1.000000,71.063541,13.534671,42.729767,3.685991,0.023457,0.005962
5900,1,0.000292,-7.600154,-1.205873,0.340262,0.051282,-1.238524,0.146748,0.193514,0.950941,0.008110,0.068138,1.000000,18.521716,13.536611,42.600521,3.550788,0.023367,0.005625
6000,1,0.000292,-7.858235,-1.211573,0.194121,0.050990,-1.244140,0.139581,0.054540,0.954000,0.007220,0.066303,1.000000,26.433620,13.538980,42.469965,3.538793,0.023572,0.005496
6100,1,0.000292,-7.586331,-1.215729,0.203083,0.050734,-1.247872,0.138254,0.064829,0.954980,0.007223,0.067435,1.000000,36.536125,13.528778,42.378797,3.577758,0.022586,0.005913
6200,1,0.000291,-6.806883,-1.201249,0.234447,0.051647,-1.235341,0.152494,0.081953,0.949255,0.008690,0.068135,1.000000,21.469118,13.530654,42.249745,3.599367,0.027560,0.006966
6300,1,0.000291,-7.732519,-1.204369,0.254826,0.051083,-1.236801,0.134602,0.120224,0.955726,0.008915,0.068003,1.000000,24.776747,13.532125,42.121988,3.665417,0.022967,0.007001
6400,1,0.000290,-7.922585,-1.208181,0.214677,0.051286,-1.241742,0.139722,0.074955,0.954549,0.008900,0.067722,1.000000,57.047228,13.533392,41.994892,3.705048,0.026394,0.007549
6500,1,0.000290,-8.001930,-1.205908,0.197656,0.051149,-1.238521,0.137648,0.060009,0.953647,0.008083,0.067634,1.000000,202.086953,13.535501,41.865216,3.639208,0.023463,0.006171
6600,1,0.000290,-7.950679,-1.210724,0.274802,0.051276,-1.243523,0.143506,0.131295,0.952471,0.007579,0.067767,1.000000,130.110829,13.537447,41.736081,3.611566,0.023868,0.005562
6700,1,0.000289,-7.837880,-1.205106,0.211273,0.051243,-1.237613,0.149204,0.062069,0.950157,0.008923,0.067990,1.000000,75.924735,13.539441,41.606838,3.572965,0.022952,0.006872
6800,1,0.000289,-6.622871,-1.195380,0.244094,0.051992,-1.229204,0.150528,0.093566,0.949333,0.009421,0.068925,1.000000,124.309942,13.541435,41.477632,3.676663,0.026094,0.006626
6900,1,0.000288,-4.426768,-1.207340,0.281745,0.051362,-1.240373,0.147054,0.134692,0.951922,0.008138,0.068094,1.000000,194.409474,13.542352,41.351754,3.673663,0.024507,0.006943
7000,1,0.000288,-5.905165,-1.201477,0.237370,0.051713,-1.234471,0.143199,0.094170,0.953647,0.008607,0.068195,1.000000,53.273395,13.544073,41.223445,3.534718,0.023791,0.007873
7100,1,0.000287,-5.992043,-1.213506,0.232736,0.050986,-1.245797,0.139254,0.093482,0.953843,0.008300,0.067953,1.000000,138.772244,13.546091,41.094265,3.710682,0.022661,0.006690
7200,1,0.000287,-5.524575,-1.209901,0.231471,0.050806,-1.241923,0.146387,0.085084,0.951451,0.008382,0.067685,1.000000,36.342193,13.547874,40.965837,3.632297,0.022063,0.006399
7300,1,0.000286,-7.685231,-1.211892,0.204382,0.050869,-1.244371,0.155378,0.049004,0.948549,0.008710,0.068971,1.000000,454.227649,13.549502,40.837908,3.537256,0.023484,0.006928
7400,1,0.000286,-7.962038,-1.200596,0.215619,0.051734,-1.233740,0.145433,0.070185,0.951608,0.008526,0.067373,1.000000,87.222925,13.550725,40.711229,3.484632,0.024256,0.006221
7500,1,0.000285,-5.488461,-1.209715,0.200796,0.051003,-1.241969,0.142937,0.057859,0.953686,0.007719,0.068445,1.000000,122.497218,13.551271,40.586599,3.751498,0.022507,0.005461
7600,1,0.000285,-6.861803,-1.202683,0.277198,0.051372,-1.235692,0.139702,0.137496,0.952824,0.008754,0.068466,1.000000,95.977800,13.552472,40.460024,3.639264,0.024411,0.006482
7700,1,0.000284,-6.942649,-1.210131,0.265482,0.050894,-1.242368,0.145730,0.119752,0.953294,0.008590,0.067568,1.000000,46.399914,13.553707,40.333368,3.799722,0.022634,0.006519
7800,1,0.000284,-7.676995,-1.211731,0.278748,0.051257,-1.244473,0.140976,0.137771,0.950941,0.008301,0.067366,1.000000,70.347427,13.555019,40.206509,3.585335,0.023711,0.006229
7900,1,0.000283,-7.779998,-1.209294,0.233968,0.051304,-1.242169,0.144868,0.089100,0.953098,0.008208,0.067728,1.000000,216.239384,13.556555,40.079013,3.568757,0.024075,0.006369
8000,1,0.000282,-7.802410,-1.209486,0.299487,0.051100,-1.242130,0.145778,0.153709,0.951961,0.008545,0.067733,1.000000,94.054812,13.557728,39.952614,3.656562,0.023646,0.007040
8100,1,0.000282,-8.018107,-1.189636,0.283236,0.052422,-1.223304,0.143015,0.140221,0.951726,0.007725,0.069014,1.000000,71.612618,13.549999,39.852403,3.649357,0.024858,0.005878
8200,1,0.000281,-8.276723,-1.205193,0.205404,0.050855,-1.237316,0.144501,0.060904,0.952392,0.008404,0.067058,1.000000,309.619787,13.551297,39.725596,3.555943,0.022318,0.006444
8300,1,0.000281,-8.174409,-1.208469,0.202650,0.051194,-1.241029,0.149587,0.053063,0.950392,0.008046,0.067882,1.000000,45.521153,13.552512,39.599054,3.556537,0.023210,0.006685
8400,1,0.000280,-8.122724,-1.206018,0.290196,0.051626,-1.239316,0.143253,0.146943,0.952863,0.008566,0.068336,1.000000,24.991791,13.553956,39.471871,3.624095,0.024951,0.007412
8500,1,0.000279,-7.738458,-1.203888,0.200990,0.051704,-1.237486,0.139392,0.061598,0.955098,0.009113,0.068499,1.000000,25.680649,13.555053,39.345721,3.733518,0.025818,0.008244
8600,1,0.000279,-5.240978,-1.202766,0.200938,0.051716,-1.235687,0.149689,0.051250,0.950314,0.008351,0.067911,1.000000,38.080672,13.556198,39.219453,3.525346,0.023542,0.006799
8700,1,0.000278,-6.040881,-1.216736,0.220624,0.050944,-1.249397,0.146496,0.074128,0.951255,0.008907,0.067894,1.000000,92.891027,13.557058,39.094028,3.543735,0.023966,0.007140
8800,1,0.000278,-7.973646,-1.194354,0.234356,0.052031,-1.227549,0.155963,0.078393,0.948824,0.008317,0.066966,1.000000,77.579289,13.557777,38.969023,3.547980,0.023931,0.007535
8900,1,0.000277,-7.989186,-1.208829,0.258244,0.051277,-1.241313,0.150435,0.107809,0.950353,0.007971,0.068591,1.000000,25.895431,13.558776,38.843231,3.580988,0.022818,0.006384
9000,1,0.000276,-8.167269,-1.199580,0.273924,0.051871,-1.233146,0.146912,0.127012,0.950392,0.008123,0.068263,1.000000,21.912518,13.559806,38.717368,3.510832,0.025433,0.006273
9100,1,0.000276,-8.259368,-1.213288,0.279196,0.050806,-1.245483,0.156318,0.122878,0.948745,0.008425,0.067306,1.000000,39.226666,13.560560,38.592311,3.613200,0.022640,0.006326
9200,1,0.000275,-8.436480,-1.216578,0.258090,0.050584,-1.248682,0.151405,0.106686,0.949216,0.008136,0.066446,1.000000,62.005255,13.562046,38.465190,3.622975,0.022707,0.006539
9300,1,0.000274,-8.275015,-1.199763,0.185482,0.051469,-1.232323,0.139665,0.045817,0.952235,0.008036,0.069040,1.000000,65.581411,13.562999,38.339602,3.680282,0.022752,0.007299
9400,1,0.000274,-8.212617,-1.198592,0.254500,0.051864,-1.231662,0.145778,0.108722,0.951294,0.007966,0.068959,1.000000,49.222467,13.564294,38.213072,3.594732,0.023793,0.005826
9500,1,0.000273,-7.774765,-1.210954,0.226630,0.050747,-1.242849,0.141886,0.084744,0.951922,0.008335,0.068668,1.000000,20.751059,13.565519,38.086760,3.760301,0.021738,0.006691
9600,2,0.000272,-7.809394,-1.206741,0.225753,0.050820,-1.238721,0.143695,0.082058,0.952275,0.007977,0.067671,1.000000,50.512081,13.557386,37.986674,3.644608,0.021899,0.006430
9700,2,0.000271,-5.380348,-1.211216,0.309903,0.051051,-1.243792,0.158495,0.151408,0.947412,0.008377,0.066940,1.000000,75.437994,13.558238,37.861360,3.628608,0.023502,0.006252
9800,2,0.000271,-6.250244,-1.207478,0.256105,0.051541,-1.240325,0.161906,0.094199,0.948588,0.008096,0.069318,1.000000,110.600295,13.558767,37.736962,3.707993,0.023588,0.005555
9900,2,0.000270,-8.376394,-1.209412,0.276563,0.051042,-1.241983,0.157601,0.118962,0.948471,0.008283,0.068440,1.000000,32.546562,13.559559,37.611841,3.696820,0.023500,0.006898
10000,2,0.000269,-6.829294,-1.205194,0.209386,0.051097,-1.237501,0.147958,0.061428,0.950863,0.008258,0.067545,1.000000,41.189356,13.560309,37.486855,3.669851,0.022528,0.006555
10100,2,0.000269,-3.498609,-1.217804,0.288918,0.050792,-1.250055,0.151723,0.137194,0.951137,0.007549,0.066905,1.000000,38.180807,13.548319,37.397014,3.653358,0.022850,0.005871
10200,2,0.000268,-6.937607,-1.206794,0.231093,0.051299,-1.239615,0.146610,0.084483,0.952275,0.008028,0.067426,1.000000,26.487682,13.549660,37.270309,3.599916,0.023904,0.006785
10300,2,0.000267,-7.193265,-1.193166,0.201383,0.051932,-1.226036,0.151213,0.050171,0.951059,0.008941,0.068441,1.000000,32.749024,13.550955,37.143754,3.673864,0.023016,0.006570
10400,2,0.000266,-5.715395,-1.206596,0.220529,0.051340,-1.239673,0.163388,0.057141,0.945882,0.008186,0.068034,1.000000,172.886572,13.552064,37.017733,3.680427,0.024689,0.006534
10500,2,0.000265,-8.311260,-1.209524,0.201909,0.051267,-1.242606,0.146620,0.055289,0.951490,0.009284,0.066460,1.000000,21.356296,13.552906,36.892458,3.590674,0.024830,0.007092
10600,2,0.000265,-7.470940,-1.217786,0.203005,0.050720,-1.249859,0.140182,0.062823,0.954314,0.008206,0.067848,1.000000,39.543331,13.553803,36.767048,3.632595,0.022376,0.006436
10700,2,0.000264,-8.287968,-1.206816,0.191083,0.051407,-1.239862,0.143911,0.047172,0.952824,0.007789,0.069123,1.000000,180.400386,13.554411,36.642437,3.838266,0.024474,0.005822
10800,2,0.000263,-8.276686,-1.213944,0.220484,0.051271,-1.247142,0.138224,0.082259,0.955177,0.008383,0.068043,1.000000,67.399072,13.555290,36.517108,3.762194,0.025209,0.006512
10900,2,0.000262,-7.480216,-1.206966,0.287596,0.051914,-1.241209,0.132309,0.155288,0.955451,0.007797,0.068153,1.000000,86.549075,13.556257,36.391560,3.757733,0.027618,0.005923
11000,2,0.000261,-6.248501,-1.218909,0.264222,0.050789,-1.252121,0.134510,0.129711,0.956039,0.008384,0.067554,1.000000,258.215307,13.557024,36.266564,3.738565,0.026059,0.006628
11100,2,0.000261,-6.517777,-1.215365,0.211155,0.050822,-1.247625,0.139937,0.071218,0.953569,0.008636,0.067615,1.000000,58.416414,13.557974,36.141093,3.701312,0.022831,0.007724
11200,2,0.000260,-6.913130,-1.221110,0.217821,0.050424,-1.253232,0.131964,0.085857,0.957294,0.008825,0.067874,1.000000,51.789833,13.557766,36.018717,3.815917,0.023035,0.007260
11300,2,0.000259,-8.476267,-1.215806,0.213291,0.050891,-1.247929,0.133311,0.079981,0.955961,0.008565,0.067361,1.000000,30.880392,13.558582,35.893625,3.720003,0.022260,0.006626
11400,2,0.000258,-6.240568,-1.217859,0.197557,0.050825,-1.250193,0.132672,0.064885,0.956039,0.008527,0.068049,1.000000,36.449931,13.559301,35.768806,3.681642,0.023074,0.006850
11500,2,0.000257,-6.244714,-1.206973,0.259504,0.051385,-1.239816,0.140225,0.119279,0.954745,0.008827,0.068776,1.000000,14.530166,13.559906,35.644299,3.907315,0.023835,0.007767
11600,2,0.000256,-5.583111,-1.209762,0.229455,0.051327,-1.242584,0.127166,0.102289,0.958980,0.008689,0.067141,1.000000,42.825576,13.560688,35.519338,3.601358,0.023865,0.007294
11700,2,0.000256,-7.930598,-1.208027,0.188683,0.051543,-1.240904,0.140670,0.048013,0.954039,0.008185,0.068779,1.000000,41.789350,13.561065,35.395449,3.810713,0.023684,0.006391
11800,2,0.000255,-6.629485,-1.219994,0.194815,0.050553,-1.251884,0.132394,0.062421,0.957255,0.008503,0.067940,1.000000,99.636065,13.562002,35.270113,3.838215,0.022045,0.007409
11900,2,0.000254,-8.715148,-1.216005,0.283235,0.051335,-1.249456,0.143182,0.140053,0.954628,0.008341,0.068137,1.000000,54.013378,13.563102,35.144369,3.785414,0.025945,0.007535
12000,2,0.000253,-8.724000,-1.219010,0.191636,0.050748,-1.251216,0.128223,0.063413,0.956549,0.007740,0.068278,1.000000,19.259128,13.564142,35.018803,3.801946,0.022772,0.006342
12100,2,0.000252,-7.546974,-1.227365,0.255137,0.050811,-1.260014,0.123059,0.132079,0.959569,0.008984,0.068097,1.000000,114.790497,13.559095,34.908917,3.792521,0.024144,0.007795
12200,2,0.000251,-8.650337,-1.210135,0.231007,0.050949,-1.242447,0.136137,0.094870,0.955529,0.008413,0.068757,1.000000,18.331245,13.559844,34.784077,3.863710,0.022794,0.006790
12300,2,0.000250,-6.106976,-1.207916,0.235979,0.051359,-1.240345,0.139103,0.096876,0.954235,0.008202,0.069322,1.000000,19.467378,13.560843,34.658613,3.889378,0.022497,0.006606
12400,2,0.000249,-6.269470,-1.210910,0.194238,0.051516,-1.243848,0.129955,0.064282,0.957020,0.008372,0.068702,1.000000,49.893071,13.561734,34.533440,3.671585,0.023936,0.006673
12500,2,0.000248,-7.743081,-1.213000,0.267261,0.051239,-1.245577,0.130904,0.136357,0.957020,0.008247,0.069235,1.000000,88.602986,13.562695,34.408107,3.862798,0.023189,0.006472
12600,2,0.000247,-8.624730,-1.212295,0.265736,0.051468,-1.245256,0.145716,0.120019,0.952431,0.007932,0.068977,1.000000,66.769324,13.563636,34.282844,3.804136,0.024088,0.005744
12700,2,0.000247,-7.867103,-1.216002,0.237026,0.051329,-1.248820,0.132351,0.104674,0.955333,0.007585,0.068625,1.000000,65.563589,13.563622,34.160001,3.820253,0.023845,0.006435
12800,2,0.000246,-6.104390,-1.214399,0.213023,0.051389,-1.247289,0.129345,0.083678,0.957529,0.007156,0.068644,1.000000,44.560499,13.563419,34.037633,3.769548,0.023982,0.005628
12900,2,0.000245,-8.251169,-1.215893,0.187659,0.051110,-1.248358,0.129758,0.057901,0.955961,0.008554,0.068305,1.000000,23.986589,13.563056,33.915661,3.786994,0.023032,0.007539
13000,2,0.000244,-8.655009,-1.211647,0.245228,0.051002,-1.244242,0.149396,0.095832,0.950784,0.009098,0.068263,1.000000,41.723710,13.562866,33.793250,3.874464,0.023647,0.007101
13100,2,0.000243,-8.350981,-1.199863,0.250353,0.051355,-1.232417,0.147965,0.102387,0.951961,0.009207,0.067652,1.000000,31.628749,13.562848,33.670410,3.733760,0.022920,0.007347
13200,2,0.000242,-7.965915,-1.209230,0.178018,0.051166,-1.241603,0.142326,0.035692,0.954431,0.008815,0.068170,1.000000,42.060772,13.562490,33.548412,3.827705,0.022635,0.006982
13300,2,0.000241,-8.594507,-1.202539,0.211520,0.051783,-1.235814,0.150430,0.061090,0.951922,0.008413,0.067735,1.000000,124.955267,13.562140,33.426386,3.664837,0.024611,0.007204
13400,2,0.000240,-9.014200,-1.225487,0.208992,0.051400,-1.259235,0.143337,0.065655,0.952275,0.009336,0.067461,1.000000,112.425095,13.562168,33.303426,3.877211,0.026827,0.007706
13500,2,0.000239,-8.879689,-1.211748,0.240280,0.051325,-1.244714,0.147942,0.092338,0.953059,0.009011,0.067542,1.000000,38.014543,13.562233,33.180377,3.706128,0.024342,0.007454
13600,2,0.000238,-6.124671,-1.203090,0.236724,0.051805,-1.236426,0.132697,0.104027,0.956902,0.008929,0.067906,1.000000,78.125842,13.562163,33.057656,3.739694,0.024779,0.007654
13700,2,0.000237,-8.059280,-1.221684,0.205083,0.050323,-1.253517,0.130709,0.074375,0.957490,0.009213,0.067188,1.000000,43.074259,13.562702,32.933458,3.845290,0.022238,0.008178
13800,2,0.000236,-5.416068,-1.209293,0.216526,0.051591,-1.242149,0.138041,0.078485,0.954667,0.008397,0.068236,1.000000,22.653683,13.563726,32.808095,3.824677,0.023536,0.006838
13900,2,0.000235,-7.208301,-1.219469,0.197532,0.051112,-1.252040,0.136102,0.061431,0.956667,0.007959,0.066833,1.000000,41.693218,13.564376,32.683652,3.648135,0.023382,0.006171
14000,2,0.000234,-9.143052,-1.210134,0.228632,0.051420,-1.243214,0.131779,0.096853,0.957843,0.007584,0.068667,1.000000,69.886671,13.565182,32.558845,3.822401,0.024568,0.006187
